model,start_id,selected,success,nll,n_iter,grad_norm,max_abs_gradient,hessian_status,n_boundary_raw_params,boundary_raw_params,message
AIDADS_sat,warm_start,True,True,-4247.479229601609,127,98.61405010167961,45.897650403912465,not_available_lbfgsb,0,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_1,True,True,-4481.55447249925,1,198028397.2110517,198028397.21104926,not_available_lbfgsb,0,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_2,False,True,-4247.479254690517,1,81.94732722799993,43.91386054834893,not_available_lbfgsb,1,log_omega,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_3,False,False,-4162.842834342897,9,43.797607774597125,30.750470801178682,not_available_lbfgsb,0,,ABNORMAL: 
MAIDADS_sat,start_4,False,True,-4249.950095073765,20,74.2656923832724,33.14189618455424,not_available_lbfgsb,0,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_5,False,True,-4219.637614862841,13,9565014074.957178,9565014074.957176,not_available_lbfgsb,0,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_6,False,True,-4252.921320695375,22,122.639826784496,64.27935698368923,not_available_lbfgsb,0,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_7,False,True,-4121.149741202921,8,10314985052.86462,10314985052.864594,not_available_lbfgsb,0,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_8,False,True,-4279.0887000303965,49,18600501880.877537,7593624104.250189,not_available_lbfgsb,0,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_9,False,True,-3154.572717231105,4,0.03115264736675276,0.01659827693400835,not_available_lbfgsb,4,raw_alpha[pork];raw_alpha[meatother];raw_alpha[dairyegg];raw_alpha[nonfood],CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
