variant,model,train_years,test_years,group,rmse_x,mae_x,mean_x,n_test,relative_rmse
baseline_real_national_nonfood,AIDADS_sat,2015-2022,2023,dairyegg,0.012881864310225796,0.010381533647844148,0.03487623368244984,31,0.3693593874704456
baseline_real_national_nonfood,AIDADS_sat,2015-2022,2023,grain,0.06658262041871249,0.054310229560886374,0.4046680667811247,31,0.1645363839759697
baseline_real_national_nonfood,AIDADS_sat,2015-2022,2023,meatother,0.01986485150765896,0.015436542284715863,0.047461423332015466,31,0.41854731933964084
baseline_real_national_nonfood,AIDADS_sat,2015-2022,2023,nonfood,3.8431432236321617,3.311426710766034,205.93108133751335,31,0.018662278654932103
baseline_real_national_nonfood,AIDADS_sat,2015-2022,2023,oil,0.03192702003041537,0.025883249339183845,0.1263853705744587,31,0.2526164213887863
baseline_real_national_nonfood,AIDADS_sat,2015-2022,2023,pork,0.058806032508579645,0.04435965284314385,0.13618844860265758,31,0.43179897496410796
baseline_real_national_nonfood,AIDADS_sat,2015-2022,2023,vegfruit,0.012101325812292502,0.009845168251861694,0.05631432753317057,31,0.2148889339957849
baseline_real_national_nonfood,MAIDADS_sat,2015-2022,2023,dairyegg,0.013637629959967205,0.010951011016396268,0.03487623368244984,31,0.3910293205435721
baseline_real_national_nonfood,MAIDADS_sat,2015-2022,2023,grain,0.0689696738806395,0.05726438979245951,0.4046680667811247,31,0.1704351777229399
baseline_real_national_nonfood,MAIDADS_sat,2015-2022,2023,meatother,0.019534439797886168,0.015147633211661352,0.047461423332015466,31,0.4115856294749817
baseline_real_national_nonfood,MAIDADS_sat,2015-2022,2023,nonfood,4.059034310952046,3.469295773363031,205.93108133751335,31,0.019710644379608927
baseline_real_national_nonfood,MAIDADS_sat,2015-2022,2023,oil,0.03192697211877579,0.025440003568228953,0.1263853705744587,31,0.2526160422971291
baseline_real_national_nonfood,MAIDADS_sat,2015-2022,2023,pork,0.05714688383057689,0.04418375060722593,0.13618844860265758,31,0.41961623336578435
baseline_real_national_nonfood,MAIDADS_sat,2015-2022,2023,vegfruit,0.01244321270433561,0.010321120608658568,0.05631432753317057,31,0.2209599803354882
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2022,2023,dairyegg,0.013836758734455286,0.011211644368607079,0.03487623368244984,31,0.39673890421883823
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2022,2023,grain,0.06773361629064506,0.05498220732336468,0.4046680667811247,31,0.16738068024349584
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2022,2023,meatother,0.018736928509381544,0.014453354949657948,0.047461423332015466,31,0.3947822714524957
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2022,2023,nonfood,3.8267202827045708,3.291860606934688,205.93108133751335,31,0.01858252895993257
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2022,2023,oil,0.03196988184800135,0.026183515708900453,0.1263853705744587,31,0.252955557298197
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2022,2023,pork,0.057003155884020336,0.04530410912632133,0.13618844860265758,31,0.4185608725915685
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2022,2023,vegfruit,0.012427847381448425,0.010242650137651481,0.05631432753317057,31,0.2206871310702966
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2022,2023,dairyegg,0.013792222179496827,0.011210823802252513,0.03487623368244984,31,0.3954619155576207
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2022,2023,grain,0.06223658035281992,0.05343672786777875,0.4046680667811247,31,0.1537966186654461
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2022,2023,meatother,0.018888334428468802,0.014570739852964563,0.047461423332015466,31,0.39797235528180064
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2022,2023,nonfood,4.140906204320884,3.602588823768108,205.93108133751335,31,0.020108213764653105
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2022,2023,oil,0.032217415456685244,0.027061336501421052,0.1263853705744587,31,0.2549141194922135
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2022,2023,pork,0.06682438232347178,0.056594187151724054,0.13618844860265758,31,0.49067584666037356
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2022,2023,vegfruit,0.012295457516399448,0.010097094199089954,0.05631432753317057,31,0.2183362219704588
