variant,model,group,alpha,beta,delta,tau,omega,kappa,nll,success,message
robust_real_derived_cpi_nonfood,AIDADS_sat,grain,3.4659678276605e-05,0.0,0.4064082537568913,0.4064082537568913,0.0,5.364068617393669,-4394.129744979019,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,oil,0.0002262399552775551,0.0,0.12588528398133966,0.12588528398133966,0.0,5.364068617393669,-4394.129744979019,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,vegfruit,0.015842847010092014,0.0,0.03740502620408895,0.03740502620408895,0.0,5.364068617393669,-4394.129744979019,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,pork,0.020478865252396276,0.0,0.046774228060041514,0.046774228060041514,0.0,5.364068617393669,-4394.129744979019,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,meatother,0.02240735053548724,0.0,0.024549557826628828,0.024549557826628828,0.0,5.364068617393669,-4394.129744979019,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,dairyegg,0.006329416234971528,0.0,0.01353412514540402,0.01353412514540402,0.0,5.364068617393669,-4394.129744979019,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,nonfood,0.9346806213334988,1.0,73.75741771538694,73.75741771538694,0.0,5.364068617393669,-4394.129744979019,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,grain,3.53972236342601e-05,0.0,0.5002794453257513,0.3085418857477754,0.20087200235321337,5.251387478781774,-4409.887817192976,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,oil,0.00023097414934098324,0.0,0.12363711581413417,0.1260577454825616,0.20087200235321337,5.251387478781774,-4409.887817192976,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,vegfruit,0.016841564955109425,0.0,0.03711812059269302,0.039964590312037564,0.20087200235321337,5.251387478781774,-4409.887817192976,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,pork,0.02126537090906812,0.0,0.05182757758185004,0.05003237100588726,0.20087200235321337,5.251387478781774,-4409.887817192976,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,meatother,0.020631195721999493,0.0,0.024296941444998044,0.023429108549333496,0.20087200235321337,5.251387478781774,-4409.887817192976,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,dairyegg,0.006922475842579457,0.0,0.013441486262218034,0.0137119010038236,0.20087200235321337,5.251387478781774,-4409.887817192976,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,nonfood,0.9340730211982683,1.0,73.09258186190725,74.96942991081302,0.20087200235321337,5.251387478781774,-4409.887817192976,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
