draw,success,nll,message,elapsed_seconds,n_sampled_provinces,n_unique_sampled_provinces
1,True,-3328.3556194264056,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,140.73204588890076,31,20
2,True,-3463.8854393261477,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,100.18347811698914,31,17
3,True,-3377.810474656482,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,74.49138498306274,31,21
4,True,-3575.355037401729,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,111.03977274894714,31,19
5,True,-3372.517822406493,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,132.06818199157715,31,23
6,True,-3277.0717079370024,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,86.46974492073059,31,22
7,True,-3689.823376332592,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,209.0598337650299,31,19
8,True,-3285.3216764416206,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,56.42870306968689,31,22
9,True,-3272.2026732503423,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,37.02891898155213,31,19
10,True,-3392.549291835444,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,201.11321711540225,31,19
11,True,-3276.058951357774,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,75.0466411113739,31,20
12,True,-3409.750518134997,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,41.39699387550354,31,20
13,True,-3447.6604783264124,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,120.85203099250792,31,18
14,True,-3400.403228814378,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,168.33838176727295,31,19
15,True,-3185.99557773768,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,155.71164298057556,31,21
16,True,-3476.1511054823163,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,231.16605806350708,31,19
17,True,-3422.736115988746,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,147.77391600608826,31,18
18,True,-3176.322897496566,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,126.49142384529114,31,19
19,True,-3395.5283881834143,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,97.14234590530396,31,21
20,True,-3286.111964888877,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,116.189603805542,31,21
21,True,-3214.165760447097,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,118.41244792938232,31,19
22,True,-3363.4639066711525,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,168.67591094970703,31,18
23,True,-3328.7144151903462,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,56.374927043914795,31,22
24,True,-3290.752046412435,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,192.52112007141113,31,17
25,True,-3507.43464471365,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,312.1143181324005,31,20
26,True,-3188.245696355717,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,152.5744431018829,31,18
27,True,-3208.6746023818123,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,115.13190484046936,31,19
28,True,-3296.1486349270504,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,99.98803091049194,31,19
29,True,-3249.69553166662,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,123.55799293518066,31,17
30,True,-3625.295081332291,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,138.3754689693451,31,18
31,True,-3304.364237840487,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,89.5248670578003,31,21
32,True,-3682.187732659248,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,182.402663230896,31,18
33,True,-3455.658659245222,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,149.2113709449768,31,20
34,True,-3287.9800360637164,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,49.58950996398926,31,20
35,True,-3464.284134175061,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,99.87099766731262,31,17
36,True,-3348.726788750417,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,97.39995503425598,31,20
37,True,-3400.9281732565128,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,87.23526573181152,31,19
38,True,-3456.6923892572686,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,106.029953956604,31,20
39,True,-3208.3369907191686,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,68.67303085327148,31,22
40,True,-3235.1377083869575,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24.45840573310852,31,20
41,True,-3232.5766723695365,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,46.73501491546631,31,20
42,True,-3377.4179621587077,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,50.54764795303345,31,21
43,True,-3458.3485281384615,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,109.2906608581543,31,20
44,True,-3243.418316573554,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21.90828514099121,31,22
45,True,-3214.930844484184,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12.594664812088013,31,20
46,True,-3275.6366677489123,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,53.008009910583496,31,19
47,True,-3508.0855169311385,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,55.68039107322693,31,21
48,True,-3473.195613509288,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,40.05861496925354,31,20
49,True,-3527.4884663243365,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,45.923640727996826,31,18
50,True,-3258.1021762888176,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18.93228816986084,31,16
51,True,-3429.9381649900897,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,92.93243217468262,31,19
52,True,-3274.1507779802573,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,26.289173126220703,31,19
53,True,-3324.4979894467665,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,51.93478012084961,31,20
54,True,-3400.9536947850925,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,47.9154748916626,31,19
55,True,-3490.798011259577,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,32.19624090194702,31,17
56,True,-3529.209757429823,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,70.64893388748169,31,19
57,True,-3367.704017629541,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39.64379596710205,31,21
58,True,-3256.6049545936244,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15.853008270263672,31,24
59,True,-3343.812352211444,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17.012297868728638,31,18
60,True,-3297.9045688785136,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30.599605083465576,31,19
61,True,-3190.1818252423586,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24.363782167434692,31,20
62,True,-3378.8402376766862,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,68.11566996574402,31,21
63,True,-3413.18027352303,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,29.161067008972168,31,18
64,True,-3584.2788911368716,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,59.9349410533905,31,18
65,True,-3265.2865472271037,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,34.68388390541077,31,19
66,True,-3303.532138224674,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,43.84017872810364,31,17
67,True,-3488.1454057681403,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,35.61088418960571,31,19
68,True,-3352.363652831549,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,43.643197774887085,31,20
69,True,-3485.6426020260974,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,76.51958298683167,31,19
70,True,-3197.279571582431,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,22.91141104698181,31,20
71,True,-3502.118345386806,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,60.99215221405029,31,20
72,True,-3314.004508081947,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24.813395977020264,31,20
73,True,-3174.0951878529654,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,49.73511505126953,31,22
