Year,total_population,全国户外消费系数_daogu,全国户外消费系数_xiaomai,全国户外消费系数_doulei,全国户外消费系数_zaliang,全国户外消费系数_shucai,全国户外消费系数_zhurou,全国户外消费系数_niurou,全国户外消费系数_yangrou,全国户外消费系数_qinlei,全国户外消费系数_shuichanpin,全国户外消费系数_danlei,全国户外消费系数_nailei,全国户外消费系数_guaguo,全国户外消费系数_youliao,全国户外消费系数_tang,户内消费量_daogu,户内外消费量_daogu,户内消费量_xiaomai,户内外消费量_xiaomai,户内消费量_doulei,户内外消费量_doulei,户内消费量_zaliang,户内外消费量_zaliang,户内消费量_shucai,户内外消费量_shucai,户内消费量_zhurou,户内外消费量_zhurou,户内消费量_niurou,户内外消费量_niurou,户内消费量_yangrou,户内外消费量_yangrou,户内消费量_qinlei,户内外消费量_qinlei,户内消费量_shuichanpin,户内外消费量_shuichanpin,户内消费量_danlei,户内外消费量_danlei,户内消费量_nailei,户内外消费量_nailei,户内消费量_guaguo,户内外消费量_guaguo,户内消费量_tang,户内外消费量_tang
2015,138097,1.1289753921115866,1.2443859768769046,1.2389759486911598,1.2112963240678305,1.0878998014068273,1.2692642604499427,1.338297659781597,1.0343103624102656,1.339468529408046,1.3100265755448577,1.1640424316223612,1.0368005763168275,1.1395552534867255,1.0021358420302526,1.007646229426799,59.91195501313237,66.93138793502084,34.12886441857408,41.53623143373847,11.63760871341261,14.374761383124268,28.707074798464088,34.45770035212598,97.83612605632273,106.47691742722581,20.22666097018762,25.578534327572573,1.6553994655930253,2.2270068910198595,1.2383418901207122,1.2862990495645101,8.460566123811523,11.323902593167082,11.328781218998241,15.020854740820017,9.42126331491633,10.88764835959724,12.092884711470923,12.555889692470725,44.353993207672865,50.556230168970416,1.3314213922098235,1.3415813712405393
2016,139003,1.1226619997284413,1.2161597440308842,1.2349542724584517,1.2017731322946776,1.071996910375901,1.2397804017517922,1.3432220253686458,1.04391646708293,1.3929487683057467,1.3258509995264822,1.1447148158588223,1.0285388390815973,1.1367585293892197,1.0024437635157515,1.0079967007035664,58.82161659730721,65.33098684034094,33.875965214401575,40.48000773472117,11.401704372383133,14.051903754470871,28.478230847914574,33.8921842649669,100.06428566289935,107.29000051475593,19.724095882822674,24.382855722174252,1.7940907750192443,2.4188756907257414,1.4785695272763895,1.5495796186607977,9.25039891225369,12.890868886631145,11.636710718473703,15.572101344267283,9.621447019129086,10.932540948727498,11.962002978352988,12.313548647316084,48.145342906268205,54.75923137701743,1.3330769839499867,1.3438085422500332
2017,139779,1.131012056710722,1.2451137150935243,1.2599630811203564,1.223515531573867,1.083059354660375,1.2685794632126501,1.3966131507363226,1.062550035591627,1.507043527175444,1.3959090353626131,1.1637827213982341,1.0336025227987373,1.1504135516117822,1.0030041047768252,1.0091909124985914,59.69947228528747,66.85310982300516,31.27584463373567,38.2863185137059,10.753191630822208,13.526444768768085,28.17992547815599,34.18736454338483,99.19846185764673,107.44607218638215,20.223758933745412,25.5420020618661,1.8639638286151712,2.6046283687639455,1.338018586482948,1.4279762704509853,9.029555226464636,13.578544596687937,11.63214431352349,16.523955863014056,9.969308694439079,11.52600729811638,12.116350095507908,12.532171872878028,49.92649539630417,57.59588117272914,1.3301769221413802,1.3424425565190274
2018,140310,1.1599757064001184,1.2472856389721512,1.271447636344542,1.2254307520205707,1.1116165161372076,1.3338655053265187,1.432798969592801,1.1059332839248728,1.652155333115502,1.508083063975916,1.1642095877740624,1.0383551363969512,1.2151253769818204,1.0035301373491414,1.0107952875156792,57.31152975585516,65.96058886769,31.400902807266668,38.64389597309448,10.518089435536071,13.383940202919739,27.727251502874427,33.79008471151831,96.0866923241394,106.96722942542596,22.95137695103699,30.353417632123186,2.0008958734231346,2.873590565922796,1.298365048820469,1.4437686611595726,9.144407383650488,15.050127934479155,11.55773715344594,17.8108791825574,9.648803363979757,11.176347310334057,12.197649490414083,12.693809456032419,51.772687620269394,63.361351826557986,1.3128016534815763,1.3270845315603268
2019,140805,1.160346104569438,1.236353777102406,1.2910909016921004,1.2266837312351764,1.1161920504804175,1.344659963523403,1.434154690393849,1.131666978416541,1.8714945975547093,1.578640663681946,1.16272217217162,1.038272208980385,1.2455752726117406,1.004437774598505,1.011463199667507,57.6477936680111,66.36163050539085,31.98879189727021,39.14917650077068,10.874712420652035,14.039529532020733,29.211116701045103,35.638246594425546,98.41325805191576,110.02672867666197,20.368170164411776,27.196244605050595,2.2239501438159155,3.203833264132871,1.2004573701217998,1.3667809853497686,10.973217570398775,20.2902206407912,13.79949149533042,22.504612874710187,10.60180959482973,12.277729973698683,12.486082170377472,12.99938639730139,56.080492170022374,70.35639166738382,1.2683171762366392,1.283151573925326
2020,141013,1.1544155661889772,1.2210490664794758,1.297945062693431,1.2346800712299313,1.1255104321857818,1.3648108111310924,1.4202814553575371,1.1617130082768266,2.045396239953798,1.4974584793671535,1.1660414594648907,1.0385141001300284,1.282506620480322,1.0041452109590812,1.0103015446490557,63.11029467877625,72.32024800175938,34.16357521057299,41.2209508098703,11.505531870026939,14.91196698859055,31.885440489210808,39.166926203231625,103.55493536056957,116.70895205575489,18.275151227191817,24.855386099515332,2.3145929807890058,3.3143429825985624,1.2399863842340777,1.450616046646704,12.962123350329401,26.048641921699872,14.117674966137873,21.73187295370843,12.681627935013083,14.700429839570385,12.973932899803565,13.503636353455631,55.92224121180317,72.03294052368733,1.2886357995362128,1.3021857587715315
2021,141060,1.1768960948975402,1.2704510465471242,1.3489731857954934,1.252031568875921,1.1443607388316162,1.4301500255565325,1.4807459464923738,1.250012557986394,2.6763885576827,1.7317909272565293,1.1881780888549416,1.0433130733080562,1.3570678462013412,1.0053623077726253,1.0123828361818599,63.02823805067069,73.68882571413289,36.56906881455229,45.636931531346036,11.971738102990683,16.132292462716332,32.40704960147299,40.41591826516625,109.60127534382531,125.72024265948158,25.264175528144055,35.97503357010801,2.4732993052601726,3.7118429538916047,1.3963547426626965,1.7648622856115963,18.459117396852406,58.78517590361564,14.488228413441089,26.672999883844337,13.117322415993195,15.47540261940928,14.358794839075573,15.012280288971096,60.68883241173968,82.98762042790803,1.2564313058273076,1.2725083131215302
2022,140975,1.1832208651738838,1.2382256864885433,1.3609720721372571,1.2651477929972277,1.1585696662435856,1.4694450773988779,1.4923069000723321,1.3460280812277374,3.734442172497289,1.779380967376119,1.1774449100336537,1.0439423701375532,1.4824415204143515,1.0054192225575593,1.0130004843027616,58.934098602674055,69.41680474592013,34.90964123045387,42.72712928848692,11.355935131452421,15.463041932572818,31.010234593851997,39.07293650722828,108.09951622628125,125.61036338868772,26.989525802447243,39.44809579493155,2.541774073417273,3.8419144804321563,1.3983025359106225,1.9052554121513652,11.844193651356624,44.31220568396841,14.0881163326831,26.598005775577406,13.466550097535025,15.77517071333991,12.362899095584321,12.932085975203009,54.41767902110303,81.42561478030072,1.210450789147012,1.2264674344530515
2023,140767,1.2064726581406129,1.2956252222094453,1.4187196634608061,1.2705437472592325,1.1652857363461446,1.5473533574584852,1.5313110836768367,1.4003520315174172,70331.8120055269,2.371029768956777,1.1970962070046398,1.0471926213055,1.5436225867596545,1.0069990171748173,1.0154953552837716,56.945607655798725,68.35883305011859,35.47314963126965,45.307190149856375,11.345764541791839,16.09638367058212,30.24865100284039,38.30182473616971,113.4759801658059,132.48000842630745,30.51075678248453,46.919712312793536,3.166350778236377,4.912245736925452,1.7283525258050538,2.4562410684558666,12.46408817407489,944391.4463528785,15.402401130946883,40.45149851340024,14.941558746012914,17.792771935773555,13.16608367017838,13.815032837981523,60.74765747653923,94.77301010194147,1.182598904572805,1.20108829615651
2024,140628,1.2169904872757165,1.3148735435549486,1.446237989742453,1.2733565921025034,1.1691821346675384,1.58729667761359,1.546899301694502,1.4588791410524546,130603.93332072142,2.708194824693971,1.203194330289657,1.0487750100170998,1.6077961079218357,1.0075316602905457,1.0165618077613314,52.81227202844838,63.9282762160622,32.41569903383998,42.125564194885534,10.560363467569841,15.296201473379636,28.191875670101982,35.79740411731324,108.69224692095457,127.37889258706208,28.121959353756004,44.362138045026946,3.8844289188497316,6.0845809998195755,1.8550025599453877,2.7511750891262956,12.606842165144924,1550313.9178587948,15.275911624996446,46.71626714266587,14.107938675086045,16.889953552461492,12.572419432829879,13.20954584247606,61.570819466962476,100.20777478390342,1.1064766618312143,1.124998148313227
