Year,total_population,全国户外消费系数_daogu,全国户外消费系数_xiaomai,全国户外消费系数_doulei,全国户外消费系数_zaliang,全国户外消费系数_shucai,全国户外消费系数_zhurou,全国户外消费系数_niurou,全国户外消费系数_yangrou,全国户外消费系数_qinlei,全国户外消费系数_shuichanpin,全国户外消费系数_danlei,全国户外消费系数_nailei,全国户外消费系数_guaguo,全国户外消费系数_youliao,全国户外消费系数_tang,户内消费量_daogu,户内外消费量_daogu,户内消费量_xiaomai,户内外消费量_xiaomai,户内消费量_doulei,户内外消费量_doulei,户内消费量_zaliang,户内外消费量_zaliang,户内消费量_shucai,户内外消费量_shucai,户内消费量_zhurou,户内外消费量_zhurou,户内消费量_niurou,户内外消费量_niurou,户内消费量_yangrou,户内外消费量_yangrou,户内消费量_qinlei,户内外消费量_qinlei,户内消费量_shuichanpin,户内外消费量_shuichanpin,户内消费量_danlei,户内外消费量_danlei,户内消费量_nailei,户内外消费量_nailei,户内消费量_guaguo,户内外消费量_guaguo,户内消费量_tang,户内外消费量_tang
2015,138097,1.1304502339413214,1.285148362378494,1.178828359802982,1.1800527532417362,1.1685268676315064,1.1122850485534324,1.3656442540552252,1.5138943627048946,1.1684187372753099,1.1180939079570402,1.1369499213782417,1.274437482498941,1.0624403971404437,421341.9911989132,676081.464504325,64.27059916964917,73.39034400371632,30.85306291225311,39.231427432427616,10.940429980387572,12.822487515185959,28.321410881293293,33.06501003540889,97.83612605632273,114.81579322975873,20.22666097018762,22.634543553025523,1.6553994655930253,2.3012945368114432,1.2383418901207122,1.9343489906654214,8.460566123811523,9.995654259776263,11.328781218998241,12.657526117248722,9.42126331491633,10.624110285959004,12.092884711470923,15.038879465910563,44.353993207672865,46.9457689357934,1.3314213922098235,884406.4766068498
2016,139003,1.0880939334123299,1.2547983555189721,1.202518140140648,1.1621661791214237,1.1239003995563126,1.0854899591693878,4.376681275913295,1.296120278321725,1.1587933231593195,1.1228700705030774,1.1106236158993075,1.2798157104351142,1.0672353906103127,711123.6854645477,707875.7202486459,63.9272363453081,70.23000112594204,29.59380742262621,37.093506991177435,10.620182884303023,12.74805951774126,28.436290379769183,32.65965755637726,100.06428566289935,112.73153479151378,19.724095882822674,21.562230998133067,1.7940907750192443,8.929993386401373,1.4785695272763895,1.989412077932486,9.25039891225369,10.803724104953016,11.636710718473703,13.068673883393988,9.621447019129086,10.604602717787097,11.962002978352988,15.17450595339752,48.145342906268205,51.307716728861095,1.3330769839499867,964093.3288922
2017,139779,1.0728487684165324,1.2689061502233763,1.1978474267746941,1.1626297320791363,1.1163824449262616,1.0777099760354014,1.4003844202609328,1.3524903864763977,1.1526251514047723,1.1843122885451858,1.1238241720154096,1.2518810155854745,1.0407588776304573,563500.8962135327,388171.97506107163,64.18380183012445,69.48320642198038,27.90768579051367,35.75768218991717,10.94197822609611,12.83342363460136,26.87496818126711,30.886633014526613,99.19846185764673,110.95043539207359,20.223758933745412,21.925158639579486,1.8639638286151712,2.679458526472469,1.338018586482948,1.8769352523098426,9.029555226464636,10.534820959432544,11.63214431352349,13.738049574139415,9.969308694439079,11.092761142376517,12.116350095507908,15.089302939947713,49.92649539630417,51.81971499508611,1.3301769221413802,535695.794722811
2018,140310,1.1111467101159582,1.2412991355071112,1.2029586222728237,1.1728748001244915,1.1388836206464463,1.0926084986917963,1.380446820288417,1.1597495913006828,1.1418785510667713,1.1527063537121145,1.1320612556780292,1.246374979290892,1.0580918548458895,729530.9171315116,444333.14649100235,62.29916498624213,69.3465706033695,27.674046764388557,33.91415740049451,11.631822161611861,13.994765656353131,25.352739589289754,29.47679811662959,96.0866923241394,109.68186716339363,22.95137695103699,25.206931733086872,2.0008958734231346,2.8472650739176504,1.298365048820469,1.5389799253204803,9.144407383650488,10.470869363892263,11.55773715344594,13.234646431493132,9.648803363979757,10.84090971290647,12.197649490414083,15.066709452422273,51.772687620269394,54.56573219113737,1.3128016534815763,577902.0323678445
2019,140805,1.0757031169572366,1.320139077946067,1.2109540040254823,1.1788548515916273,1.1166756803871505,1.0697101096587793,69589.01406318067,1.3266758890129116,1.1464627974815595,1.0901697348391637,1.1112515348779712,1.2346577900035478,1.0481560768731373,479697.6082092504,697087.8578926389,62.481007441911416,67.81916146917143,29.702932915781798,38.51833551354052,11.600170427215962,14.161730868101976,25.93830390206926,30.417332982639966,98.41325805191576,109.94829209109103,20.368170164411776,21.88841272993898,2.2239501438159155,193450.48283837622,1.2004573701217998,1.620504797315725,10.973217570398775,12.528106525333067,13.79949149533042,14.969702669859785,10.60180959482973,11.682048788449869,12.486082170377472,15.347019439703324,56.080492170022374,58.560538119148276,1.2683171762366392,881787.369710744
2020,141013,1.09709684991566,1.3732210292250444,1.203980858325168,1.176466164906698,1.1381913264374892,1.0466871342910773,135318.6186423268,128546.41189182646,1.3618907432452416,1.0752709522202866,1.112670906919221,1.3178703029135894,1.0552202944085367,479126.1601901402,677098.4338634864,66.86346103396295,72.9073693144654,33.122632457447075,44.53517616057769,11.644830852506695,14.13083818124747,29.0339179046703,33.935840684972696,103.55493536056957,117.92767947969509,18.275151227191817,19.201185585747826,2.3145929807890058,394556.6429781649,1.2399863842340777,173666.70082744645,12.962123350329401,17.239029783268027,14.117674966137873,15.077938205068657,12.681627935013083,14.025654533890194,12.973932899803565,17.16941900257807,55.92224121180317,58.81959882615839,1.2886357995362128,863090.545611228
2021,141060,1.1338507470103618,1.3876735503361861,1.2237181194650306,1.1736080609450497,1.1406712225887041,1.0472321231219435,1.2736585917494019,1.0534045661756715,2.13985054893736,1.1754298161603887,1.0855527005326095,1.1893429825851582,1.0595183606403173,656548.283225614,382482.787324853,70.38242535563774,79.62668277227456,30.26335117727239,41.94279420311026,12.855913942190101,15.830677566660462,30.474404094586426,35.47923092725861,109.60127534382531,125.1962012040894,25.264175528144055,26.53615781462852,2.4732993052601726,3.2213765226102513,1.3963547426626965,1.4716627856021576,18.459117396852406,34.681229208868274,14.488228413441089,17.021410968942984,13.117322415993195,14.164935974918237,14.358794839075573,17.03638089400879,60.68883241173968,64.19169061787449,1.2564313058273076,464319.9638951475
2022,140975,1.1766496256524932,1.4596598759022072,1.2388209867628412,1.194455538853371,1.1378042595823394,1.050798785500865,135380.37537556185,198151.80291465708,60330.35309815665,1.142333715804089,1.0781859352111198,1.2619844546986054,1.0623926755868456,669656.4510651577,495593.30288322543,65.34623308957846,76.59946127585489,31.10539630306501,45.361633429915685,11.561445583368974,14.42910003009931,28.196834582419918,33.43726761221346,108.09951622628125,123.36148041119124,26.989525802447243,28.47552646239966,2.541774073417273,425265.69768922357,1.3983025359106225,293056.04941751703,11.844193651356624,541591.7482638683,14.0881163326831,16.008486073223143,13.466550097535025,14.45955374720554,12.362899095584321,15.66142073766861,54.41767902110303,57.709781503678606,1.210450789147012,604025.0335894221
2023,140767,1.205496315101703,1.5464138510964818,1.2213455194891514,1.1935271539844352,1.1449488477030356,1.045858187939502,1.222589027248539,70328.60845619152,60283.68947309923,1.178234730020604,1.0754719197755085,1.226501237821922,1.0574913943487256,420993.70680056064,934637.4278048057,65.293774602478,78.69667756451335,30.037617347205234,47.04546906936142,12.70814248003344,15.691457279356024,25.973638401983937,30.65247444467187,113.4759801658059,130.2789164748155,30.51075678248453,31.973308715607683,3.166350778236377,3.9304712800390917,1.7283525258050538,116068.88809812923,12.46408817407489,574909.2701462456,15.402401130946883,18.15263771325001,14.941558746012914,15.978107847446157,13.16608367017838,16.265620730057993,60.74765747653923,63.99289574297753,1.182598904572805,1105453.625848867
2024,140628,1.189834383815955,1.6050937364926536,1.2312691827255418,1.2198181941424975,1.1414305993500693,1.0523914387838307,1.1807015405538763,251128.28584997862,60135.88078629172,1.1467831105611148,1.0769631435366345,1.2228012138432531,1.0410849932099255,489691.64872796275,649329.0712812761,60.55313646778442,71.66819497714613,27.793800388763568,45.03212878774814,11.870134140320204,14.727825711420166,23.763139203092003,28.542608697103546,108.69224692095457,124.43085014033633,28.121959353756004,29.704026676960655,3.8844289188497316,4.620161884085667,1.8550025599453877,544323.6964742559,12.606842165144924,580769.0948819345,15.275911624996446,17.338429687911827,14.107938675086045,15.104507099596084,12.572419432829879,15.48298613085757,61.570819466962476,63.98656187258292,1.1064766618312143,717769.5570082291
