specification,model,estimator,order,gmm_steps,converged,parameter,coefficient,std_error,statistic,p_value,ci_low,ci_high
aids,aids,nlsur,1,2,1,a1,-.5999289465792972,.16144998,-3.7158811,.00020249678,-.91636509,-.2834928
aids,aids,nlsur,1,2,1,a2,.3754479980212779,.21260837,1.7659136,.077410355,-.041256744,.79215276
aids,aids,nlsur,1,2,1,a3,.4522831296800596,.37392509,1.2095554,.22644953,-.28059658,1.1851629
aids,aids,nlsur,1,2,1,a4,.1316727345285615,.24910705,.52857894,.59709758,-.3565681,.61991358
aids,aids,nlsur,1,2,1,b1,.2001985792597875,.044205539,4.5288124,5.9316176e-06,.11355732,.28683984
aids,aids,nlsur,1,2,1,b2,-.0857824556649537,.055665713,-1.5410286,.12330983,-.19488525,.023320338
aids,aids,nlsur,1,2,1,b3,-.079972036440901,.060308494,-1.3260493,.18482335,-.19817451,.038230438
aids,aids,nlsur,1,2,1,b4,-.0539778176036544,.045503877,-1.1862246,.23553361,-.14316377,.03520814
aids,aids,nlsur,1,2,1,g1_1,-.0993769403602327,.086357601,-1.1507608,.24983068,-.26863474,.069880851
aids,aids,nlsur,1,2,1,g1_2,.1373367531503766,.069007501,1.9901714,.046572056,.0020845388,.27258897
aids,aids,nlsur,1,2,1,g1_3,.1386479346936632,.099347718,1.3955824,.16284028,-.056070019,.33336589
aids,aids,nlsur,1,2,1,g1_4,.0045640589671323,.034639329,.13175945,.89517456,-.063327774,.07245589
aids,aids,nlsur,1,2,1,g2_2,-.1748780344659278,.12856641,-1.3602155,.17376173,-.42686358,.077107504
aids,aids,nlsur,1,2,1,g2_3,.1623593339676136,.18760796,.86541814,.38680932,-.20534551,.53006417
aids,aids,nlsur,1,2,1,g2_4,-.0147938266495821,.04631253,-.31943464,.74939692,-.10556472,.075977065
aids,aids,nlsur,1,2,1,g3_3,-.1362631300718697,.22643818,-.60176748,.54732895,-.58007377,.30754754
aids,aids,nlsur,1,2,1,g3_4,-.0968116678170142,.087560363,-1.1056563,.26887533,-.26842684,.074803494
aids,aids,nlsur,1,2,1,g4_4,-.0401841737589773,.068136975,-.58975577,.55535442,-.17373019,.09336184
aids,aids,nlsur,1,2,1,t1_1,.0375838640293695,.21894424,.17165953,.86370522,-.39153898,.46670669
aids,aids,nlsur,1,2,1,t1_2,.7321290425544856,.096885137,7.5566707,4.1351772e-14,.54223764,.92202044
aids,aids,nlsur,1,2,1,t1_3,-.6614890290806016,.14173259,-4.6671629,3.0538754e-06,-.93927979,-.38369825
aids,aids,nlsur,1,2,1,t1_4,-.0106917869770911,.22772379,-.046950679,.96255255,-.45702222,.43563864
aids,aids,nlsur,1,2,1,t1_5,-.3655286838720361,.063907161,-5.7196827,1.0672304e-08,-.49078441,-.24027295
aids,aids,nlsur,1,2,1,t1_6,.0587511332484288,.078600071,.74746919,.45478037,-.095302179,.21280444
aids,aids,nlsur,1,2,1,t1_7,-.1178097722722593,.042391218,-2.7791078,.0054508424,-.20089504,-.034724507
aids,aids,nlsur,1,2,1,t2_1,-.1921583337277576,.16296716,-1.179123,.2383492,-.51156813,.12725143
aids,aids,nlsur,1,2,1,t2_2,-.1640050095011669,.10721697,-1.5296553,.12610205,-.3741464,.046136383
aids,aids,nlsur,1,2,1,t2_3,.0300488983921164,.17694405,.16982147,.86515057,-.31675506,.37685287
aids,aids,nlsur,1,2,1,t2_4,.279677170408942,.19905977,1.4049909,.16002397,-.1104728,.66982716
aids,aids,nlsur,1,2,1,t2_5,-.1294267259242319,.090212964,-1.43468,.15137832,-.30624089,.047387429
aids,aids,nlsur,1,2,1,t2_6,.1438712121005192,.088770635,1.6207072,.10508045,-.03011604,.31785846
aids,aids,nlsur,1,2,1,t2_7,.0826541666579588,.056736473,1.4568083,.14516929,-.028547274,.19385561
aids,aids,nlsur,1,2,1,t3_1,-.2239410742204147,.26497054,-.84515458,.39802453,-.74327379,.29539168
aids,aids,nlsur,1,2,1,t3_2,-.0020802256348605,.12679724,-.016405921,.98691058,-.25059825,.2464378
aids,aids,nlsur,1,2,1,t3_3,.2718363605632863,.3202278,.84888428,.39594567,-.35579863,.89947134
aids,aids,nlsur,1,2,1,t3_4,.1996585814615862,.30159211,.66201526,.50796145,-.39145109,.79076827
aids,aids,nlsur,1,2,1,t3_5,.1449069656752362,.16256174,.89139646,.37271652,-.1737082,.46352214
aids,aids,nlsur,1,2,1,t3_6,-.4321611822757232,.1864752,-2.3175263,.020475077,-.79764587,-.066676512
aids,aids,nlsur,1,2,1,t3_7,-.0137681585767641,.053977404,-.25507262,.79866701,-.11956193,.092025608
aids,aids,nlsur,1,2,1,t4_1,-.0866182459175329,.09954036,-.87018216,.38420087,-.28171375,.10847727
aids,aids,nlsur,1,2,1,t4_2,-.0419335686187146,.15451127,-.27139488,.78608733,-.34477007,.26090294
aids,aids,nlsur,1,2,1,t4_3,.0976578600741124,.047306105,2.0643816,.038981542,.0049395943,.19037613
aids,aids,nlsur,1,2,1,t4_4,.0331319624406051,.10270276,.32260051,.74699783,-.16816175,.23442568
aids,aids,nlsur,1,2,1,t4_5,.0162409559188466,.047714144,.34038034,.73357016,-.077277049,.10975896
aids,aids,nlsur,1,2,1,t4_6,-.0058135914706582,.16918521,-.034362294,.97258824,-.33741051,.32578331
aids,aids,nlsur,1,2,1,t4_7,-.0321787797501696,.046128388,-.69759166,.4854326,-.12258876,.058231201
aids,aids,nlsur,1,2,1,d1,1.586153770546417,.26764452,5.9263449,3.0975207e-09,1.0615801,2.1107273
aids,aids,nlsur,1,2,1,d2,.0036173008358433,.30449378,.011879719,.99052155,-.59317958,.60041416
aids,aids,nlsur,1,2,1,d3,.0232653277192521,.38304302,.060738157,.95156777,-.72748518,.77401584
aids,aids,nlsur,1,2,1,d4,.0246239303165383,.27243888,.090383321,.92798263,-.50934649,.55859435
