model,order,elasticity_type,demand_good,shock_good,reference_share,elasticity
easi,2,expenditure,1,0,.1965711182930885,1.2056154
easi,2,expenditure,2,0,.1867001373237735,.88437235
easi,2,expenditure,3,0,.1871450277729654,.94802302
easi,2,expenditure,4,0,.0671508875634649,.75469458
easi,2,expenditure,5,0,.3624328290467078,1.0203331
easi,2,marshallian,1,1,.1965711182930885,-1.3457364
easi,2,hicksian,1,1,.1965711182930885,-1.1087472
easi,2,marshallian,2,1,.1867001373237735,.19312723
easi,2,hicksian,2,1,.1867001373237735,.36696929
easi,2,marshallian,3,1,.1871450277729654,.12679136
easi,2,hicksian,3,1,.1871450277729654,.31314531
easi,2,marshallian,4,1,.0671508875634649,-.51829576
easi,2,hicksian,4,1,.0671508875634649,-.36994463
easi,2,marshallian,5,1,.3624328290467078,.11858903
easi,2,hicksian,5,1,.3624328290467078,.31915703
easi,2,marshallian,1,2,.1965711182930885,.12345306
easi,2,hicksian,1,2,.1965711182930885,.34854162
easi,2,marshallian,2,2,.1867001373237735,-1.0754468
easi,2,hicksian,2,2,.1867001373237735,-.91033441
easi,2,marshallian,3,2,.1871450277729654,.032627746
easi,2,hicksian,3,2,.1871450277729654,.20962378
easi,2,marshallian,4,2,.0671508875634649,.18877967
easi,2,hicksian,4,2,.0671508875634649,.32968125
easi,2,marshallian,5,2,.3624328290467078,-.079916097
easi,2,hicksian,5,2,.3624328290467078,.11058022
easi,2,marshallian,1,3,.1965711182930885,.07250426
easi,2,hicksian,1,3,.1965711182930885,.2981292
easi,2,marshallian,2,3,.1867001373237735,.044617403
easi,2,hicksian,2,3,.1867001373237735,.2101233
easi,2,marshallian,3,3,.1871450277729654,-2.8206625
easi,2,hicksian,3,3,.1871450277729654,-2.6432445
easi,2,marshallian,4,3,.0671508875634649,.12973498
easi,2,hicksian,4,3,.0671508875634649,.27097231
easi,2,marshallian,5,3,.3624328290467078,.85376865
easi,2,hicksian,5,3,.3624328290467078,1.0447189
easi,2,marshallian,1,4,.1965711182930885,-.20733535
easi,2,hicksian,1,4,.1965711182930885,-.12637721
easi,2,marshallian,2,4,.1867001373237735,.059190858
easi,2,hicksian,2,4,.1867001373237735,.11857725
easi,2,marshallian,3,4,.1871450277729654,.033568986
easi,2,hicksian,3,4,.1871450277729654,.097229578
easi,2,marshallian,4,4,.0671508875634649,-1.2835575
easi,2,hicksian,4,4,.0671508875634649,-1.232879
easi,2,marshallian,5,4,.3624328290467078,.11716397
easi,2,hicksian,5,4,.3624328290467078,.18568024
easi,2,marshallian,1,5,.1965711182930885,.151499
easi,2,hicksian,1,5,.1965711182930885,.58845359
easi,2,marshallian,2,5,.1867001373237735,-.10586102
easi,2,hicksian,2,5,.1867001373237735,.21466455
easi,2,marshallian,3,5,.1871450277729654,1.6796513
easi,2,hicksian,3,5,.1871450277729654,2.023246
easi,2,marshallian,4,5,.0671508875634649,.72864407
easi,2,hicksian,4,5,.0671508875634649,1.0021701
easi,2,marshallian,5,5,.3624328290467078,-2.0299385
easi,2,hicksian,5,5,.3624328290467078,-1.6601363
