model,order,elasticity_type,demand_good,shock_good,reference_share,elasticity
easi,3,expenditure,1,0,-.3028106109511911,.67531538
easi,3,expenditure,2,0,.3072908510476746,.57659292
easi,3,expenditure,3,0,.3774346075431939,.79243946
easi,3,expenditure,4,0,.0043065444562061,-4.1844177
easi,3,expenditure,5,0,.6137786079041164,1.2158085
easi,3,marshallian,1,1,-.3028106109511911,-1.1007978
easi,3,hicksian,1,1,-.3028106109511911,-1.3052905
easi,3,marshallian,2,1,.3072908510476746,.17134009
easi,3,hicksian,2,1,.3072908510476746,-.0032583659
easi,3,marshallian,3,1,.3774346075431939,.10888451
easi,3,hicksian,3,1,.3774346075431939,-.13107456
easi,3,marshallian,4,1,.0043065444562061,-9.1784325
easi,3,hicksian,4,1,.0043065444562061,-7.9113464
easi,3,marshallian,5,1,.6137786079041164,-.13806824
easi,3,hicksian,5,1,.6137786079041164,-.50622797
easi,3,marshallian,1,2,-.3028106109511911,-.20421167
easi,3,hicksian,1,2,-.3028106109511911,.0033065728
easi,3,marshallian,2,2,.3072908510476746,-1.4907309
easi,3,hicksian,2,2,.3072908510476746,-1.3135492
easi,3,marshallian,3,2,.3774346075431939,.38068181
easi,3,hicksian,3,2,.3774346075431939,.62419122
easi,3,marshallian,4,2,.0043065444562061,1.5206699
easi,3,hicksian,4,2,.0043065444562061,.23483662
easi,3,marshallian,5,2,.6137786079041164,-.099826992
easi,3,hicksian,5,2,.6137786079041164,.27377984
easi,3,marshallian,1,3,-.3028106109511911,-.091511101
easi,3,hicksian,1,3,-.3028106109511911,.1633763
easi,3,marshallian,2,3,.3072908510476746,.5490461
easi,3,hicksian,2,3,.3072908510476746,.76667219
easi,3,marshallian,3,3,.3774346075431939,-1.3939512
easi,3,hicksian,3,3,.3774346075431939,-1.0948571
easi,3,marshallian,4,3,.0043065444562061,-19.649378
easi,3,hicksian,4,3,.0043065444562061,-21.228722
easi,3,marshallian,5,3,.6137786079041164,.060093928
easi,3,hicksian,5,3,.6137786079041164,.51898211
easi,3,marshallian,1,4,-.3028106109511911,.10960616
easi,3,hicksian,1,4,-.3028106109511911,.11251444
easi,3,marshallian,2,4,.3072908510476746,.00080800819
easi,3,hicksian,2,4,.3072908510476746,.0032911312
easi,3,marshallian,3,4,.3774346075431939,-.24563326
easi,3,hicksian,3,4,.3774346075431939,-.2422206
easi,3,marshallian,4,4,.0043065444562061,-10.364589
easi,3,hicksian,4,4,.0043065444562061,-10.382609
easi,3,marshallian,5,4,.6137786079041164,.27042508
easi,3,hicksian,5,4,.6137786079041164,.27566102
easi,3,marshallian,1,5,-.3028106109511911,.61159903
easi,3,hicksian,1,5,-.3028106109511911,1.0260931
easi,3,marshallian,2,5,.3072908510476746,.19294377
easi,3,hicksian,2,5,.3072908510476746,.54684418
easi,3,marshallian,3,5,.3774346075431939,.35757872
easi,3,hicksian,3,5,.3774346075431939,.84396112
easi,3,marshallian,4,5,.0043065444562061,41.856148
easi,3,hicksian,4,5,.0043065444562061,39.287842
easi,3,marshallian,5,5,.6137786079041164,-1.3084322
easi,3,hicksian,5,5,.6137786079041164,-.562195
