specification,model,estimator,order,gmm_steps,converged,parameter,coefficient,std_error,statistic,p_value,ci_low,ci_high
quaids,quaids,nlsur,2,2,1,a1,.2042760150517548,.031131037,6.5618119,5.3157794e-11,.1432603,.26529172
quaids,quaids,nlsur,2,2,1,a2,.1801935062596954,.039123196,4.6057973,4.1088838e-06,.10351346,.25687355
quaids,quaids,nlsur,2,2,1,a3,.1908658598825595,.04301443,4.4372516,9.1114707e-06,.10655913,.27517259
quaids,quaids,nlsur,2,2,1,a4,.0588993801447362,.01853938,3.1769874,.0014881346,.022562861,.095235899
quaids,quaids,nlsur,2,2,1,b1,.0367527800735834,.022104824,1.6626588,.096380748,-.0065718782,.08007744
quaids,quaids,nlsur,2,2,1,b2,-.02110695796379,.018693101,-1.129131,.25884259,-.05774476,.015530844
quaids,quaids,nlsur,2,2,1,b3,-.0108542069517256,.015981134,-.67918879,.49701825,-.042176653,.020468239
quaids,quaids,nlsur,2,2,1,b4,-.0173079756220192,.011481212,-1.5075041,.13168149,-.039810739,.0051947883
quaids,quaids,nlsur,2,2,1,l1,.0063528649126503,.0028127912,2.2585626,.023910606,.00083989551,.011865835
quaids,quaids,nlsur,2,2,1,l2,-.0007321401901508,.0012197763,-.60022497,.54835635,-.0031228578,.0016585775
quaids,quaids,nlsur,2,2,1,l3,-.0029244923290094,.0016081773,-1.8185135,.068985678,-.0060764621,.00022747739
quaids,quaids,nlsur,2,2,1,l4,.0019263203278392,.0010295657,1.8710028,.061344702,-.000091591457,.0039442321
quaids,quaids,nlsur,2,2,1,g1_1,-.0491101191456143,.040121384,-1.2240385,.2209377,-.12774658,.029526349
quaids,quaids,nlsur,2,2,1,g1_2,.0307622603685052,.042922776,.71668851,.47356632,-.053364832,.11488935
quaids,quaids,nlsur,2,2,1,g1_3,.0157283602458334,.016875856,.93200374,.3513346,-.01734771,.048804428
quaids,quaids,nlsur,2,2,1,g1_4,-.0314462925559107,.021044711,-1.494261,.1351074,-.072693169,.0098005831
quaids,quaids,nlsur,2,2,1,g2_2,-.0210474252087332,.051888574,-.40562737,.68501645,-.12274716,.080652311
quaids,quaids,nlsur,2,2,1,g2_3,.002934798398148,.037172094,.078951657,.93707108,-.069921173,.07579077
quaids,quaids,nlsur,2,2,1,g2_4,.0067493615547023,.021234721,.31784555,.75060213,-.034869928,.048368651
quaids,quaids,nlsur,2,2,1,g3_3,-.3356993593214121,.075582944,-4.4414697,8.9346486e-06,-.48383921,-.18755952
quaids,quaids,nlsur,2,2,1,g3_4,.0017235155189993,.029506965,.058410462,.95342165,-.056109075,.059556104
quaids,quaids,nlsur,2,2,1,g4_4,-.0220738554798207,.034778681,-.63469505,.52562732,-.090238817,.046091106
quaids,quaids,nlsur,2,2,1,t1_1,.2081896243141341,.14503117,1.435482,.15114979,-.076066241,.4924455
quaids,quaids,nlsur,2,2,1,t1_2,.2780610670155234,.067558385,4.1158628,.000038573329,.14564906,.41047308
quaids,quaids,nlsur,2,2,1,t1_3,-.1584670631324432,.070450909,-2.249326,.024491761,-.29654831,-.02038582
quaids,quaids,nlsur,2,2,1,t1_4,-.217005293904331,.16784176,-1.2929159,.19604014,-.54596913,.11195853
quaids,quaids,nlsur,2,2,1,t1_5,-.1338490280354601,.059057467,-2.2664201,.023425674,-.24959953,-.018098522
quaids,quaids,nlsur,2,2,1,t1_6,.0164086796396594,.076352984,.21490555,.82984096,-.13324042,.16605778
quaids,quaids,nlsur,2,2,1,t1_7,.0184232889439205,.021467051,.85821241,.39077517,-.023651356,.060497932
quaids,quaids,nlsur,2,2,1,t2_1,.0288859737838104,.10301725,.28039938,.77917111,-.17302412,.23079607
quaids,quaids,nlsur,2,2,1,t2_2,-.0813736589195501,.058507144,-1.3908329,.16427611,-.19604555,.033298232
quaids,quaids,nlsur,2,2,1,t2_3,-.0005255253958366,.051744279,-.010156203,.99189669,-.10194245,.1008914
quaids,quaids,nlsur,2,2,1,t2_4,.0240067087043029,.13269824,.18091203,.85643661,-.23607707,.28409049
quaids,quaids,nlsur,2,2,1,t2_5,-.0147817886177262,.053241108,-.27763864,.78128976,-.11913244,.089568861
