specification,model,estimator,order,gmm_steps,converged,parameter,coefficient,std_error,statistic,p_value,ci_low,ci_high
easi,easi,nlsur,1,2,1,a1,.2505079665403191,.038015489,6.5896292,4.4092643e-11,.17599899,.32501695
easi,easi,nlsur,1,2,1,a2,.1752390706283749,.036407109,4.8133202,1.4844312e-06,.10388245,.2465957
easi,easi,nlsur,1,2,1,a3,.1693263929996337,.037893862,4.4684386,7.8792664e-06,.095055789,.243597
easi,easi,nlsur,1,2,1,a4,.07363583278727,.015215714,4.8394594,1.3019286e-06,.043813579,.10345808
easi,easi,nlsur,1,2,1,b1_1,.0111909397639694,.024156719,.46326405,.64317513,-.036155362,.058537241
easi,easi,nlsur,1,2,1,b2_1,-.0163397805427782,.016330091,-1.0005933,.31702346,-.048346169,.01566661
easi,easi,nlsur,1,2,1,b3_1,.0003047266646206,.012022982,.025345348,.97977948,-.023259886,.023869339
easi,easi,nlsur,1,2,1,b4_1,-.0196339751684523,.0089327069,-2.1979871,.027950022,-.037141759,-.002126191
easi,easi,nlsur,1,2,1,g1_1,-.0562501208773193,.040676221,-1.3828748,.16670325,-.13597405,.023473807
easi,easi,nlsur,1,2,1,g1_2,.025665455024687,.043550264,.58932948,.55564028,-.059691492,.11102241
easi,easi,nlsur,1,2,1,g1_3,.0221893156415156,.017865121,1.2420467,.21421933,-.01282568,.05720431
easi,easi,nlsur,1,2,1,g1_4,-.0346999090521618,.021469701,-1.616227,.10604525,-.076779746,.00737993
easi,easi,nlsur,1,2,1,g2_2,-.0201078645834518,.05297567,-.37956792,.70426619,-.12393827,.083722539
easi,easi,nlsur,1,2,1,g2_3,.0119100397151701,.038348798,.3105714,.75612646,-.063252226,.087072305
easi,easi,nlsur,1,2,1,g2_4,.004459194669494,.020277111,.21991272,.82593912,-.035283212,.044201601
easi,easi,nlsur,1,2,1,g3_3,-.346917039874451,.081044197,-4.2805905,.000018639788,-.50576073,-.18807334
easi,easi,nlsur,1,2,1,g3_4,.0045558403324486,.031208573,.14598042,.88393682,-.056611836,.065723516
easi,easi,nlsur,1,2,1,g4_4,-.016332520985664,.035693608,-.4575755,.64725745,-.08629071,.053625669
easi,easi,nlsur,1,2,1,t1_1,.1322844467842191,.1453943,.90983242,.3629109,-.15268314,.41725203
easi,easi,nlsur,1,2,1,t1_2,.247502735979872,.068563059,3.6098557,.00030636741,.11312161,.38188386
easi,easi,nlsur,1,2,1,t1_3,-.1659106710438359,.071928084,-2.3066187,.021076083,-.30688712,-.024934215
easi,easi,nlsur,1,2,1,t1_4,-.127755706296257,.18498625,-.69062275,.48980266,-.49032208,.23481067
easi,easi,nlsur,1,2,1,t1_5,-.1319412073342881,.064318754,-2.0513644,.040231474,-.25800365,-.0058787614
easi,easi,nlsur,1,2,1,t1_6,.0171402830086723,.078291215,.21892984,.82670468,-.13630767,.17058824
easi,easi,nlsur,1,2,1,t1_7,-.0102482900978312,.023316147,-.43953618,.66027308,-.055947099,.035450518
easi,easi,nlsur,1,2,1,t2_1,.0435404815393614,.10307508,.42241523,.67272198,-.15848295,.24556392
easi,easi,nlsur,1,2,1,t2_2,-.0750204404428244,.059495669,-1.2609395,.20733064,-.19162981,.041588929
easi,easi,nlsur,1,2,1,t2_3,.0025171290044274,.05182147,.048573092,.96125954,-.099051088,.10408534
easi,easi,nlsur,1,2,1,t2_4,.0040836356212218,.12992355,.031431064,.97492576,-.25056186,.25872913
easi,easi,nlsur,1,2,1,t2_5,-.0134986408769087,.052256223,-.25831643,.79616272,-.11591896,.088921674
easi,easi,nlsur,1,2,1,t2_6,.0022797566595712,.055479757,.041091684,.96722281,-.10645857,.11101808
easi,easi,nlsur,1,2,1,t2_7,.031058789161543,.024892014,1.2477411,.21212588,-.01772866,.079846241
easi,easi,nlsur,1,2,1,t3_1,-.1195136489985398,.12056567,-.9912743,.32155165,-.355818,.11679071
easi,easi,nlsur,1,2,1,t3_2,-.0490455259256482,.081778333,-.59973741,.54868126,-.20932811,.11123706
easi,easi,nlsur,1,2,1,t3_3,.0073278708402093,.057652101,.12710501,.8988573,-.10566816,.12032391
easi,easi,nlsur,1,2,1,t3_4,.2293358781269871,.16553479,1.385424,.16592285,-.095106356,.55377811
easi,easi,nlsur,1,2,1,t3_5,-.0121639564597206,.076828331,-.15832645,.87419957,-.16274472,.13841681
easi,easi,nlsur,1,2,1,t3_6,-.0572706704195997,.052965291,-1.0812868,.27956954,-.16108073,.046539392
easi,easi,nlsur,1,2,1,t3_7,.0046938087427995,.01704949,.27530494,.78308195,-.028722577,.038110197
easi,easi,nlsur,1,2,1,t4_1,-.0519675867321755,.049742091,-1.0447407,.29614285,-.1494603,.045525126
easi,easi,nlsur,1,2,1,t4_2,-.044165568725236,.031265754,-1.4125861,.15777747,-.10544533,.017114185
easi,easi,nlsur,1,2,1,t4_3,.0734750183963706,.03683655,1.9946226,.046084054,.0012767051,.14567333
easi,easi,nlsur,1,2,1,t4_4,.0264486293810607,.058094557,.45526862,.64891601,-.087414615,.14031187
easi,easi,nlsur,1,2,1,t4_5,-.0113059989327244,.026841519,-.42121309,.67359948,-.063914411,.041302413
easi,easi,nlsur,1,2,1,t4_6,.0381492966766908,.044786807,.85179764,.39432642,-.049631234,.12592983
easi,easi,nlsur,1,2,1,t4_7,-.0207118340977397,.012510316,-1.6555804,.097806834,-.045231603,.0038079354
