model,order,elasticity_type,demand_good,shock_good,reference_share,elasticity
aids,1,expenditure,1,0,-.5999289465792971,.66629618
aids,1,expenditure,2,0,.3754479980212776,.77151972
aids,1,expenditure,3,0,.4522831296800597,.82318145
aids,1,expenditure,4,0,.1316727345285618,.59006077
aids,1,expenditure,5,0,.6405250843493979,1.0304965
aids,1,marshallian,1,1,-.5999289465792971,-1.0345508
aids,1,hicksian,1,1,-.5999289465792971,-1.4342811
aids,1,marshallian,2,1,.3754479980212776,.22872242
aids,1,hicksian,2,1,.3754479980212776,-.2341346
aids,1,marshallian,3,1,.4522831296800597,.20047264
aids,1,hicksian,3,1,.4522831296800597,-.29337776
aids,1,marshallian,4,1,.1316727345285618,-.21127225
aids,1,hicksian,4,1,.1316727345285618,-.56526679
aids,1,marshallian,5,1,.6405250843493979,-.26455319
aids,1,hicksian,5,1,.6405250843493979,-.88277781
aids,1,marshallian,1,2,-.5999289465792971,-.10363327
aids,1,hicksian,1,2,-.5999289465792971,.14652631
aids,1,marshallian,2,2,.3754479980212776,-1.3800025
aids,1,hicksian,2,2,.3754479980212776,-1.0903369
aids,1,marshallian,3,2,.4522831296800597,.42536336
aids,1,hicksian,3,2,.4522831296800597,.73442519
aids,1,marshallian,4,2,.1316727345285618,.04155786
aids,1,hicksian,4,2,.1316727345285618,.26309499
aids,1,marshallian,5,2,.6405250843493979,-.18322174
aids,1,hicksian,5,2,.6405250843493979,.20367607
aids,1,marshallian,1,3,-.5999289465792971,-.080178656
aids,1,hicksian,1,3,-.5999289465792971,.22117586
aids,1,marshallian,2,3,.3754479980212776,.53577936
aids,1,hicksian,2,3,.3754479980212776,.88472474
aids,1,marshallian,3,3,.4522831296800597,-1.2213063
aids,1,hicksian,3,3,.4522831296800597,-.84899527
aids,1,marshallian,4,3,.1316727345285618,-.54983604
aids,1,hicksian,4,3,.1316727345285618,-.28296149
aids,1,marshallian,5,3,.6405250843493979,-.11985049
aids,1,hicksian,5,3,.6405250843493979,.34622565
aids,1,marshallian,1,4,-.5999289465792971,.03633203
aids,1,hicksian,1,4,-.5999289465792971,.12406507
aids,1,marshallian,2,4,.3754479980212776,-.009318511
aids,1,hicksian,2,4,.3754479980212776,.092269607
aids,1,marshallian,3,4,.4522831296800597,-.19076885
aids,1,hicksian,3,4,.4522831296800597,-.082378291
aids,1,marshallian,4,4,.1316727345285618,-1.2512044
aids,1,hicksian,4,4,.1316727345285618,-1.1735095
aids,1,marshallian,5,4,.6405250843493979,.22583589
aids,1,hicksian,5,4,.6405250843493979,.36152416
aids,1,marshallian,1,5,-.5999289465792971,.51573443
aids,1,hicksian,1,5,-.5999289465792971,.94251388
aids,1,marshallian,2,5,.3754479980212776,-.1467005
aids,1,hicksian,2,5,.3754479980212776,.34747723
aids,1,marshallian,3,5,.4522831296800597,-.036942292
aids,1,hicksian,3,5,.4522831296800597,.49032608
aids,1,marshallian,4,5,.1316727345285618,1.380694
aids,1,hicksian,4,5,.1316727345285618,1.7586428
aids,1,marshallian,5,5,.6405250843493979,-.68870687
aids,1,hicksian,5,5,.6405250843493979,-.028648069
