model,order,elasticity_type,demand_good,shock_good,reference_share,elasticity
easi,3,expenditure,1,0,.1404784338061625,1.2003548
easi,3,expenditure,2,0,.1570782626567768,.81109929
easi,3,expenditure,3,0,.2070875602964501,.97273868
easi,3,expenditure,4,0,.0781900055420755,.82646883
easi,3,expenditure,5,0,.417165737698535,1.0497178
easi,3,marshallian,1,1,.1404784338061625,-1.2741367
easi,3,hicksian,1,1,.1404784338061625,-1.1055127
easi,3,marshallian,2,1,.1570782626567768,.24183857
easi,3,hicksian,2,1,.1570782626567768,.35578054
easi,3,marshallian,3,1,.2070875602964501,.072012469
easi,3,hicksian,3,1,.2070875602964501,.20866127
easi,3,marshallian,4,1,.0781900055420755,-.48890162
easi,3,hicksian,4,1,.0781900055420755,-.37280059
easi,3,marshallian,5,1,.417165737698535,.057140458
easi,3,hicksian,5,1,.417165737698535,.20460317
easi,3,marshallian,1,2,.1404784338061625,.20927219
easi,3,hicksian,1,2,.1404784338061625,.39782184
easi,3,marshallian,2,2,.1570782626567768,-1.1470189
easi,3,hicksian,2,2,.1570782626567768,-1.0196128
easi,3,marshallian,3,2,.2070875602964501,.0011341631
easi,3,hicksian,3,2,.2070875602964501,.15393026
easi,3,marshallian,4,2,.0781900055420755,.19942774
easi,3,hicksian,4,2,.0781900055420755,.32924801
easi,3,marshallian,5,2,.417165737698535,-.053055383
easi,3,hicksian,5,2,.417165737698535,.11183246
easi,3,marshallian,1,3,.1404784338061625,.059021372
easi,3,hicksian,1,3,.1404784338061625,.3075999
easi,3,marshallian,2,3,.1570782626567768,.034968749
easi,3,hicksian,2,3,.1570782626567768,.20293732
easi,3,marshallian,3,3,.2070875602964501,-2.6294622
easi,3,hicksian,3,3,.2070875602964501,-2.4280202
easi,3,marshallian,4,3,.0781900055420755,.11226401
easi,3,hicksian,4,3,.0781900055420755,.28341541
easi,3,marshallian,5,3,.417165737698535,.75480646
easi,3,hicksian,5,3,.417165737698535,.97218996
easi,3,marshallian,1,4,.1404784338061625,-.30135578
easi,3,hicksian,1,4,.1404784338061625,-.20750003
easi,3,marshallian,2,4,.1570782626567768,.10047235
easi,3,hicksian,2,4,.1570782626567768,.16389221
easi,3,marshallian,3,4,.2070875602964501,.030950656
easi,3,hicksian,3,4,.2070875602964501,.1070091
easi,3,marshallian,4,4,.0781900055420755,-1.2804241
easi,3,hicksian,4,4,.0781900055420755,-1.2158024
easi,3,marshallian,5,4,.417165737698535,.1008444
easi,3,hicksian,5,4,.417165737698535,.18292184
easi,3,marshallian,1,5,.1404784338061625,.1068441
easi,3,hicksian,1,5,.1404784338061625,.60759097
easi,3,marshallian,2,5,.1570782626567768,-.041360125
easi,3,hicksian,2,5,.1570782626567768,.29700273
easi,3,marshallian,3,5,.2070875602964501,1.5526264
easi,3,hicksian,3,5,.2070875602964501,1.9584196
easi,3,marshallian,4,5,.0781900055420755,.63116515
easi,3,hicksian,4,5,.0781900055420755,.97593963
easi,3,marshallian,5,5,.417165737698535,-1.9094537
easi,3,hicksian,5,5,.417165737698535,-1.4715474
