food_group10,mean_spend_pc
G01_主食,1.28827085307141
G02_食用油,1.20517982067866
G03_蔬菜,1.88770662277913
G04_水果,2.35886133654729
G05_猪肉,2.14681406601582
G06_禽类及其他肉类,0.95676333440055
G07_牛羊肉,1.4620871167579
G08_海鲜,1.51602115929992
G09_乳制品,2.48238197016354
G10_坚果,0.566151530172777
