term,est,se,p_cluster,p_wcb,p_perm
tbingt30,-0.00307800501558874,0.00922429866804924,0.741640827498993,0.74937343358396,0.869739478957916
tbinle0,0.0175441996140556,0.00886477344730151,0.0598991719519758,0.0325814536340852,0.937875751503006
tbinb24_30,0.00552188906872749,0.0116983568882467,0.641358251578201,0.661654135338346,0.645290581162325
