scen,extra_hot_days,col_cost_pct,displacement_value_yuan_hh_yr,col_cost_yuan_hh_yr
d15,15.9903726469994,-0.116848140583433,-1.33491882143691,-6.28559908766873
d30,36.4285785447199,-0.266198403315312,-3.0411545878929,-14.3195812330695
