term,est,se,t,p,model,outcome,n
pbinp10_25,0.126759506497909,0.135863048107845,0.932994719780541,0.360514477763567,lpm,spend_day,17353890
pbinp25_50,0.351441253155259,0.161693827520564,2.17349826239077,0.0402892746106076,lpm,spend_day,17353890
pbinp50p,0.595918701235378,0.168157023665297,3.54382284037988,0.00173251896506894,lpm,spend_day,17353890
holiday_flag,0.944736911817096,0.187656522580915,5.03439421568594,4.28325888945796e-05,lpm,spend_day,17353890
spring_festival_window_7,6.29019066085995,0.576904280845367,10.9033523752721,1.4592392811942e-10,lpm,spend_day,17353890
lockdown,-0.334661939857739,1.34136392126325,-0.249493768657924,0.805193589378048,lpm,spend_day,17353890
ln_covid,-0.228675266385566,0.0448268920682375,-5.10129647260547,3.62957263534109e-05,lpm,spend_day,17353890
tbinb12_18,-0.00109106742337279,0.00173362605487401,-0.629355690810775,0.535318190021524,lpm,buy|trip_G01_主食,2899011
tbinb24_30,-0.0098334235713847,0.00186927017195915,-5.26056838593775,2.44976159083679e-05,lpm,buy|trip_G01_主食,2899011
tbinb6_12,0.00139978487722406,0.00131864352816148,1.06153395313418,0.299467321430588,lpm,buy|trip_G01_主食,2899011
tbingt30,-0.0158420649248327,0.00237370402745906,-6.67398493728425,8.2783287383707e-07,lpm,buy|trip_G01_主食,2899011
tbinle0,7.73477669534375e-05,0.00149531920376908,0.0517265923947715,0.959193177645703,lpm,buy|trip_G01_主食,2899011
tbinref18_24,-0.00602509019823643,0.00195341637032804,-3.08438604782688,0.00523770068272039,lpm,buy|trip_G01_主食,2899011
pbinp0_10,-0.000998838418636828,0.000626330092199925,-1.59474761164437,0.124419324034401,lpm,buy|trip_G01_主食,2899011
pbinp10_25,-0.00220819607005622,0.00110429316209555,-1.99964660277879,0.0574852860229943,lpm,buy|trip_G01_主食,2899011
pbinp25_50,-0.000342407341273587,0.00171696154825266,-0.199426330555889,0.843681843847741,lpm,buy|trip_G01_主食,2899011
pbinp50p,-0.00293329759936537,0.00457840377180844,-0.640681282290386,0.528062130445095,lpm,buy|trip_G01_主食,2899011
holiday_flag,-0.00169096247435829,0.00151806330941466,-1.11389456807984,0.276830020656506,lpm,buy|trip_G01_主食,2899011
spring_festival_window_7,0.000957926710311937,0.00421712240842031,0.227151744137009,0.822312685573492,lpm,buy|trip_G01_主食,2899011
lockdown,0.0088229996998416,0.0209858803158628,0.42042552263926,0.678076699997935,lpm,buy|trip_G01_主食,2899011
ln_covid,0.0058884981886946,0.000683227921047257,8.61864395071658,1.16746601959607e-08,lpm,buy|trip_G01_主食,2899011
tbinb12_18,0.00290794776167979,0.0143296702662492,0.202931938254637,0.839188230507956,ppml,spend|trip_G01_主食,2885845
tbinb24_30,-0.0521367582989419,0.0158775145138408,-3.28368512927468,0.00102459325693114,ppml,spend|trip_G01_主食,2885845
tbinb6_12,0.00961826224564846,0.00870915422038927,1.10438534009776,0.269426017335353,ppml,spend|trip_G01_主食,2885845
tbingt30,-0.109539769225167,0.0217954843276499,-5.0258011053328,5.01335276533364e-07,ppml,spend|trip_G01_主食,2885845
tbinle0,-0.017225006332362,0.0192754629071003,-0.893623484705885,0.371523376694044,ppml,spend|trip_G01_主食,2885845
tbinref18_24,-0.0295321038160225,0.0151235908215364,-1.95271772190292,0.0508530525763474,ppml,spend|trip_G01_主食,2885845
pbinp0_10,0.00325609210713694,0.0079943795284269,0.407297664009912,0.683789378280925,ppml,spend|trip_G01_主食,2885845
pbinp10_25,-0.0101482908255309,0.0101259445731548,-1.00220683139381,0.31624370910224,ppml,spend|trip_G01_主食,2885845
pbinp25_50,-0.0125172572425739,0.0111705475402607,-1.12055896968876,0.262475638254566,ppml,spend|trip_G01_主食,2885845
pbinp50p,-0.0112122681826748,0.0368679356111479,-0.304119772284849,0.761036643733594,ppml,spend|trip_G01_主食,2885845
holiday_flag,0.00804257908026804,0.0121303501130666,0.663012939058099,0.507322267223641,ppml,spend|trip_G01_主食,2885845
spring_festival_window_7,0.158791123995236,0.0398432111846856,3.98539975252472,6.73666145602751e-05,ppml,spend|trip_G01_主食,2885845
lockdown,0.0810065495566102,0.0873704817485584,0.92716153024928,0.353842673195994,ppml,spend|trip_G01_主食,2885845
ln_covid,0.0352805239632012,0.00525172524008294,6.71789218787159,1.84372019642699e-11,ppml,spend|trip_G01_主食,2885845
tbinb12_18,0.00529772036189242,0.00109829573135889,4.82358276612595,7.22839105618705e-05,lpm,buy|trip_G02_食用油,2899011
tbinb24_30,0.00236445523404349,0.00159779237408275,1.47982633563442,0.152487728182243,lpm,buy|trip_G02_食用油,2899011
tbinb6_12,0.00443065643853637,0.00108925492232292,4.06760286112608,0.000475550418481894,lpm,buy|trip_G02_食用油,2899011
tbingt30,-0.000764342522851798,0.00253445106865096,-0.301581092768402,0.765681331496101,lpm,buy|trip_G02_食用油,2899011
tbinle0,0.00316042744073204,0.0015987979393162,1.97675226056629,0.0601795104145683,lpm,buy|trip_G02_食用油,2899011
tbinref18_24,0.00453329942663697,0.00121614119863203,3.72760945171189,0.00110367280196544,lpm,buy|trip_G02_食用油,2899011
pbinp0_10,8.41739755272665e-05,0.000428497682473057,0.196439745114746,0.845991387222324,lpm,buy|trip_G02_食用油,2899011
pbinp10_25,-0.000790055339332421,0.000616911991805362,-1.28066134201795,0.213077013661839,lpm,buy|trip_G02_食用油,2899011
pbinp25_50,-0.000936689628526054,0.00115216199528757,-0.812984313279889,0.424563117105993,lpm,buy|trip_G02_食用油,2899011
pbinp50p,1.21941690931845e-05,0.00313841385605023,0.00388545604642822,0.996933366939317,lpm,buy|trip_G02_食用油,2899011
holiday_flag,0.00632587847073561,0.0012430393671902,5.08904113393836,3.74129011055539e-05,lpm,buy|trip_G02_食用油,2899011
spring_festival_window_7,0.0313299304086449,0.00555884013202709,5.63605530372037,9.76949940788519e-06,lpm,buy|trip_G02_食用油,2899011
lockdown,-0.0205137390226895,0.00829126877518106,-2.47413750282646,0.0211654076927558,lpm,buy|trip_G02_食用油,2899011
ln_covid,-1.20496171361553e-05,0.000387841105369523,-0.0310684374846621,0.975482992137977,lpm,buy|trip_G02_食用油,2899011
tbinb12_18,0.0848042759095126,0.0163180913150949,5.19694823812299,2.02586742645191e-07,ppml,spend|trip_G02_食用油,2843129
tbinb24_30,0.0478120156368376,0.0234686444981561,2.03727214158424,0.0416227779437691,ppml,spend|trip_G02_食用油,2843129
tbinb6_12,0.0569363961991965,0.0159472945064771,3.57028561653963,0.000356592198661777,ppml,spend|trip_G02_食用油,2843129
tbingt30,-0.00252894721603187,0.0327064118902108,-0.0773226737473088,0.938366853860594,ppml,spend|trip_G02_食用油,2843129
tbinle0,0.041643097225126,0.0255373722919438,1.6306727547792,0.102959388427583,ppml,spend|trip_G02_食用油,2843129
tbinref18_24,0.0759035413688054,0.016730878872667,4.5367336615417,5.71321837130271e-06,ppml,spend|trip_G02_食用油,2843129
pbinp0_10,0.00818345253937168,0.00709970279646178,1.15264719861936,0.249055222050718,ppml,spend|trip_G02_食用油,2843129
pbinp10_25,-0.0120990167475306,0.00991524814268045,-1.22024346475506,0.222372594445035,ppml,spend|trip_G02_食用油,2843129
pbinp25_50,0.00148376834208633,0.0189294832492744,0.0783839855820261,0.937522611988294,ppml,spend|trip_G02_食用油,2843129
pbinp50p,0.00309793546140711,0.0695904848404564,0.0445166529376748,0.964492578010928,ppml,spend|trip_G02_食用油,2843129
holiday_flag,0.13040570785034,0.0206944785380505,6.30147348775017,2.94829219107531e-10,ppml,spend|trip_G02_食用油,2843129
spring_festival_window_7,0.452879329790085,0.0544487614626838,8.31753225645847,8.9813656559919e-17,ppml,spend|trip_G02_食用油,2843129
lockdown,-0.258921448396435,0.0891431964475306,-2.90455647446786,0.00367773848072914,ppml,spend|trip_G02_食用油,2843129
ln_covid,-0.00508410826158264,0.00438029952286852,-1.16067593894885,0.245773710327107,ppml,spend|trip_G02_食用油,2843129
tbinb12_18,-0.00991552513547009,0.00178325840814532,-5.56034116546393,1.17480826012261e-05,lpm,buy|trip_G03_蔬菜,2899011
tbinb24_30,-0.0160085974041939,0.00260668007802641,-6.14137405627256,2.8942208831231e-06,lpm,buy|trip_G03_蔬菜,2899011
tbinb6_12,-0.00424056601555959,0.00148701719042406,-2.85172628996325,0.00902722243765666,lpm,buy|trip_G03_蔬菜,2899011
tbingt30,-0.0150795024383158,0.00313114441191433,-4.81597156009052,7.36652484095935e-05,lpm,buy|trip_G03_蔬菜,2899011
tbinle0,-0.00119238247666872,0.00290819725634544,-0.410007427820462,0.685594458819495,lpm,buy|trip_G03_蔬菜,2899011
tbinref18_24,-0.0148256657696572,0.00257690517474828,-5.75328340170897,7.35043741080274e-06,lpm,buy|trip_G03_蔬菜,2899011
pbinp0_10,0.00107925381183016,0.000751708882905044,1.43573374796276,0.164539824042831,lpm,buy|trip_G03_蔬菜,2899011
pbinp10_25,0.00620926853675747,0.000844481510029309,7.35275842397303,1.76744417289688e-07,lpm,buy|trip_G03_蔬菜,2899011
pbinp25_50,0.0135606643214441,0.00227200789313977,5.96858151874821,4.37431984909826e-06,lpm,buy|trip_G03_蔬菜,2899011
pbinp50p,0.0204572806942498,0.0043891670996599,4.66085711246559,0.000108388870627689,lpm,buy|trip_G03_蔬菜,2899011
holiday_flag,-0.0403863318790447,0.00272423035919813,-14.8248593378617,2.92525283232139e-13,lpm,buy|trip_G03_蔬菜,2899011
spring_festival_window_7,-0.0784215852697011,0.00450984620566163,-17.3889710853668,9.96312620814045e-15,lpm,buy|trip_G03_蔬菜,2899011
lockdown,0.024185352191357,0.0116933181236701,2.06830532921191,0.0500358902561435,lpm,buy|trip_G03_蔬菜,2899011
ln_covid,0.00391609941856656,0.000659836913212625,5.93495050087421,4.74225104519032e-06,lpm,buy|trip_G03_蔬菜,2899011
tbinb12_18,-0.0380945416881382,0.00731229389479787,-5.2096568103259,1.89190251364133e-07,ppml,spend|trip_G03_蔬菜,2890406
tbinb24_30,-0.0575431834454395,0.00849717007972701,-6.7720409154489,1.26978214640096e-11,ppml,spend|trip_G03_蔬菜,2890406
tbinb6_12,-0.0211601742299895,0.00457270096531133,-4.62750011219001,3.70106031830857e-06,ppml,spend|trip_G03_蔬菜,2890406
tbingt30,-0.0561618309978543,0.00933127869735277,-6.01866398158133,1.75862501102497e-09,ppml,spend|trip_G03_蔬菜,2890406
tbinle0,-0.00491179652291062,0.0107178238606504,-0.458283004719259,0.64674913259093,ppml,spend|trip_G03_蔬菜,2890406
tbinref18_24,-0.0550994331072396,0.00969707097657466,-5.68206969303866,1.33074408968481e-08,ppml,spend|trip_G03_蔬菜,2890406
pbinp0_10,0.00549285295472756,0.00352328018428873,1.55901678760086,0.118992406866915,ppml,spend|trip_G03_蔬菜,2890406
pbinp10_25,0.00912584425746604,0.00415532125608878,2.19618260419552,0.0280788759778522,ppml,spend|trip_G03_蔬菜,2890406
pbinp25_50,0.0256153290461994,0.00497874844225964,5.14493337899468,2.67615765416962e-07,ppml,spend|trip_G03_蔬菜,2890406
pbinp50p,0.0473887752206107,0.0219421086778876,2.15971837147846,0.0307944781094907,ppml,spend|trip_G03_蔬菜,2890406
holiday_flag,-0.0282814972693383,0.00637875156110794,-4.43370415016227,9.26277136374171e-06,ppml,spend|trip_G03_蔬菜,2890406
spring_festival_window_7,0.0798790993364845,0.0140920059061921,5.6683980881235,1.44138762275895e-08,ppml,spend|trip_G03_蔬菜,2890406
lockdown,0.219439971955499,0.100112258320001,2.19193908556209,0.0283839053529906,ppml,spend|trip_G03_蔬菜,2890406
ln_covid,0.0263759874460823,0.00286547860893666,9.20474065443124,3.42497287981961e-20,ppml,spend|trip_G03_蔬菜,2890406
tbinb12_18,0.0127921833155436,0.00241362486419322,5.29998820666753,2.22322260626355e-05,lpm,buy|trip_G04_水果,2899011
tbinb24_30,0.0385307938292372,0.00316578776971872,12.170997120461,1.66557723141746e-11,lpm,buy|trip_G04_水果,2899011
tbinb6_12,0.00143417558062048,0.00178371010635255,0.804040732579117,0.429605997206158,lpm,buy|trip_G04_水果,2899011
tbingt30,0.0521968911629942,0.00365607654459491,14.2767500970846,6.41275582866498e-13,lpm,buy|trip_G04_水果,2899011
tbinle0,-0.00506645834634821,0.00174994545985872,-2.89520928655527,0.0081620721168208,lpm,buy|trip_G04_水果,2899011
tbinref18_24,0.0229472586571668,0.00272467867305364,8.42200545851854,1.75582053261629e-08,lpm,buy|trip_G04_水果,2899011
pbinp0_10,-0.000164157978110991,0.00105808917631781,-0.15514569261758,0.87805997583134,lpm,buy|trip_G04_水果,2899011
pbinp10_25,-0.00219127630462237,0.00162226025362443,-1.35075509600057,0.189914466565042,lpm,buy|trip_G04_水果,2899011
pbinp25_50,-0.00579659044477362,0.00255006116119012,-2.27311820319962,0.0326761813536009,lpm,buy|trip_G04_水果,2899011
pbinp50p,0.00671932794607007,0.00695020984513555,0.966780585880142,0.343710338452206,lpm,buy|trip_G04_水果,2899011
holiday_flag,-0.00979689356827342,0.00199640342919654,-4.90727145876333,5.87102729887577e-05,lpm,buy|trip_G04_水果,2899011
spring_festival_window_7,-0.0286880257313286,0.00402789585928442,-7.12233551550292,2.96548769437279e-07,lpm,buy|trip_G04_水果,2899011
lockdown,0.00736999101231752,0.00532980732885303,1.38278751136461,0.180009384547794,lpm,buy|trip_G04_水果,2899011
ln_covid,-0.00221299782137064,0.000553249574663212,-3.9999991373112,0.000562543120202808,lpm,buy|trip_G04_水果,2899011
tbinb12_18,0.0125249597947154,0.00879146021606467,1.42467343159086,0.154251622553774,ppml,spend|trip_G04_水果,2892363
tbinb24_30,0.096952275867514,0.00958830692735167,10.1115115110622,4.91205080632404e-24,ppml,spend|trip_G04_水果,2892363
tbinb6_12,-0.0135573108331389,0.00786139691153552,-1.72454221376934,0.0846100051111258,ppml,spend|trip_G04_水果,2892363
tbingt30,0.126868957710164,0.0118676537113181,10.6903151032432,1.12986456620567e-26,ppml,spend|trip_G04_水果,2892363
tbinle0,-0.00493994808220327,0.00879861751507367,-0.561445940085499,0.574493573682062,ppml,spend|trip_G04_水果,2892363
tbinref18_24,0.0471080894683302,0.00895331216696973,5.26152652669923,1.42864272422109e-07,ppml,spend|trip_G04_水果,2892363
pbinp0_10,0.0131436226303396,0.00361162001378839,3.63925955115988,0.000273423107289486,ppml,spend|trip_G04_水果,2892363
pbinp10_25,0.00925133032942251,0.00699838355754742,1.32192387761391,0.186193500425471,ppml,spend|trip_G04_水果,2892363
pbinp25_50,0.00356814226196025,0.00496986156867335,0.71795606631207,0.472784376251576,ppml,spend|trip_G04_水果,2892363
pbinp50p,0.0349836067940936,0.0318443239624626,1.09858217858013,0.271950354625312,ppml,spend|trip_G04_水果,2892363
holiday_flag,0.0744833509120574,0.00997345743459111,7.46815749709079,8.13254721413052e-14,ppml,spend|trip_G04_水果,2892363
spring_festival_window_7,0.31402375157038,0.0226831885828564,13.8438981108553,1.38488105026583e-43,ppml,spend|trip_G04_水果,2892363
lockdown,0.0928447939728403,0.0408173329131214,2.27464136793205,0.0229274523791638,ppml,spend|trip_G04_水果,2892363
ln_covid,-0.00467694793394659,0.00284057600714303,-1.64647871494575,0.0996652387785664,ppml,spend|trip_G04_水果,2892363
tbinb12_18,-0.00109256912280241,0.00145203779680046,-0.752438486938749,0.459419581548892,lpm,buy|trip_G05_猪肉,2899011
tbinb24_30,-0.00579775615698687,0.0018337400639641,-3.16171101396647,0.00435922997803011,lpm,buy|trip_G05_猪肉,2899011
tbinb6_12,0.000311174480612425,0.00128363505092944,0.242416627987147,0.810605974180986,lpm,buy|trip_G05_猪肉,2899011
tbingt30,-0.00481231033623071,0.00241557511489873,-1.99220065919269,0.0583495712911537,lpm,buy|trip_G05_猪肉,2899011
tbinle0,-0.000175022473256605,0.00155595146941113,-0.112485817647542,0.911414214200629,lpm,buy|trip_G05_猪肉,2899011
tbinref18_24,-0.0039797903652403,0.00187683801037265,-2.12047621757729,0.0449649724195371,lpm,buy|trip_G05_猪肉,2899011
pbinp0_10,-0.000632797567957025,0.000545154995102023,-1.1607663391924,0.257643511461822,lpm,buy|trip_G05_猪肉,2899011
pbinp10_25,0.00161319390292205,0.0012782672909588,1.26201610127411,0.21959110061057,lpm,buy|trip_G05_猪肉,2899011
pbinp25_50,0.00948033528790319,0.00184899886035163,5.12728022239035,3.40372230009112e-05,lpm,buy|trip_G05_猪肉,2899011
pbinp50p,0.0115467487268568,0.00355873277015605,3.24462371091452,0.00357562901702861,lpm,buy|trip_G05_猪肉,2899011
holiday_flag,-0.0201101668605403,0.00230315197276353,-8.73158484475097,9.25654055773333e-09,lpm,buy|trip_G05_猪肉,2899011
spring_festival_window_7,-0.0226946381775179,0.00449475248585943,-5.04914080339589,4.12964296352025e-05,lpm,buy|trip_G05_猪肉,2899011
lockdown,0.0110074377894885,0.00840047479808127,1.31033519581568,0.203018017578009,lpm,buy|trip_G05_猪肉,2899011
ln_covid,-0.000778980859405861,0.000613245254438933,-1.27025990624022,0.216692393128252,lpm,buy|trip_G05_猪肉,2899011
tbinb12_18,-0.00533263369362768,0.00832900454820352,-0.640248623081599,0.522010976282748,ppml,spend|trip_G05_猪肉,2853269
tbinb24_30,-0.0476334823915593,0.0117315523525216,-4.06028809830277,4.90122015614021e-05,ppml,spend|trip_G05_猪肉,2853269
tbinb6_12,0.0206747192643864,0.0102522449978316,2.0166040968353,0.0437368451503782,ppml,spend|trip_G05_猪肉,2853269
tbingt30,-0.0418347097916188,0.015474995559197,-2.70337459106771,0.00686393439558193,ppml,spend|trip_G05_猪肉,2853269
tbinle0,0.00978725013415021,0.0200978413627971,0.48698016654999,0.626272386237984,ppml,spend|trip_G05_猪肉,2853269
tbinref18_24,-0.0355007126584889,0.00960286025401603,-3.69688943912748,0.000218257337939454,ppml,spend|trip_G05_猪肉,2853269
pbinp0_10,-0.0037066865706875,0.00377922854986373,-0.980805082778378,0.326688871288459,ppml,spend|trip_G05_猪肉,2853269
pbinp10_25,0.0116082828050688,0.00893124147165248,1.29973899394762,0.193690440827991,ppml,spend|trip_G05_猪肉,2853269
pbinp25_50,0.0301853064332281,0.0122209737644869,2.46995918778126,0.0135128467676145,ppml,spend|trip_G05_猪肉,2853269
pbinp50p,0.0498407824520593,0.0305526628807936,1.63130731506192,0.102825490641417,ppml,spend|trip_G05_猪肉,2853269
holiday_flag,-0.0587312252261614,0.00956874421362683,-6.13781954193345,8.3661819233491e-10,ppml,spend|trip_G05_猪肉,2853269
spring_festival_window_7,0.229235263335402,0.0399500280178104,5.7380501268536,9.57727726524832e-09,ppml,spend|trip_G05_猪肉,2853269
lockdown,0.131939008729677,0.0238545976104776,5.53096769369634,3.18468980753879e-08,ppml,spend|trip_G05_猪肉,2853269
ln_covid,-0.00796304694026265,0.00530069306736532,-1.50226523948134,0.133028622060041,ppml,spend|trip_G05_猪肉,2853269
tbinb12_18,-0.00220538257738098,0.00131845292321127,-1.67270483348733,0.107935174082541,lpm,buy|trip_G06_禽类及其他肉类,2899011
tbinb24_30,-0.0039388349139753,0.0019208021399631,-2.05061980722853,0.0518675198542516,lpm,buy|trip_G06_禽类及其他肉类,2899011
tbinb6_12,-0.000928839160825336,0.00122813783631363,-0.756298791032557,0.457147276708171,lpm,buy|trip_G06_禽类及其他肉类,2899011
tbingt30,-0.00211804005308478,0.00309884304323554,-0.683493814799123,0.501123108273675,lpm,buy|trip_G06_禽类及其他肉类,2899011
tbinle0,3.83112974046238e-05,0.000905394515199511,0.0423144792258672,0.966613204514863,lpm,buy|trip_G06_禽类及其他肉类,2899011
tbinref18_24,-0.00489500567278923,0.00219587566093632,-2.22918162438305,0.0358560861260325,lpm,buy|trip_G06_禽类及其他肉类,2899011
pbinp0_10,0.000933361556090232,0.000339871313210436,2.74622046583946,0.0115029834894806,lpm,buy|trip_G06_禽类及其他肉类,2899011
pbinp10_25,0.00389684048339496,0.000937926710085237,4.15473878874909,0.000382850524979014,lpm,buy|trip_G06_禽类及其他肉类,2899011
pbinp25_50,0.00414896762528803,0.00116593404432328,3.55849256266989,0.00167150500507745,lpm,buy|trip_G06_禽类及其他肉类,2899011
pbinp50p,0.00587654235043217,0.00511290189636815,1.14935558505561,0.262221479572338,lpm,buy|trip_G06_禽类及其他肉类,2899011
holiday_flag,0.0109487221244469,0.00288110815260468,3.80017741248227,0.00092280018094432,lpm,buy|trip_G06_禽类及其他肉类,2899011
spring_festival_window_7,0.00460397836119451,0.00209779775396763,2.19467217585054,0.0385481613220037,lpm,buy|trip_G06_禽类及其他肉类,2899011
lockdown,0.0028585671245668,0.00342176824321,0.835406410191342,0.412083450260585,lpm,buy|trip_G06_禽类及其他肉类,2899011
ln_covid,-0.00118537754055133,0.000479427946946332,-2.47248319189875,0.0212424564296022,lpm,buy|trip_G06_禽类及其他肉类,2899011
tbinb12_18,-0.0206517804582738,0.0172372543757612,-1.19808990504393,0.230882018426521,ppml,spend|trip_G06_禽类及其他肉类,2827693
tbinb24_30,-0.0330098171025029,0.026948038945483,-1.22494320159189,0.220596621539628,ppml,spend|trip_G06_禽类及其他肉类,2827693
tbinb6_12,0.000423867030604621,0.0152637825560041,0.0277694620615445,0.977846022310102,ppml,spend|trip_G06_禽类及其他肉类,2827693
tbingt30,-0.00262383834406885,0.0266191409675797,-0.0985696100135051,0.921480000177689,ppml,spend|trip_G06_禽类及其他肉类,2827693
tbinle0,-0.0196145412792017,0.0147679697405577,-1.32818130208743,0.184118219828651,ppml,spend|trip_G06_禽类及其他肉类,2827693
tbinref18_24,-0.0390185933667347,0.0243962673199989,-1.59936734808399,0.109739003004319,ppml,spend|trip_G06_禽类及其他肉类,2827693
pbinp0_10,0.00891959252999406,0.00600566879945246,1.4851955423861,0.137492032499212,ppml,spend|trip_G06_禽类及其他肉类,2827693
pbinp10_25,0.035938430048316,0.00728252464422195,4.93488615611209,8.01975246082038e-07,ppml,spend|trip_G06_禽类及其他肉类,2827693
pbinp25_50,0.0363494126374999,0.0111062406174292,3.27288178688081,0.00106456991267903,ppml,spend|trip_G06_禽类及其他肉类,2827693
pbinp50p,0.0515644822457901,0.0198580062661059,2.5966595817729,0.00941351668361672,ppml,spend|trip_G06_禽类及其他肉类,2827693
holiday_flag,0.180566684682642,0.0216396052286516,8.34426888913691,7.16557873918534e-17,ppml,spend|trip_G06_禽类及其他肉类,2827693
spring_festival_window_7,0.276908072474883,0.0241895179080612,11.4474407273162,2.42190639576368e-30,ppml,spend|trip_G06_禽类及其他肉类,2827693
lockdown,0.100708369167656,0.0286400685233023,3.51634525894088,0.000437531618079216,ppml,spend|trip_G06_禽类及其他肉类,2827693
ln_covid,-0.00962671827947843,0.00608601478772623,-1.581777010942,0.113700484884732,ppml,spend|trip_G06_禽类及其他肉类,2827693
tbinb12_18,-0.00745229612805287,0.00153648081128622,-4.85023703082528,6.76486970232413e-05,lpm,buy|trip_G07_牛羊肉,2899011
tbinb24_30,-0.0127150076342824,0.00224245765995108,-5.67012160869954,8.99308338894007e-06,lpm,buy|trip_G07_牛羊肉,2899011
tbinb6_12,-0.00287248350811061,0.00103189113315243,-2.78370790854183,0.0105575522240993,lpm,buy|trip_G07_牛羊肉,2899011
tbingt30,-0.0139333894804179,0.00251227859679066,-5.54611638144642,1.21629625665354e-05,lpm,buy|trip_G07_牛羊肉,2899011
tbinle0,0.00567483131009469,0.00197314568887238,2.87603259206763,0.00853340643758686,lpm,buy|trip_G07_牛羊肉,2899011
tbinref18_24,-0.0100282422555293,0.00257491308855136,-3.89459446228189,0.000730616876339338,lpm,buy|trip_G07_牛羊肉,2899011
pbinp0_10,0.000122976228270582,0.000489583148929648,0.251185582141541,0.803901202885488,lpm,buy|trip_G07_牛羊肉,2899011
pbinp10_25,0.00239005616907453,0.000966793123192211,2.4721484997565,0.0212580761812008,lpm,buy|trip_G07_牛羊肉,2899011
pbinp25_50,0.00368605729022034,0.00139155735102527,2.648871990439,0.0143453834355638,lpm,buy|trip_G07_牛羊肉,2899011
pbinp50p,0.0100389085710334,0.00295600266115744,3.39610944974677,0.00248180823887278,lpm,buy|trip_G07_牛羊肉,2899011
holiday_flag,0.00992130956319994,0.00226457124169529,4.38109845277939,0.000217760230900135,lpm,buy|trip_G07_牛羊肉,2899011
spring_festival_window_7,0.0137506989315371,0.00342822017021496,4.01103145329051,0.000547338949193405,lpm,buy|trip_G07_牛羊肉,2899011
lockdown,0.000328327332217994,0.0105760543901901,0.0310444065532166,0.975501949286709,lpm,buy|trip_G07_牛羊肉,2899011
ln_covid,-0.0017367439917229,0.000270392068397465,-6.42305819847483,1.48670612592803e-06,lpm,buy|trip_G07_牛羊肉,2899011
tbinb12_18,-0.0919143323043818,0.021154150771276,-4.34497859536801,1.39289244407385e-05,ppml,spend|trip_G07_牛羊肉,2753315
tbinb24_30,-0.14642421248395,0.02802142839322,-5.22543713436745,1.73744145641785e-07,ppml,spend|trip_G07_牛羊肉,2753315
tbinb6_12,-0.024337475851418,0.0149889305440362,-1.6236966193096,0.104440572906797,ppml,spend|trip_G07_牛羊肉,2753315
tbingt30,-0.144193696791084,0.0285096545122435,-5.05771463239443,4.24310744714985e-07,ppml,spend|trip_G07_牛羊肉,2753315
tbinle0,0.065598239627487,0.0253686690877578,2.58579744174057,0.0097154006632656,ppml,spend|trip_G07_牛羊肉,2753315
tbinref18_24,-0.122543811029908,0.0281964026218788,-4.34607962842824,1.38592274346762e-05,ppml,spend|trip_G07_牛羊肉,2753315
