province,provincechn,year,national_growth_rate_used,province_income_growth_rate_used,convergence_adjustment,income_growth_source,population_share_source,population_scenario,population_projection_source
11,北京,2024,0.05,0.03937980512171095,-0.010620194878289056,bridge_first_available_forecast_plus_convergence,chen_guo_wang_2020_ssp2_provincial_projection,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y"
11,北京,2025,0.05,0.03958312452425951,-0.010416875475740496,national_forecast_plus_convergence,chen_guo_wang_2020_ssp2_provincial_projection,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y"
11,北京,2026,0.0487,0.03845775474160127,-0.010242245258398732,national_forecast_plus_convergence,chen_guo_wang_2020_ssp2_provincial_projection,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y"
11,北京,2027,0.0484,0.038348324903062586,-0.010051675096937416,national_forecast_plus_convergence,chen_guo_wang_2020_ssp2_provincial_projection,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y"
11,北京,2028,0.0471,0.03721618763776888,-0.009883812362231126,national_forecast_plus_convergence,chen_guo_wang_2020_ssp2_provincial_projection,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y"
11,北京,2029,0.046,0.03628484731830559,-0.009715152681694405,national_forecast_plus_convergence,chen_guo_wang_2020_ssp2_provincial_projection,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y"
11,北京,2030,0.0455,0.03596191101214372,-0.009538088987856278,national_forecast_plus_convergence,chen_guo_wang_2020_ssp2_provincial_projection,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y"
11,北京,2031,0.044199999999999996,0.03482032429744736,-0.00937967570255264,national_forecast_plus_convergence,chen_guo_wang_2020_ssp2_provincial_projection,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y"
11,北京,2032,0.0431,0.033879709032752225,-0.009220290967247777,national_forecast_plus_convergence,chen_guo_wang_2020_ssp2_provincial_projection,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y"
11,北京,2033,0.0424,0.03334385529411287,-0.009056144705887129,national_forecast_plus_convergence,chen_guo_wang_2020_ssp2_provincial_projection,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y"
11,北京,2034,0.0415,0.0326010948222139,-0.008898905177786106,national_forecast_plus_convergence,chen_guo_wang_2020_ssp2_provincial_projection,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y"
11,北京,2035,0.0406,0.03185542514528202,-0.008744574854717975,national_forecast_plus_convergence,chen_guo_wang_2020_ssp2_provincial_projection,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y"
