variant,model,group,group_label_cn,items,alpha,beta,delta,tau,omega,kappa,nll,success,message
robust_real_derived_cpi_nonfood,AIDADS_sat,grain,粮食/主粮,grain,1.2060778215735112e-05,0.0,0.4188366829403788,0.4188366829403788,0.0,6.9402627007992015,-3128.206388396165,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,oil,食用油,oil,8.356359555920621e-05,0.0,0.12787469163976947,0.12787469163976947,0.0,6.9402627007992015,-3128.206388396165,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.0031475049270121725,0.0,0.03810303832530133,0.03810303832530133,0.0,6.9402627007992015,-3128.206388396165,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,meatsea,肉类及水产品,pork+beef+mutton+poultry+aquatic,0.01304425167378882,0.0,0.04539392536593497,0.04539392536593497,0.0,6.9402627007992015,-3128.206388396165,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,dairyegg,奶蛋类,milk+egg,0.0017053770662363995,0.0,0.00936024994150174,0.00936024994150174,0.0,6.9402627007992015,-3128.206388396165,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,nonfood,其他/未覆盖支出,,0.9820072419591876,1.0,17.56561290179126,17.56561290179126,0.0,6.9402627007992015,-3128.206388396165,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,grain,粮食/主粮,grain,0.0014059915885785733,0.0,0.6765433707945667,0.0008106878568201358,0.6705107500072988,6.554502763440132,-3183.797213920089,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,oil,食用油,oil,3.984624150228892e-06,0.0,0.1652266267213739,0.08450680952140796,0.6705107500072988,6.554502763440132,-3183.797213920089,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.003013545507539794,0.0,0.026649213414885735,0.05646339613171984,0.6705107500072988,6.554502763440132,-3183.797213920089,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,meatsea,肉类及水产品,pork+beef+mutton+poultry+aquatic,0.015868018842697514,0.0,0.07291067704451375,6.148862785830101e-06,0.6705107500072988,6.554502763440132,-3183.797213920089,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,dairyegg,奶蛋类,milk+egg,0.0015960151242843334,0.0,1.0745220973281739e-05,0.0286547246281079,0.6705107500072988,6.554502763440132,-3183.797213920089,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,nonfood,其他/未覆盖支出,,0.9781124443127496,1.0,0.0019515605537253388,1.4816319349744569,0.6705107500072988,6.554502763440132,-3183.797213920089,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
