variant,model,group,group_label_cn,alpha,beta,delta,tau,omega,kappa,nll,success,message
baseline_real_national_nonfood,AIDADS_sat,grain,粮食/主粮,4.6934622432495365e-05,0.0,0.41193679616387485,0.41193679616387485,0.0,5.716904965286863,-10167.172615643065,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,oil,食用油,5.426504465310428e-05,0.0,0.1268817948208672,0.1268817948208672,0.0,5.716904965286863,-10167.172615643065,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,vegetable,蔬菜,0.0018625917671727815,0.0,0.026733675634846927,0.026733675634846927,0.0,5.716904965286863,-10167.172615643065,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,fruit,水果,0.006372621627870314,0.0,0.01846296610357108,0.01846296610357108,0.0,5.716904965286863,-10167.172615643065,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,pork,猪肉,0.01156599891113186,0.0,0.0724843292245054,0.0724843292245054,0.0,5.716904965286863,-10167.172615643065,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,beef,牛肉,0.013129304989851577,0.0,3.675737935322969e-05,3.675737935322969e-05,0.0,5.716904965286863,-10167.172615643065,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,mutton,羊肉,0.0008749956069808716,0.0,0.0048749183108447265,0.0048749183108447265,0.0,5.716904965286863,-10167.172615643065,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,poultry,禽肉,0.0018476361030783928,0.0,0.015088818640617853,0.015088818640617853,0.0,5.716904965286863,-10167.172615643065,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,aquatic,水产品,0.013368461854296146,0.0,0.00017126285679979869,0.00017126285679979869,0.0,5.716904965286863,-10167.172615643065,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,egg,蛋类,0.0028859203097858915,0.0,0.0109789745424095,0.0109789745424095,0.0,5.716904965286863,-10167.172615643065,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,milk,奶类,0.002067013987095135,0.0,0.005507399684268737,0.005507399684268737,0.0,5.716904965286863,-10167.172615643065,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,nonfood,其他/未覆盖支出,0.9459242551756514,1.0,76.18165865657964,76.18165865657964,0.0,5.716904965286863,-10167.172615643065,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,grain,粮食/主粮,5.810124365002941e-05,0.0,0.6449080132510445,0.11203111296089398,0.2278977800980271,5.169506253059941,-10216.916752876996,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,oil,食用油,6.724321125068726e-05,0.0,0.11116947745133982,0.14268717145280327,0.2278977800980271,5.169506253059941,-10216.916752876996,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,vegetable,蔬菜,0.003120656402372225,0.0,0.019821064274626765,0.03301951484143168,0.2278977800980271,5.169506253059941,-10216.916752876996,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,fruit,水果,0.010153486360069339,0.0,0.016843798794202957,0.01918687937506975,0.2278977800980271,5.169506253059941,-10216.916752876996,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,pork,猪肉,0.01953497005110738,0.0,0.0655179113681562,0.04392961404161589,0.2278977800980271,5.169506253059941,-10216.916752876996,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,beef,牛肉,0.013800662029823156,0.0,3.682402577818366e-05,3.748409603582258e-05,0.2278977800980271,5.169506253059941,-10216.916752876996,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,mutton,羊肉,0.0009752865544989105,0.0,0.005271067180348619,0.00478832111306711,0.2278977800980271,5.169506253059941,-10216.916752876996,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,poultry,禽肉,0.0024867246746143727,0.0,0.012510381594585845,0.01562947105824139,0.2278977800980271,5.169506253059941,-10216.916752876996,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,aquatic,水产品,0.014869177052209002,0.0,0.00017386948099311637,0.00017638217315329844,0.2278977800980271,5.169506253059941,-10216.916752876996,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,egg,蛋类,0.002915190351158033,0.0,0.014588583759629447,0.011046407869678896,0.2278977800980271,5.169506253059941,-10216.916752876996,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,milk,奶类,0.002298679609867964,0.0,0.0050001285314222555,0.006909282635755767,0.2278977800980271,5.169506253059941,-10216.916752876996,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,nonfood,其他/未覆盖支出,0.9297198224593789,1.0,73.28087924291339,91.3035566163157,0.2278977800980271,5.169506253059941,-10216.916752876996,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
