obs_id,province,provincechn,year,population_10k,m,food_price_index_2023,covered_food_exp_original_items,nonfood_exp_original_items,covered_daily_kcal_original_items,x_grain,p_grain_model,x_oil,p_oil_model,x_vegetable,p_vegetable_model,x_fruit,p_fruit_model,x_pork,p_pork_model,x_beef,p_beef_model,x_mutton,p_mutton_model,x_poultry,p_poultry_model,x_aquatic,p_aquatic_model,x_egg,p_egg_model,x_milk,p_milk_model,x_nonfood,p_nonfood_model
12_2016,12.0,天津,2016,1443,28934.54783657256,82.88913680122391,2516.5925726177197,26417.955263954842,1530.169783208172,0.3901662995398668,941.1585515676637,0.13549281812876712,5286.942776598337,0.0378301449740548,5078.923840481033,0.03359663533561643,11630.643673934721,0.081014642206274,3709.2015496242257,0.004749366789863014,19261.060347594812,0.008993655067808219,13108.566203995402,0.01009955596328767,5718.913707596683,0.017596924654109593,8324.870298020229,0.0329084816019726,2536.1509853564507,0.012636367342465753,4160.344838270344,290.44087735710514,90.9581168613302
12_2017,12.0,天津,2017,1410,29575.186358605977,82.8062476644227,2634.9158501687693,26940.270508437206,1483.3169468935168,0.369275096173772,937.6225987779806,0.13431470153424657,5129.759410798467,0.034507325657342464,5070.988602210534,0.03546892795726027,15637.851000487548,0.07981485599145208,3922.594251687216,0.005159497556219178,18761.612419467863,0.008697791346410957,12696.95926282066,0.010184817081232875,5027.950968554196,0.017569931405479456,9712.186966148956,0.033813808195397255,2289.3613898010567,0.012851720547945207,3925.425162101518,287.30245879693734,93.7697178828474
12_2018,12.0,天津,2018,1383,30546.363721039343,85.62166008501308,2387.036608047717,28159.327112991625,1455.4207747526605,0.36371157488223427,901.4602329125362,0.12208846877260275,4915.263206428519,0.034662508706219175,4735.998675467557,0.03584176582684931,14505.956376598557,0.08465258647430139,2358.263067244285,0.004882332257753426,19058.728530073477,0.007520976210452054,14078.83175925118,0.010352559750821918,5977.612642344087,0.017357974295205483,9931.034335011207,0.03276836081358904,2629.6138329796795,0.01387127938630137,4035.850078105289,296.0679456309848,95.1110295070208
12_2019,12.0,天津,2019,1385,30850.637662215635,90.75895969011388,2333.962949079122,28516.674713136512,1331.5357668556999,0.3234035243258499,847.4222749900138,0.10742854474109591,4595.007143694106,0.0338739155620274,3822.244261078177,0.03744152628136986,16578.881822124727,0.0757874387152603,3165.456127417133,0.004755336001643836,19937.33796608058,0.007034766579123286,15085.810095574632,0.011102317940821917,7637.201039726404,0.018120419534246576,8676.936892456682,0.03415933210257534,2598.7889932275248,0.012660761643835616,3509.0050306085877,295.6747115079821,96.44610649215656
12_2020,12.0,天津,2020,1387,26494.83359782864,97.6566406265625,2219.9675329561783,24274.86606487246,1393.196313904909,0.34173618641879705,787.320985363034,0.11870472439726028,4366.468460382302,0.03477011298176712,5325.255391289768,0.03566938724657534,10798.331976963493,0.07093226914249315,4727.664875684682,0.004882575447863013,20521.02037350747,0.007452737855260273,14605.813696749057,0.012722716538767121,4549.6320963634,0.017504199587671236,8309.498552922494,0.03968144433326028,1887.8564723323789,0.012541803002739726,3159.1159410803043,252.68158419558443,96.06899585560166
12_2021,12.0,天津,2021,1373,30106.96853468121,97.85195390781564,2199.977829970938,27906.990704710275,1369.587938564066,0.3296657309258686,810.4093782207206,0.10468972602739726,4606.800440079221,0.034512423287671234,5101.958561170326,0.035535205479452055,10714.044145285621,0.08865626301369865,3702.2142750254834,0.004421638356164384,21095.02265646371,0.007429475342465753,15431.531593218808,0.012108643835616438,4569.723600680868,0.017975410958904113,9303.239987599063,0.03698191780821918,2424.70717768333,0.012817534246575342,3537.4958324524728,285.5827895752749,97.71944151891708
12_2022,12.0,天津,2022,1363,27366.21903872929,100.2004008016032,2244.171595207431,25122.04744352186,1322.1713663667429,0.3113000469055084,797.8021947879953,0.10181897362602739,5134.344703521871,0.03369292416456164,5706.545630334997,0.031237509152054796,11725.5591697828,0.09226918707386304,3764.1659058860187,0.004748293692246576,20270.307821972387,0.008055942461630135,13808.823320711976,0.011801619231232878,4996.099147217842,0.01786148945410959,9334.01425231469,0.037315955131726024,2625.4778492410237,0.010983742290410959,3280.475362045735,252.81477743300715,99.36937903156748
12_2023,12.0,天津,2023,1364,30260.014654929622,100.0,2100.3428400238963,28159.671814905727,1282.9030190102508,0.3017694690540021,788.9353543842642,0.09093333591369862,5585.000022553961,0.032443979806726024,3022.0259973866077,0.03311898565013698,12533.489189433492,0.0921996926531507,3273.6312989881085,0.005007439113780822,19052.041929198775,0.008631259018890409,13041.70587006584,0.011894384093835617,4731.862755921084,0.01739898940342466,8376.127019053067,0.03672766527419178,2460.6340970699634,0.011326309523287672,3449.701771068039,281.59671814905727,100.0
13_2015,13.0,河北,2015,7345,14982.504500615893,79.32314018929398,2026.3486677966443,12956.155832819248,1374.1680759774074,0.40449459318559416,902.7616041087346,0.11976409820958904,6084.907513279655,0.026164115883493152,4508.985960726077,0.022355607980547944,14448.91466957855,0.06234689737800002,3156.76889863347,0.0021077984056438355,21619.414665446893,0.0036541296623835615,11472.15106709707,0.007183801756712328,5993.883225649678,0.005507302253424658,9672.229535029874,0.023121285470575344,2746.4773732325416,0.010384407802739725,4556.0061784698455,143.54382386950257,90.25923570628748
13_2016,13.0,河北,2016,7375,15900.96311488997,81.7028343949728,1969.2758579864224,13931.687256903548,1393.5107314094357,0.4016523763961287,858.7121859742944,0.12477416668767125,5779.784017431819,0.028021072398041094,4437.4323859667775,0.02462941766849315,10648.199341122232,0.06118588820367125,3458.9629413147272,0.0023091207018904113,20443.980129525684,0.004115467061260274,9988.89669036744,0.007964747837260273,5747.857194580214,0.006193497461643836,9408.578112931866,0.024600062927013694,2414.628035262734,0.011309548361643836,4703.566958322562,152.89837433574178,91.11730139335336
13_2017,13.0,河北,2017,7409,16657.34524256532,80.64069754783814,1891.9249609393069,14765.420281626013,1335.562227767681,0.38372460963089516,863.3142682485955,0.1147937995109589,5667.74599814619,0.02593904621609589,4017.2232641196383,0.025276173370410958,12444.205847341766,0.061804839888986315,3061.7857794781285,0.0024166940612054795,20066.383660526022,0.003843509740520548,11064.647965627557,0.007491968549589041,5567.287554240857,0.00592975350410959,10562.359495790817,0.02586545286860274,2244.142020940811,0.010695266542465755,4547.8655930809355,157.759635269825,93.59441188090922
13_2018,13.0,河北,2018,7426,17199.816914139366,82.41479289389058,1885.849819908778,15313.96709423059,1379.7647366467029,0.4023691902445706,841.2166507484621,0.09414909638630138,5436.577609160692,0.028347729368547944,4204.141812496412,0.02777256062328767,13811.81344941525,0.07975325500052056,2593.432932923401,0.0024686823244931505,20735.535007552007,0.003986296001630136,12027.035267204796,0.008842080530000001,5638.457268272543,0.006112705782191781,10458.71163082245,0.025315173026191778,2668.7300410234793,0.010765599035616438,4220.890518575427,159.67868319228103,95.90489342769628
13_2019,13.0,河北,2019,7447,17438.933513175827,88.67831715382626,2029.1734766371967,15409.76003653863,1458.6027177055519,0.44245091236066636,761.3808522055897,0.09374599167534246,4838.281822188565,0.02900656974858904,3387.6336663959846,0.031673310418356165,17176.367186601314,0.06896153108687672,3664.434339768811,0.002483416584,21645.87932349502,0.0036904432868630132,12261.118044432325,0.009710846809041095,5830.743889249263,0.007706637423972604,8997.108269565017,0.029073460423452054,2571.2452776935365,0.010798239035616438,4075.724333889358,158.48376238254,97.23242182592396
13_2020,13.0,河北,2020,7464,16775.443657228352,96.12729579474768,2014.713372952957,14760.730284275396,1621.4677900634292,0.4975118365019062,702.3670685013428,0.1080094741890411,4517.839237815699,0.032148663558904104,4335.511399896812,0.03288672048164383,10444.048998805796,0.06517067995158905,5149.178035024495,0.002827989759205479,22263.857253511735,0.004432837737945205,11778.261817960336,0.012967793682739724,5306.572227881397,0.007893112051369864,8298.312494587453,0.03460527855846575,1805.2937978434406,0.012279508558904112,3821.1079958184596,152.2826142382468,96.92984559079194
13_2021,13.0,河北,2021,7448,18192.32541186648,96.89631416110564,2247.873871255092,15944.45154061139,1816.277693761211,0.5344767167436192,752.3583330901166,0.11946945205479452,4954.477118688733,0.03670839863013699,4326.188251082781,0.03595082191780822,9586.415388422853,0.10074575342465755,3326.8477800583096,0.0025509452054794522,23469.04997393648,0.00440265205479452,12156.641638553352,0.014638808219178083,4962.567856907166,0.008727945205479454,10509.698793814581,0.03735173698630137,2372.707459560571,0.013115616438356167,3724.2495348251377,162.7389305884544,97.97564407580406
13_2022,13.0,河北,2022,7420,18378.75487938151,99.90009990009992,2262.732490007259,16116.022389374251,1863.4844292345597,0.5579191238601565,757.937193201654,0.10834809002876712,5173.799199927134,0.04090584584391781,4306.625222134161,0.0321189036079452,11704.836045378719,0.10897668651673977,2860.3943659419842,0.0026316026916164384,23304.898522060666,0.0045361734849863,11537.740360179008,0.014551635019863014,4947.679301378593,0.009169541827397262,9315.501773427755,0.04078500879890411,2519.567394776459,0.011799602936986302,3527.399625476363,162.46278253579686,99.19824182392829
13_2023,13.0,河北,2023,7393,19924.79924117339,100.0,2324.614943081702,17600.184298091688,1861.1292036344453,0.5269987324502501,767.589835104942,0.1115451541479452,5347.057800474389,0.041457883182657536,3224.5176179047376,0.03365514166164383,12608.98025799569,0.12345803223263017,2353.8314326919185,0.0034186152045205483,22804.81987482637,0.006398993354178082,11144.925340468455,0.016376810664931504,5064.775488821231,0.010628679706849317,8536.36452313315,0.04332731594586301,2423.726729758675,0.013299243265753423,3538.0707347910957,176.00184298091688,100.0
14_2015,14.0,山西,2015,3519,13286.527306876596,80.18252025774028,1741.024271245904,11545.503035630692,1266.7705435031464,0.40457443564242274,959.1141097712907,0.09795682183561644,6183.480059127165,0.022538485217712324,5015.761633330793,0.019496373861643837,13732.944547687946,0.04775237388271234,3057.841206710675,0.0010519213699726026,23905.583200108285,0.0032285720664246573,10670.15715602836,0.0037281556521917805,6398.050440463005,0.0031194330760273975,11176.235570194385,0.018999377064657534,2717.634555460551,0.01093932208219178,4618.359708004189,125.95096922947906,91.66664699971555
14_2016,14.0,山西,2016,3514,14056.047423932956,82.8285434262457,1649.3260419329442,12406.721382000012,1279.8289522631844,0.4137836662872771,926.6241458578943,0.09763769060136987,5768.82326587053,0.023269836110054794,5080.4007345497475,0.019614185328493145,11213.68922660612,0.045355224388438364,3603.879925677981,0.0011834106909041095,22311.857338170284,0.004036112009630136,9328.386999367855,0.003833829774931506,6244.558035952145,0.0022424169315068496,10395.853568052491,0.01845440967473972,2443.5851815477204,0.010503694334246576,4248.5463896064575,134.8217728312608,92.02312891648384
14_2017,14.0,山西,2017,3510,14816.16568939861,81.17197255772079,1681.2435838818244,13134.922105516785,1303.1050909721118,0.4173404089466041,942.5324434725777,0.09964196924794522,5835.927251070079,0.022968009092095888,4341.668073732653,0.021294655586027396,11605.39459906451,0.04738972946868495,3144.5430595059343,0.0013063050271232876,22069.603497583717,0.0036676265425890408,9521.531296420026,0.004202406049726027,6076.404494413116,0.0024703950164383565,10483.36033328751,0.020089485659506846,2273.6381024930456,0.011181554849315068,4440.455085200826,139.8035543996499,93.9527050075465
14_2018,14.0,山西,2018,3502,15496.601470723625,82.7954120088752,1649.0457836173703,13847.555687106254,1322.7231188891485,0.4232713476156427,915.4920064893199,0.09187050602465753,5607.36269661454,0.024834343608369863,4612.9435065427,0.023244311051506848,11404.288051182886,0.05426418647564385,2697.0151360225614,0.001164492881260274,21746.01487081599,0.003085970166369862,11350.051604299406,0.004374135535479453,5768.4181399260715,0.0027218076342465755,10396.936622565003,0.020860673289753426,2669.1350670677984,0.011669785161643836,4356.392603821755,144.8768836224623,95.58154027658333
14_2019,14.0,山西,2019,3497,15737.011234170865,89.41904496958523,1722.504270838023,14014.506963332842,1349.3714445744774,0.42856244261888254,831.2553981405372,0.09119967889315067,5024.655243213653,0.027781283464027397,3580.619381355617,0.025942453485753424,14976.273175023809,0.05132154909945207,3576.682950994238,0.0012579476091780823,21884.648790946885,0.0029702492087671224,12439.871462071853,0.005175021118630137,5712.011688698747,0.0031313384089041102,9039.392258902959,0.02480120942706849,2622.393309618738,0.012542548953424656,3912.533053792052,145.2947029901501,96.45573221126251
14_2020,14.0,山西,2020,3490,14740.68666881948,96.75140665709122,1731.3204766217395,13009.36619219774,1519.406182358985,0.48987021253620483,742.7726904472592,0.10621850393835616,4570.257114873318,0.02935804628527397,4356.855889244378,0.02617653157315068,10528.408688353356,0.04910700128326029,4923.295199430433,0.0013917548889863015,21674.34452223333,0.00352614181549315,11402.645229444372,0.0073668121610958905,5263.155897016501,0.003260482904794521,7643.49301839286,0.030098787792876714,1862.283173408376,0.013328816000000002,3497.593500799834,133.71515026654242,97.29163947589626
14_2021,14.0,山西,2021,3480,15789.572731219196,96.55790384377704,1791.7925986164091,13997.780132602787,1545.7745303185552,0.47635468022777105,758.3060012222279,0.10961630136986303,4982.985267469923,0.03210872054794521,4426.20556999973,0.02917627397260274,9310.412053415115,0.06397355342465753,3037.2860027855368,0.0013605041095890414,23537.460172010324,0.004127486301369863,12327.470123997542,0.0072290410958904105,4940.216162733005,0.003013219178082192,10091.302745269484,0.0316195397260274,2415.538800638192,0.01430794520547945,3556.194012189698,141.83021218313982,98.69392365096373
14_2022,14.0,山西,2022,3481,15451.37925478457,100.80645161290325,1597.620237326717,13853.759017457853,1384.0731108529092,0.4103578519721121,755.5346437340646,0.0968672111671233,4922.836167645627,0.029232200279958903,4323.671604844194,0.023795576798630137,10021.277144807875,0.07352573181189043,2571.7386967077737,0.0013739050750684932,21986.279699210605,0.0035434414864109584,11032.313525408737,0.00674185975109589,5194.118480915633,0.003176880619178083,9502.027580827616,0.030508401363616437,2509.9612458718666,0.012913495101369863,3538.827371947732,138.75073558223636,99.84638250257672
14_2023,14.0,山西,2023,3466,17441.091466302805,100.0,1603.0751205869474,15838.016345715858,1258.4434498894655,0.3493339851388695,771.1569964145249,0.10038829614657534,5312.108589960856,0.02630604829845205,3302.443354255282,0.02470780583808219,12061.717450621009,0.07199444673271235,2081.049021440447,0.0016315964578356166,22295.942988180796,0.003989818123273973,10592.812811384889,0.007291577723150685,5806.206069673423,0.0037254309363013703,8942.144893874029,0.02774012360427397,2465.4959984655284,0.012112595945205477,3550.780995437005,158.38016345715857,100.0
15_2015,15.0,内蒙古,2015,2440,19406.46414233052,82.00289799855352,2699.8098261943533,16706.654316136166,1584.6143910071883,0.4812523720752793,990.9173088894279,0.09982787356849315,6384.133754197892,0.026716630104986303,5694.138417836222,0.021511306044931504,21794.001903946,0.08490025983452057,3161.0025497499964,0.006526625620191782,20188.877602840632,0.023770009248534243,11864.278147244102,0.009132550630273973,7173.086070122882,0.005058249472602741,11753.655441387804,0.01725907088186301,3087.290530517619,0.016352248021917804,6376.734528221343,182.95664228531388,91.31482796936544
15_2016,15.0,内蒙古,2016,2436,19934.818241886063,84.13497334651592,2770.9865929177467,17163.831648968317,1634.207651502355,0.4799870430393692,957.3635870784177,0.11685353907945206,6012.846523457665,0.029617485044054797,5718.134008116648,0.02297264461342466,18401.896553977436,0.08312149281205482,3565.222691094727,0.007238880132904109,19904.4879815591,0.027302556922767122,10909.895196675563,0.010585014989041096,6987.543829074734,0.005363828341780823,11221.993164306123,0.017139654420164383,2740.63748402683,0.01692168635616438,5750.877845626177,186.76948105169035,91.89848123108536
15_2017,15.0,内蒙古,2017,2433,20205.257943567103,83.54602853309031,2522.461958672657,17682.795984894445,1572.503635421806,0.4683710741948344,939.0840181583729,0.10269542369589041,5899.7172520804015,0.025965047157657538,5086.979037252897,0.023377344470410958,16521.864411350973,0.08562454120504111,3232.741890281099,0.007276576300520548,20545.29296621119,0.02462052182745205,10799.140572933522,0.009509124031780824,7158.995071944681,0.005091115381506851,11991.461861366199,0.016804659264986303,2476.765816362388,0.01691639018082192,5645.32002908629,187.52376063675518,94.29629570594568
15_2018,15.0,内蒙古,2018,2422,20233.169776750827,85.46758718935138,2375.955628899125,17857.2141478517,1584.9189559853892,0.47051165959587266,889.3805111483518,0.09389672024794521,5732.0480881881,0.027901061455315068,5075.776310194873,0.02410419403178082,15531.64518645418,0.1007570923592055,2754.3767688230623,0.00559527722630137,20724.19720860693,0.020522236115835615,11740.70315747401,0.010165372767945206,6684.462802716393,0.005443629815068494,11620.942225771738,0.0170092376870137,2877.1253578094042,0.01655299669041096,5358.540219294431,186.36482965963756,95.81858433517068
15_2019,15.0,内蒙古,2019,2415,20353.385371653378,91.53578587979533,2467.7020643687024,17885.683307284675,1683.5597773573918,0.5220670807271204,812.1939307487673,0.08241697449863014,5192.29329153748,0.02977655734331507,4044.693904696727,0.02872392493780822,18290.283554475158,0.09823733024572606,3560.041547981581,0.006011319383013699,20392.71914956209,0.017520758345712328,11411.393397446347,0.011768286122739726,6531.398703203289,0.00700391834520548,10728.181349921058,0.020371715014356168,2811.553844153883,0.017882023715068494,4944.195124811678,185.37015146503373,96.48631759713722
15_2020,15.0,内蒙古,2020,2403,18704.680118562595,97.943290891381,2438.5957528044974,16266.084365758099,1733.5456526391552,0.5323989554210984,751.3890912406684,0.09429996043972604,4506.215309222991,0.02993701221678082,4453.101100723742,0.027981065415616437,14078.766087026921,0.09205023632794522,5014.3002010210375,0.006584334803260274,21060.379482739223,0.017475325728164383,11361.929149342808,0.014499882314657537,6114.7479458027055,0.006707411343835617,9261.873252321744,0.026388641607123287,2080.9723215091094,0.018450000701369863,4437.927755660872,168.84695824934727,96.33625938192452
15_2021,15.0,内蒙古,2021,2400,21030.807944926557,97.84534760048965,2429.958736514957,18600.8492084116,1730.9783463068088,0.48804059233148644,765.6373699298956,0.0936049315068493,4532.685319274712,0.031188784931506848,4742.540652781153,0.028054109589041098,12746.633933300376,0.13499930958904113,3272.7340040739364,0.006972583561643836,21926.56491538075,0.019536768493150683,12108.892374734167,0.013373726027397259,5964.0313194556375,0.0066498630136986306,10518.067543419502,0.025332613698630133,2625.5079723464396,0.017735890410958906,4455.322062007352,190.63284411462433,97.57421023014912
15_2022,15.0,内蒙古,2022,2401,19971.22632041661,99.90009990009992,2185.023471743722,17786.202848672885,1639.8750839298525,0.4711096369439398,757.1988499647744,0.08609562367397261,4882.351918580644,0.02748094555475342,5134.299770255121,0.0240236454879452,12148.557094791915,0.12526880114367123,2732.1439870079803,0.006813152887561643,20956.31594740332,0.01804538937119178,11189.001191574349,0.012340607499041095,5841.256129302756,0.006889120928767123,10319.880460465996,0.026276229520657533,2819.0042093075713,0.015594388953424656,4540.697117053198,179.2673934783279,99.21605097037964
15_2023,15.0,内蒙古,2023,2396,23917.510673831624,100.0,2486.0147313265993,21431.495942505026,1834.428535488107,0.5186264683569439,767.3324406656164,0.09135150362876714,5123.589542928971,0.036315798597369865,3781.409337651811,0.0322554996909589,13238.342838355089,0.1382298581793699,2400.343343685643,0.00731423675490411,20892.191106128394,0.02043157725505479,11326.288488560058,0.015015931027808217,6267.773346493582,0.008273907105479454,9692.870616441409,0.030481495169315066,2695.027934322748,0.01891799197808219,4397.274883534267,214.31495942505026,100.0
21_2015,21.0,辽宁,2015,4338,19659.131993442417,79.6118989147967,2680.9704460757443,16978.16154736667,1548.488697259508,0.41764859105069924,969.6562350633349,0.14004857014520547,6430.45180820891,0.03659126233783561,5407.383825680163,0.025148513872054797,16725.089454869227,0.09104450154608221,3043.7189285187414,0.003652147435561644,26088.590391220503,0.003690261677465753,12310.92527382653,0.00848315863958904,5820.537403571713,0.014414047728767122,12254.857396393032,0.02278269382389041,2808.1193005858026,0.01074060037260274,4573.879280772652,186.43491464657703,91.06749977359132
21_2016,21.0,辽宁,2016,4327,21982.40379327318,82.0002558822406,2626.043818582512,19356.35997469067,1568.881914520584,0.41426616837231944,936.5515729751854,0.14545809766849316,6048.552421939129,0.035408677684068496,5198.773200050528,0.02729960158493151,13465.24973067931,0.09223016824356166,3397.644079343874,0.004369010655945206,25316.591851492038,0.004871944495602739,10875.271101404162,0.009619361486712328,5438.112754690727,0.015336115656164384,10931.897110818974,0.024522789209753423,2494.439268624023,0.011059022202739726,4383.890240938543,210.30106160717062,92.04119002902208
21_2017,21.0,辽宁,2017,4312,22037.10499868077,80.93425255577147,2532.377497621863,19504.727501058907,1521.5771271016097,0.3953244088633664,942.5917584993201,0.14232288670273974,6203.890635210114,0.033780442684561644,4618.660889598732,0.02706962355369863,13627.095066985976,0.09301983864534248,2967.0952405539615,0.004504484553287671,24351.34250324032,0.004033032904849315,10897.752357041805,0.009364398629041096,5335.1830465958665,0.01506925873150685,10856.104567655428,0.025135405772821914,2348.3741904220824,0.011164782509589043,4448.816870824446,206.9087126871726,94.26730874570906
21_2018,21.0,辽宁,2018,4291,21935.650301240596,82.7957403645542,2272.144699169477,19663.50560207112,1475.6679597320713,0.3930698120135563,891.1851413522897,0.12655614593835618,5864.367644444276,0.03196897105117808,4979.746128690132,0.025684785424931505,13487.670678505981,0.09566136711369864,2267.863454650339,0.004453140828821918,23418.686179839053,0.003501365891054794,11503.963824665216,0.00920616214849315,5338.653032011982,0.014226112209589043,10882.387516435341,0.022398840007999996,2723.737208785887,0.011107277238356165,4282.357381796176,203.36037880407034,96.69290408342584
21_2019,21.0,辽宁,2019,4277,21706.152572014405,89.25380811298943,2306.5780640084936,19399.574508005913,1464.8485621749517,0.3932877573495306,809.2001781373909,0.11796607063972604,5254.036942929634,0.03271823457373973,4096.078071335347,0.02800994909561644,16886.895080459144,0.09035126497947947,3337.659939406862,0.004515354981123288,22317.85906550486,0.003150705661520548,11483.271594228709,0.010157084672328766,5433.137535213447,0.016027705565753426,9757.890390754372,0.024286798346739726,2653.368391667781,0.01195335522191781,3929.893676137206,199.79139964788342,97.09914712142832
21_2020,21.0,辽宁,2020,4255,19273.29153167663,97.19739703504548,2281.8156052765103,16991.47592640012,1611.336213165323,0.44873616173420955,738.8235181808385,0.12850349800684932,4721.000358374223,0.03476221607638356,4858.742181775075,0.028917298798082185,11239.470538480155,0.08321210354268495,4630.476521191446,0.005305318087315069,22029.25790062642,0.0038202774959589037,11936.689671729016,0.012752979112054794,5014.9987262334125,0.015732816351369867,8526.008487711348,0.030771662692821916,1857.9270950987445,0.013153774684931507,3546.2639696101364,175.56570227837037,96.78129444359853
