demand_group,G01,G02,G03,G04,G05,G06,G07,G08,G09
G01_主食,-2.00457334882205,0.206321831060022,0.0120018842150637,0.232544942866429,-0.307284609793762,-0.353065168421731,0.431309102896999,-0.124747063515052,0.851052168241916
G02_食用油,0.82881617102301,-0.537574232383813,0.372647467396185,-0.615925086791324,0.289858713748836,-0.655024922882996,-0.425413281868489,0.291858193893042,-0.718478823798521
G03_蔬菜,-0.395898969114923,0.331908190138047,-0.814939417026235,0.753871129323074,-0.277448470244735,0.378921061517566,-0.898442569726719,-0.22329337113717,0.518477725580948
G04_水果,0.723210534556847,-0.816668362797761,0.0180131118472443,-0.588889997046862,0.0351071459941242,-0.0167454868957207,-0.211974906099837,0.276559023656683,-0.322697580090013
G05_猪肉,-0.14338283886688,-0.115079999199108,-0.211697697459127,-0.0698439740652831,-0.646490079763991,0.0533529371183587,-0.0631288966285822,0.263290148314399,-0.0236533548832239
G06_禽类及其他肉类,1.04250682149652,-0.556050456567697,-0.11727442402211,-0.167038856200457,-0.0908752073768259,-0.857709330374227,-0.55895542173914,0.644069880401559,-0.319200339035908
G07_牛羊肉,-1.42978797920541,-0.318550369824881,-0.176460333030216,-0.00705258855214418,0.031343996133842,0.174512308369972,0.436847743022778,-0.562212041838289,0.488048205897728
G08_海鲜,1.43514149217268,0.300137627391393,-0.174658800263975,-0.614788051000445,-0.0516635023919688,0.0969006477691336,-0.826309431177817,-1.16965040176407,0.046347782834261
G09_乳制品,-0.624941073979218,0.509118303268618,0.0901129668961939,-0.270841632469132,-0.0325778868415086,-0.0289371498875698,0.789875425831279,-0.174328928175553,-1.31061836212529
