subgroup,food_group10,expenditure,own_price,n
low_income,G01_主食,1.13051217083627,-1.92134453214013,20269
low_income,G02_食用油,1.18012644747255,-0.546148167659337,20269
low_income,G03_蔬菜,0.636180940051607,-0.786604398608494,20269
low_income,G04_水果,0.924462974504756,-0.595973661938661,20269
low_income,G05_猪肉,0.966442878388835,-0.663139202748814,20269
low_income,G06_禽类及其他肉类,0.989435682684024,-0.860077267696249,20269
low_income,G07_牛羊肉,1.37518248135745,0.393218692091732,20269
low_income,G08_海鲜,0.956069475896745,-1.18264777347838,20269
low_income,G09_乳制品,1.05050599395935,-1.30004248567333,20269
non_low_income,G01_主食,1.06907251046033,-2.05260544593989,42180
non_low_income,G02_食用油,1.16314629373499,-0.533344919520377,42180
non_low_income,G03_蔬菜,0.59499725035904,-0.831739710974652,42180
non_low_income,G04_水果,0.910562211227631,-0.584916574719253,42180
non_low_income,G05_猪肉,0.958598008931593,-0.636393196054177,42180
non_low_income,G06_禽类及其他肉类,0.978858415325575,-0.856343409080571,42180
non_low_income,G07_牛羊肉,1.36839977518832,0.458296785480996,42180
non_low_income,G08_海鲜,0.978206561581442,-1.16360491714246,42180
non_low_income,G09_乳制品,1.08029187770302,-1.315666082049,42180
elderly,G01_主食,1.16459069744214,-1.73594364155886,14731
elderly,G02_食用油,1.14546277673187,-0.593167322493486,14731
elderly,G03_蔬菜,0.617352137005983,-0.800818056088963,14731
elderly,G04_水果,0.925250162699179,-0.564559300576676,14731
elderly,G05_猪肉,0.949980575792072,-0.624595645556013,14731
elderly,G06_禽类及其他肉类,0.946065738450219,-0.841698039359832,14731
elderly,G07_牛羊肉,1.33855619959158,0.271209186284423,14731
elderly,G08_海鲜,0.942368195234306,-1.17768134548761,14731
elderly,G09_乳制品,1.10857864691547,-1.34752589364819,14731
non_elderly,G01_主食,1.05132112360749,-2.15255613370693,47718
non_elderly,G02_食用油,1.1815620814642,-0.507008088837397,47718
non_elderly,G03_蔬菜,0.606063737449869,-0.823508012311903,47718
non_elderly,G04_水果,0.910605499576233,-0.601320686718015,47718
non_elderly,G05_猪肉,0.968431629358692,-0.659484422011744,47718
non_elderly,G06_禽类及其他肉类,1.0002793137741,-0.865374543770986,47718
non_elderly,G07_牛羊肉,1.38765564923943,0.524731458209143,47718
non_elderly,G08_海鲜,0.987186608570164,-1.16518821475389,47718
non_elderly,G09_乳制品,1.05102899715561,-1.29149817641047,47718
large_family,G01_主食,0.957311569244657,-2.72196000194959,10129
large_family,G02_食用油,1.17154968173187,-0.423251025364966,10129
large_family,G03_蔬菜,0.697906428531101,-0.885173655949409,10129
large_family,G04_水果,0.845736203843997,-0.562184841447208,10129
large_family,G05_猪肉,1.00905614655401,-0.726448253690824,10129
large_family,G06_禽类及其他肉类,1.00542375150243,-0.880931099041078,10129
large_family,G07_牛羊肉,1.42413969673713,0.705996184365752,10129
large_family,G08_海鲜,0.997684448264091,-1.12467823153152,10129
large_family,G09_乳制品,1.0119570530887,-1.27171192188528,10129
small_family,G01_主食,1.10380941261249,-1.93908686315774,52320
small_family,G02_食用油,1.16847427042049,-0.54907476790948,52320
small_family,G03_蔬菜,0.601664680747084,-0.807992970205193,52320
small_family,G04_水果,0.921792023651835,-0.591274559502425,52320
small_family,G05_猪肉,0.956481000671752,-0.637940639020171,52320
small_family,G06_禽类及其他肉类,0.980243536045579,-0.85516751754135,52320
small_family,G07_牛羊肉,1.36482736673366,0.407631621443406,52320
small_family,G08_海鲜,0.968634474477057,-1.17396728849939,52320
small_family,G09_乳制品,1.07643021866458,-1.31443644738147,52320
xq1,G01_主食,0.854715972045753,-2.4987121710755,12490
xq1,G02_食用油,1.60802063883686,-0.297377587607626,12490
xq1,G03_蔬菜,0.765972740336221,-0.97862575305864,12490
xq1,G04_水果,0.849978486057703,-0.771574905089459,12490
xq1,G05_猪肉,1.20719717650576,-0.973813468958944,12490
xq1,G06_禽类及其他肉类,1.22870810216823,-0.923758826965729,12490
xq1,G07_牛羊肉,2.01433399420693,1.84647454007229,12490
xq1,G08_海鲜,1.41742256207666,-1.55875268778045,12490
xq1,G09_乳制品,0.796827561244973,-0.947842381492324,12490
xq2,G01_主食,0.822298693051159,-2.45575736357956,12490
xq2,G02_食用油,1.45317957705534,-0.383921328644222,12490
xq2,G03_蔬菜,0.842929141178346,-0.893528835745837,12490
xq2,G04_水果,0.795314621033601,-0.678236558436435,12490
xq2,G05_猪肉,1.07318954421404,-0.851372483995199,12490
xq2,G06_禽类及其他肉类,1.09392779882452,-0.914846616723207,12490
xq2,G07_牛羊肉,1.77388113077058,1.30752285798522,12490
xq2,G08_海鲜,1.22921772927608,-1.34776144722408,12490
xq2,G09_乳制品,0.789988538610133,-0.998215991807751,12490
xq3,G01_主食,0.862406009359306,-2.36357067337368,12489
xq3,G02_食用油,1.34785767824913,-0.444179903968916,12489
xq3,G03_蔬菜,0.820594817537817,-0.853549378391906,12489
xq3,G04_水果,0.812162726270245,-0.62135963562988,12489
xq3,G05_猪肉,1.00378703502515,-0.765926569986423,12489
xq3,G06_禽类及其他肉类,1.02087035324569,-0.900466645908194,12489
xq3,G07_牛羊肉,1.61647934347079,0.972771896531764,12489
xq3,G08_海鲜,1.11473007717617,-1.23779717789974,12489
xq3,G09_乳制品,0.848486543259383,-1.08877867230567,12489
xq4,G01_主食,0.96381980362163,-2.1922717891471,12491
xq4,G02_食用油,1.24009013473769,-0.504117909402134,12491
xq4,G03_蔬菜,0.757623960190224,-0.826107546585253,12491
xq4,G04_水果,0.86197345660623,-0.577297192210453,12491
xq4,G05_猪肉,0.954332896467219,-0.683252892275251,12491
xq4,G06_禽类及其他肉类,0.970009113659352,-0.879639080524404,12491
xq4,G07_牛羊肉,1.47429402391344,0.670915357350415,12491
xq4,G08_海鲜,1.01690922672917,-1.16289028522972,12491
xq4,G09_乳制品,0.959370416557295,-1.22152872899563,12491
xq5,G01_主食,1.30722307733061,-1.65368931859056,12489
xq5,G02_食用油,0.989251577510493,-0.630762796825011,12489
