subgroup,food_group10,expenditure,own_price,n
xq5,G03_蔬菜,0.41787631649331,-0.771650258021175,12489
xq5,G04_水果,0.997058772080989,-0.553126916558491,12489
xq5,G05_猪肉,0.92188870887269,-0.545746927313796,12489
xq5,G06_禽类及其他肉类,0.949977027835344,-0.825409731728728,12489
xq5,G07_牛羊肉,1.23697609439291,0.143002389183706,12489
xq5,G08_海鲜,0.875924716948905,-1.12416452709559,12489
xq5,G09_乳制品,1.28185618370833,-1.52748627865092,12489
inc1,G01_主食,1.14600049315916,-1.89975459053652,9449
inc1,G02_食用油,1.16864687198138,-0.552560717195971,9449
inc1,G03_蔬菜,0.623512725726818,-0.785865565497923,9449
inc1,G04_水果,0.927724697747571,-0.59582518394084,9449
inc1,G05_猪肉,0.964086195179115,-0.658925054522568,9449
inc1,G06_禽类及其他肉类,0.987343792346078,-0.857062142579302,9449
inc1,G07_牛羊肉,1.36658704169174,0.379158893251033,9449
inc1,G08_海鲜,0.947524854235354,-1.1828706474601,9449
inc1,G09_乳制品,1.06591022233651,-1.31183449191598,9449
inc2,G01_主食,1.11588099734954,-1.94173965141685,10820
inc2,G02_食用油,1.19061426718787,-0.540289617967558,10820
inc2,G03_蔬菜,0.647941119491449,-0.787290273486626,10820
inc2,G04_水果,0.921364182972912,-0.596114723067461,10820
inc2,G05_猪肉,0.968656444559681,-0.667097433500401,10820
inc2,G06_禽类及其他肉类,0.99140779426684,-0.862919750908239,10820
inc2,G07_牛羊肉,1.38323310229831,0.406387315847306,10820
inc2,G08_海鲜,0.964110293072816,-1.18243804050119,10820
inc2,G09_乳制品,1.03606013096903,-1.2889841124532,10820
inc3,G01_主食,1.09665557254087,-1.98125453291435,11049
inc3,G02_食用油,1.16637456129433,-0.548862859477749,11049
inc3,G03_蔬菜,0.591563608548074,-0.835274672930479,11049
inc3,G04_水果,0.911841326100602,-0.585606316563301,11049
inc3,G05_猪肉,0.95578997143945,-0.639004293053285,11049
inc3,G06_禽类及其他肉类,0.951347929205075,-0.849820779414159,11049
inc3,G07_牛羊肉,1.37465362758353,0.419780926047803,11049
inc3,G08_海鲜,0.973387888018794,-1.17445915557814,11049
inc3,G09_乳制品,1.08707178626398,-1.32201972104916,11049
inc4,G01_主食,1.08141887921338,-2.02695960819311,11289
inc4,G02_食用油,1.16361243241729,-0.537498576921424,11289
inc4,G03_蔬菜,0.590501828203909,-0.8296326194312,11289
inc4,G04_水果,0.914174309412876,-0.586542550496416,11289
inc4,G05_猪肉,0.950877958243238,-0.625974814283703,11289
inc4,G06_禽类及其他肉类,0.964364887589036,-0.854396401750767,11289
inc4,G07_牛羊肉,1.36470573714212,0.430670759778442,11289
inc4,G08_海鲜,0.973954138436584,-1.16384396375663,11289
inc4,G09_乳制品,1.08942012973463,-1.32335035675543,11289
inc5,G01_主食,1.04335977806575,-2.11514442858833,19842
inc5,G02_食用油,1.16084464929626,-0.52110810121022,19842
inc5,G03_蔬菜,0.600338130523666,-0.830699456597508,19842
inc5,G04_水果,0.907404667482001,-0.583421112709598,19842
inc5,G05_猪肉,0.965099228858256,-0.64117063828951,19842
inc5,G06_禽类及其他肉类,1.00298347964592,-0.861188932091188,19842
inc5,G07_牛羊肉,1.36684707637852,0.499969836960785,19842
inc5,G08_海鲜,0.983731531400865,-1.15688025244899,19842
inc5,G09_乳制品,1.07031361131045,-1.30685798588836,19842
