crop,seg,eps_ll,M_ml,B_labor,n
peanut,2004-2013,-0.159874801403213,0.604517265368239,0.000922201594748854,96
peanut,2014-2024,-0.55909358533042,1.47636544601177,-0.0115436243560852,126
