crop,factor,lambda_nt,S_mean,B
peanut,labor,0.00139570421064082,0.461173312187959,0.00302642016299498
peanut,mach,-0.000672123034665501,0.0773584948980068,-0.00868841922986816
peanut,fert,-0.000101101538494726,0.108850401652856,-0.000928811809231151
peanut,seed,-0.000782968355220815,0.14492790307224,-0.00540246797630502
peanut,land,0.0008162191725414,0.156675084014242,0.00520962971028122
peanut,other,-0.000655730454801175,0.051014804174697,-0.0128537287442223
