param,est,se_delta
alpha_1,0.64798899735264,0.0348249463214736
alpha_2,0.0108164031712866,0.019617431887277
alpha_3,0.307197660740669,0.0167033919246652
alpha_4,0.0218381383079515,0.00439653204659224
gamma_1_1,0.140968088187574,0.0128038050351277
gamma_1_2,-0.00918796558412635,0.0076752943679447
gamma_1_3,-0.102399280687142,0.0067145684798075
gamma_1_4,-0.0102542816894986,0.00182524071914636
gamma_2_2,-0.00535295552598783,0.00773783416211176
gamma_2_3,0.0145852036536638,0.0055579723537346
gamma_2_4,-0.000341269357021812,0.00162580908187816
gamma_3_3,0.0705584619082229,0.00694557132504239
gamma_3_4,-0.000593561453332303,0.0016316670426902
gamma_4_4,0.0134684745099501,0.00120528598274169
gamma_1y,-0.00184992460753488,0.025566260146717
gamma_2y,0.0217303317650921,0.0146063411371285
gamma_3y,-0.0381595724866815,0.0125271762663286
gamma_4y,-0.00288304590299777,0.00321327777811354
lambda_1t,-0.00601706569158357,0.000992084652519315
lambda_2t,0.00244485409441008,0.000562972552175439
lambda_3t,0.00391833124957235,0.000527327598836993
lambda_4t,7.46286816401942e-05,0.000133689253121526
alpha_0,-0.212493771291428,0.091550998034476
alpha_y,-0.00846680250196653,0.0648001619877543
gamma_yy,0.414728371559101,0.098637664387337
lambda_t,-0.0196130450706123,0.00136571395778611
lambda_tt,0.000812059686117357,0.000357308849606598
lambda_yt,-0.0151993704763377,0.00397631450494692
fe1_云南,0.0294732975322449,0.0367723890333094
fe1_内蒙古,-0.113356651307602,0.044641311996077
fe1_四川,0.0803418181873134,0.037004596210739
fe1_安徽,-0.0494353140467824,0.036709436125312
fe1_江苏,0.0667093759774375,0.0370196510851443
fe1_江西,-0.0166072936047823,0.0384802463067574
fe1_河南,-0.0893611998890662,0.0376062668035354
fe1_浙江,-0.0513762091649542,0.0368061055473482
fe1_湖北,-0.0689920190265472,0.0369634929397403
fe1_湖南,0.0136554490817061,0.0384651582036532
fe1_甘肃,-0.0603293647807966,0.0369927032438319
fe1_贵州,0.0733861474337254,0.0378371784651304
fe1_重庆,0.211296887070183,0.0383016534222544
fe1_陕西,0.0938195529486048,0.0367873612823915
fe1_青海,0.0330145313149418,0.0367975606018396
fe2_云南,0.0777251340407236,0.0207816093905281
fe2_内蒙古,0.185870276265943,0.0255197962457799
fe2_四川,0.0879226786907719,0.0209577955618217
fe2_安徽,0.104929623677156,0.0207747520718769
fe2_江苏,0.0221433949546073,0.0209970388574386
fe2_江西,0.0941343570028553,0.0218485358809916
fe2_河南,0.141901152475114,0.0213305877537854
fe2_浙江,0.0844927769960837,0.0208384076517807
fe2_湖北,0.140242230344143,0.0208870041055319
fe2_湖南,0.110352598012546,0.0218118205105252
fe2_甘肃,0.158809543144065,0.0210081599504447
fe2_贵州,0.0887464613467873,0.0216107887992477
fe2_重庆,0.0167936812965564,0.0217769541252739
fe2_陕西,0.0812404205257162,0.0208717497475258
fe2_青海,0.116029184232402,0.0208496320338907
fe3_云南,-0.160222709512093,0.0176568822778854
fe3_内蒙古,-0.188999296759333,0.0216086428970425
fe3_四川,-0.182891235216307,0.0178743682039425
fe3_安徽,-0.107331544718355,0.0177323955903577
fe3_江苏,-0.113581621339685,0.0179037966564316
fe3_江西,-0.145934664719164,0.0185577882687676
fe3_河南,-0.109187443425844,0.0181370012468241
fe3_浙江,-0.0750971254890193,0.0177263379508125
fe3_湖北,-0.125519806498754,0.0177904728674824
fe3_湖南,-0.178043531154748,0.0186188935351288
fe3_甘肃,-0.147491924771617,0.0177646532076491
fe3_贵州,-0.205541876574948,0.0183588878536299
fe3_重庆,-0.246214526249679,0.0185408801708256
fe3_陕西,-0.188271971543287,0.017783835409663
fe3_青海,-0.185547888336144,0.0176874197226553
fe4_云南,0.0100915313172536,0.00454811686417718
fe4_内蒙古,0.0317443423577017,0.00574261734765742
fe4_四川,-0.0100991016948786,0.00498168361768029
fe4_安徽,0.00698506811131224,0.0048314083178486
fe4_江苏,-0.00188968071229355,0.00499665211873283
fe4_江西,0.0108156341610452,0.00492223364895622
fe4_河南,0.0350639993541731,0.00478032486325166
fe4_浙江,0.00195300307982951,0.00460493989703006
fe4_湖北,0.0193797125167852,0.00475370182994492
fe4_湖南,-0.0025959797671528,0.0050207326452739
fe4_甘肃,0.00760659512491932,0.00461022292304777
fe4_贵州,-0.00577301072189906,0.00487694366077638
fe4_重庆,-0.00986171852986364,0.00487112440197532
fe4_陕西,0.00050863325875637,0.00490387495444532
fe4_青海,0.0150464640612311,0.0045830824202774
feC_云南,0.411707514729805,0.0944428501084187
feC_内蒙古,-0.464697834890001,0.106631801165569
feC_四川,0.376659275765034,0.0948054805515607
feC_安徽,0.0867726004414736,0.094350214595421
feC_江苏,0.309179664606514,0.095335028075301
feC_江西,0.00476518350771932,0.0978878332319465
feC_河南,-0.144177469658523,0.0962035134101948
feC_浙江,0.0190625057109141,0.0949305649084051
feC_湖北,0.0570144302816807,0.0947357898032822
feC_湖南,0.0736727173330528,0.0980608568916522
feC_甘肃,0.474539701037928,0.0937580708211978
feC_贵州,0.255809230695231,0.0974092014120896
feC_重庆,0.368235246550845,0.0979039421153762
feC_陕西,0.672208319613585,0.0941912592758087
feC_青海,0.420693341540996,0.0940069144810633
