crop,year,eCy,RTS,tauC,TFP
rice_late_indica,2004,-0.09796004400231,-9.51599146763815,-0.00293782701185047,-0.00609428821229078
rice_late_indica,2005,-0.0659430088423022,-10.1785539353993,-0.00329363012839272,-0.0261823789468074
rice_late_indica,2006,-0.0993701952985403,-5.96245910169842,-0.00355961472806123,-0.0150943329758297
rice_late_indica,2007,-0.101593314190913,-3.38191773224093,-0.00425858377331904,-0.00425738482533593
rice_late_indica,2008,-0.0965222162841285,-7.05063358469758,-0.00392270828812017,-0.0204370945061726
rice_late_indica,2009,-0.0977377273682419,-7.56496646004756,-0.00536178287191325,-0.0350724165146459
rice_late_indica,2010,-0.0871289426161222,-7.77168581726897,-0.00752620972133357,-0.0545351964606783
rice_late_indica,2011,-0.105908381387797,-11.7098544702756,-0.0090527080555657,-0.0989380041930524
rice_late_indica,2012,-0.144426871160248,-2.08028250342372,-0.0115063544611705,-0.01446003621394
rice_late_indica,2013,-0.132296375902446,-5.14909295145525,-0.0137017860834531,-0.0655475321821035
rice_late_indica,2014,-0.151917758374914,-3.09602646452973,-0.0148406643093741,-0.0390925126102584
rice_late_indica,2015,-0.148424626686682,-1.31966918555678,-0.0153535269299928,-0.0182591926506674
rice_late_indica,2016,-0.130575232988933,-5.26790397889107,-0.0161026182874439,-0.0827947297710747
rice_late_indica,2017,-0.119464194158047,-7.0827160874029,-0.0165590469642345,-0.114855355999145
rice_late_indica,2018,-0.135248646772406,-5.36109388808934,-0.0166554658915564,-0.0876871437400671
rice_late_indica,2019,-0.152633520805323,-1.56275214595557,-0.0168170045710747,-0.023406575915918
rice_late_indica,2020,-0.106060629274079,-34.6886226305267,-0.017810101195394,-0.685698433351218
rice_late_indica,2021,-0.121100399506273,-3.05690249888094,-0.0179084539698708,-0.0556990756154222
rice_late_indica,2022,-0.10916288907462,-6.24071506130787,-0.0176421760604016,-0.106876720703791
rice_late_indica,2023,-0.104708614827412,-1.54218149597421,-0.0183455228483617,-0.0284977514910164
rice_late_indica,2024,-0.084323872539736,-9.08968538167044,-0.0194046701131131,-0.172555143291106
