crop,year,eCy,RTS,tauC,TFP
rice_late_indica,2004,-0.0979600440384458,-9.5159914593501,-0.00293782701076707,-0.00609428818695817
rice_late_indica,2005,-0.0659430088670772,-10.1785539310316,-0.00329363012747214,-0.0261823789261658
rice_late_indica,2006,-0.0993701953334961,-5.96245909903209,-0.00355961472717012,-0.0150943329627434
rice_late_indica,2007,-0.10159331422682,-3.38191773070629,-0.00425858377248793,-0.00425738481837051
rice_late_indica,2008,-0.0965222163212874,-7.05063358096619,-0.00392270828734884,-0.0204370944887273
rice_late_indica,2009,-0.0977377274027841,-7.56496645707737,-0.00536178287127616,-0.0350724164956823
rice_late_indica,2010,-0.0871289426435969,-7.77168581461848,-0.00752620972084889,-0.0545351964377891
rice_late_indica,2011,-0.105908381420482,-11.7098544649161,-0.00905270805513551,-0.0989380041433965
rice_late_indica,2012,-0.144426871202188,-2.08028250390994,-0.0115063544607739,-0.0144600362226025
rice_late_indica,2013,-0.132296375938358,-5.14909295025872,-0.0137017860831864,-0.0655475321656636
rice_late_indica,2014,-0.15191775841648,-3.09602646428823,-0.0148406643091433,-0.0390925126082388
rice_late_indica,2015,-0.148424626727687,-1.31966918644083,-0.0153535269298471,-0.0182591926635157
rice_late_indica,2016,-0.130575233023689,-5.26790397756065,-0.0161026182874223,-0.0827947297496451
rice_late_indica,2017,-0.119464194189968,-7.08271608575444,-0.0165590469643123,-0.114855355972745
rice_late_indica,2018,-0.135248646809649,-5.36109388687685,-0.0166554658916739,-0.0876871437205812
rice_late_indica,2019,-0.152633520848541,-1.56275214661803,-0.0168170045712394,-0.0234065759273873
rice_late_indica,2020,-0.106060629301843,-34.6886226767677,-0.0178101011957324,-0.685698434308653
rice_late_indica,2021,-0.121100399540111,-3.05690249902688,-0.0179084539702508,-0.0556990756176688
rice_late_indica,2022,-0.109162889107548,-6.24071505916202,-0.017642176060864,-0.106876720669923
rice_late_indica,2023,-0.104708614858613,-1.54218149496889,-0.0183455228489222,-0.028497751472584
rice_late_indica,2024,-0.0843238725639505,-9.08968537854134,-0.0194046701137858,-0.172555143238086
