crop,n6,conc6,eps_ll_5f,eps_ll_6f,eps_mm_5f,eps_mm_6f,M_ml_5f,M_ml_6f,eps_land_6f,S_land,B_labor_6f
corn,421,1,-0.277,-0.406,-0.951,-0.995,0.897,1.053,-0.677,0.186,-0.0057
