crop,f_n,f_m,eps,morishima
rice_late_indica,labor,labor,-0.20824931800102,0
rice_late_indica,labor,mach,0.17736474589845,0.86359372438585
rice_late_indica,labor,fert,-0.00276058886494039,0.340607198339125
rice_late_indica,labor,seed,0.0405855273900967,0.71899945554769
rice_late_indica,labor,other,-0.00694036642258716,0.657104422916215
rice_late_indica,mach,labor,0.342035519153277,0.550284837154297
rice_late_indica,mach,mach,-0.6862289784874,0
rice_late_indica,mach,fert,0.136995772414953,0.480363559619018
rice_late_indica,mach,seed,0.084710890996511,0.763124819154104
rice_late_indica,mach,other,0.122486795922659,0.786531585261461
rice_late_indica,fert,labor,-0.0072362626180588,0.201013055382961
rice_late_indica,fert,mach,0.186215507976988,0.872444486464388
rice_late_indica,fert,fert,-0.343367787204066,0
rice_late_indica,fert,seed,-0.0066383111029897,0.671775617054604
rice_late_indica,fert,other,0.171026852948126,0.835071642286928
rice_late_indica,seed,labor,0.254224500485949,0.462473818486969
rice_late_indica,seed,mach,0.275157624440504,0.961386602927903
rice_late_indica,seed,fert,-0.0158632154437952,0.327504571760271
rice_late_indica,seed,seed,-0.678413928157593,0
rice_late_indica,seed,other,0.164895018674935,0.828939808013737
rice_late_indica,other,labor,-0.0311092286161517,0.177140089384868
rice_late_indica,other,mach,0.28470310883854,0.97093208732594
rice_late_indica,other,fert,0.29245466877695,0.635822455981015
rice_late_indica,other,seed,0.117996240339464,0.796410168497057
rice_late_indica,other,other,-0.664044789338802,0
