crop,year,factor,delta
peanut,2004,fert,0
peanut,2005,fert,0.0309100435013372
peanut,2006,fert,0.0245851324629036
peanut,2007,fert,0.0332600084176929
peanut,2008,fert,0.0397197427693808
peanut,2009,fert,0.0477102704358989
peanut,2010,fert,0.043697558881601
peanut,2011,fert,0.036910432640499
peanut,2012,fert,0.0336841492411125
peanut,2013,fert,0.031797284942732
peanut,2014,fert,0.0409574234110505
peanut,2015,fert,0.0444561991202396
peanut,2016,fert,0.0468587567944751
peanut,2017,fert,0.0501782505855284
peanut,2018,fert,0.0557687005108334
peanut,2019,fert,0.06063239765875
peanut,2020,fert,0.0551832373179628
peanut,2021,fert,0.058445506472811
peanut,2022,fert,0.0597390907375911
peanut,2023,fert,0.0636193045606161
peanut,2024,fert,0.0655652062159703
peanut,2004,labor,0
peanut,2005,labor,-0.0412589062208716
peanut,2006,labor,-0.0279644376149914
peanut,2007,labor,-0.0514461166631569
peanut,2008,labor,-0.0477347922235901
peanut,2009,labor,-0.0162171283989275
peanut,2010,labor,-0.00476413855741459
peanut,2011,labor,0.0150855077146044
peanut,2012,labor,0.0569132953017521
peanut,2013,labor,0.0832473011367633
peanut,2014,labor,0.0884942319730977
peanut,2015,labor,0.0847559147881105
peanut,2016,labor,0.0778666062168695
peanut,2017,labor,0.0748389637296664
peanut,2018,labor,0.0647843492220861
peanut,2019,labor,0.0254652239602387
peanut,2020,labor,0.0386837059314629
peanut,2021,labor,0.0403980643518433
peanut,2022,labor,0.0319037830454126
peanut,2023,labor,0.0390495283762008
peanut,2024,labor,0.0302677308415825
peanut,2004,mach,0
peanut,2005,mach,0.0019906468196597
peanut,2006,mach,0.00358807655878689
peanut,2007,mach,0.00855461268448377
peanut,2008,mach,-0.00122543339675228
peanut,2009,mach,0.00373445999558864
peanut,2010,mach,-0.000387763304848951
peanut,2011,mach,-0.0162757425614306
peanut,2012,mach,-0.022925565280754
peanut,2013,mach,-0.036148599660079
peanut,2014,mach,-0.0366722345259107
peanut,2015,mach,-0.0402757455189881
peanut,2016,mach,-0.0365052583751254
peanut,2017,mach,-0.0396035544234402
peanut,2018,mach,-0.0320941818908188
peanut,2019,mach,-0.0124318763690783
peanut,2020,mach,-0.0236321850979712
peanut,2021,mach,-0.023481941153063
peanut,2022,mach,-0.0211234483917687
peanut,2023,mach,-0.0343330069469616
peanut,2024,mach,-0.0306921496933151
peanut,2004,other,0
peanut,2005,other,0.00557630388626823
peanut,2006,other,0.00102421522291735
peanut,2007,other,-0.0034811299729287
peanut,2008,other,-0.00367829816148573
peanut,2009,other,-0.0086738014535376
peanut,2010,other,-0.0207606312183034
peanut,2011,other,-0.0264299615356079
peanut,2012,other,-0.039231058531621
peanut,2013,other,-0.0499105781924558
peanut,2014,other,-0.0521203844862889
peanut,2015,other,-0.0558181148578559
peanut,2016,other,-0.0536028147403075
peanut,2017,other,-0.0533706101571989
peanut,2018,other,-0.0515671194144546
peanut,2019,other,-0.0431061966575448
peanut,2020,other,-0.0431797449688548
peanut,2021,other,-0.0435682236141812
peanut,2022,other,-0.0387651821601903
peanut,2023,other,-0.0386537705600385
peanut,2024,other,-0.0383559272401933
peanut,2004,seed,0
peanut,2005,seed,0.00278191201360651
peanut,2006,seed,-0.00123298662961644
peanut,2007,seed,0.013112625533909
peanut,2008,seed,0.0129187810124473
peanut,2009,seed,-0.0265538005790224
peanut,2010,seed,-0.0177850258010341
peanut,2011,seed,-0.00929023625806483
peanut,2012,seed,-0.0284408207304896
peanut,2013,seed,-0.0289854082269605
peanut,2014,seed,-0.0406590363719486
peanut,2015,seed,-0.0331182535315062
peanut,2016,seed,-0.0346172898959117
peanut,2017,seed,-0.0320430497345556
peanut,2018,seed,-0.0368917484276461
peanut,2019,seed,-0.0305595485923655
peanut,2020,seed,-0.0270550131825997
peanut,2021,seed,-0.0317934060574101
peanut,2022,seed,-0.0317542432310446
peanut,2023,seed,-0.0296820554298168
peanut,2024,seed,-0.0267848601240444
