crop,method,n_obs,n_prov,iter,converged,inv_err,concavity_rate,concavity_rate_obsS,monotonicity_rate
peanut,plain,222,17,17,TRUE,3.38858108239748e-12,0.747747747747748,0.720720720720721,1
