crop,f_n,f_m,S_n,eps,morishima
rice_mid_indica,labor,labor,0.468162098439403,-0.285614584470668,0
rice_mid_indica,labor,mach,0.468162098439403,0.131507275771545,0.892266931999648
rice_mid_indica,labor,fert,0.468162098439403,0.0227528693675503,0.44077731033449
rice_mid_indica,labor,seed,0.468162098439403,0.0536256247879385,0.793753775609731
rice_mid_indica,labor,land,0.468162098439403,0.0655726494544564,0.586845728765488
rice_mid_indica,labor,other,0.468162098439403,0.0121561650891773,0.752535172354633
rice_mid_indica,mach,labor,0.158330919341869,0.388848384391178,0.674462968861845
rice_mid_indica,mach,mach,0.158330919341869,-0.760759656228103,0
rice_mid_indica,mach,fert,0.158330919341869,0.0670244959173406,0.48504893688428
rice_mid_indica,mach,seed,0.158330919341869,0.0250613746295852,0.765189525451378
rice_mid_indica,mach,land,0.158330919341869,0.140130518386684,0.661403597697716
rice_mid_indica,mach,other,0.158330919341869,0.139694882903315,0.880073890168771
rice_mid_indica,fert,labor,0.116263355188396,0.0916198491895329,0.3772344336602
rice_mid_indica,fert,mach,0.116263355188396,0.0912759660154471,0.85203562224355
rice_mid_indica,fert,fert,0.116263355188396,-0.418024440966939,0
rice_mid_indica,fert,seed,0.116263355188396,0.045946199120896,0.786074349942689
rice_mid_indica,fert,land,0.116263355188396,0.115903602650773,0.637176681961805
rice_mid_indica,fert,other,0.116263355188396,0.0732788239902904,0.813657831255746
rice_mid_indica,seed,labor,0.0544838159352884,0.460787934910133,0.7464025193808
rice_mid_indica,seed,mach,0.0544838159352884,0.0728287917605862,0.833588447988689
rice_mid_indica,seed,fert,0.0544838159352884,0.0980448813330942,0.516069322300034
rice_mid_indica,seed,seed,0.0544838159352884,-0.740128150821793,0
rice_mid_indica,seed,land,0.0544838159352884,0.0617761496574794,0.583049228968511
rice_mid_indica,seed,other,0.0544838159352884,0.0466903931605001,0.787069400425956
rice_mid_indica,land,labor,0.143441513644775,0.214014955564768,0.499629540035435
rice_mid_indica,land,mach,0.143441513644775,0.154676238700054,0.915435894928157
rice_mid_indica,land,fert,0.143441513644775,0.0939431087988408,0.51196754976578
rice_mid_indica,land,seed,0.143441513644775,0.0234646183075295,0.763592769129322
rice_mid_indica,land,land,0.143441513644775,-0.521273079311032,0
rice_mid_indica,land,other,0.143441513644775,0.0351741579398396,0.775553165205296
rice_mid_indica,other,labor,0.0593182974502684,0.0959409828290565,0.381555567299724
rice_mid_indica,other,mach,0.0593182974502684,0.37287009553806,1.13362975176616
rice_mid_indica,other,fert,0.0593182974502684,0.143625867693081,0.561650308660021
rice_mid_indica,other,seed,0.0593182974502684,0.0428850944185591,0.783013245240352
rice_mid_indica,other,land,0.0593182974502684,0.0850569667866986,0.60633004609773
rice_mid_indica,other,other,0.0593182974502684,-0.740379007265456,0
