crop,period,f_n,f_m,S_n,eps,allen,morishima
wheat,all,labor,labor,0.41016173496712,-0.406728902483617,-0.991630539392519,0
wheat,all,labor,mach,0.41016173496712,0.17527851384861,0.794625404425711,0.983246781961453
wheat,all,labor,fert,0.41016173496712,0.145594495475093,0.703896567688082,0.876716128251262
wheat,all,labor,seed,0.41016173496712,0.0536663398011889,0.507001255852737,0.606029369577421
wheat,all,labor,other,0.41016173496712,0.0321895533587251,0.569052273748444,1.14821363880378
wheat,all,mach,labor,0.220580053031763,0.325924934528199,0.794625404425711,0.732653837011816
wheat,all,mach,mach,0.220580053031763,-0.807968268112844,-3.66292535071835,0
wheat,all,mach,fert,0.220580053031763,0.272741284294237,1.31860516604761,1.00386291707041
wheat,all,mach,seed,0.220580053031763,0.100788090155452,0.952173904035859,0.653151119931684
wheat,all,mach,other,0.220580053031763,0.108513959134955,1.91832780315526,1.22453804458001
wheat,all,fert,labor,0.206840752119722,0.288711437440345,0.703896567688082,0.695440339923962
wheat,all,fert,mach,0.206840752119722,0.290857997454738,1.31860516604761,1.09882626556758
wheat,all,fert,fert,0.206840752119722,-0.731121632776168,-3.53470786237031,0
wheat,all,fert,seed,0.206840752119722,0.0473316096926646,0.447155249353915,0.599694639468896
wheat,all,fert,other,0.206840752119722,0.104220588188421,1.84242887806164,1.22024467363347
wheat,all,seed,labor,0.105850506644064,0.207952514731068,0.507001255852737,0.614681417214684
wheat,all,seed,mach,0.105850506644064,0.210030570247691,0.952173904035859,1.01799883836053
wheat,all,seed,fert,0.105850506644064,0.0924899280906454,0.447155249353915,0.823611560866814
wheat,all,seed,seed,0.105850506644064,-0.552363029776232,-5.21833146848909,0
wheat,all,seed,other,0.105850506644064,0.0418900167068281,0.740538676903374,1.15791410215188
wheat,all,other,labor,0.056566953237331,0.233403467887646,0.569052273748444,0.640132370371263
wheat,all,other,mach,0.056566953237331,0.423144848552293,1.91832780315526,1.23111311666514
wheat,all,other,fert,0.056566953237331,0.381089374865365,1.84242887806164,1.11221100764153
wheat,all,other,seed,0.056566953237331,0.0783863941397469,0.740538676903374,0.630749423915979
wheat,all,other,other,0.056566953237331,-1.11602408544505,-19.7292592507623,0
wheat,2004-2008,labor,labor,0.383419787039467,-0.420699727991722,-1.0972300914361,0
wheat,2004-2008,labor,mach,0.383419787039467,0.173818484733964,0.781981205720749,0.979868903983388
wheat,2004-2008,labor,fert,0.383419787039467,0.166584141576886,0.717719321610258,0.879196449604786
wheat,2004-2008,labor,seed,0.383419787039467,0.0477748517383341,0.461153231792846,0.594960544872365
wheat,2004-2008,labor,other,0.383419787039467,0.0325222499425384,0.554988404434708,1.1405259674363
wheat,2004-2008,mach,labor,0.222279619334017,0.299827067366315,0.781981205720749,0.720526795358037
wheat,2004-2008,mach,mach,0.222279619334017,-0.806050419249424,-3.6262902629781,0
wheat,2004-2008,mach,fert,0.222279619334017,0.297498723747175,1.28175815636803,1.01011103177507
wheat,2004-2008,mach,seed,0.222279619334017,0.0985749399953941,0.951507969122313,0.645760633129425
wheat,2004-2008,mach,other,0.222279619334017,0.11014968814054,1.87969158893094,1.2181534056343
wheat,2004-2008,fert,labor,0.232102071883953,0.275187789445915,0.717719321610257,0.695887517437637
wheat,2004-2008,fert,mach,0.232102071883953,0.284908715075756,1.28175815636803,1.09095913432518
wheat,2004-2008,fert,fert,0.232102071883953,-0.7126123080279,-3.07025397164138,0
wheat,2004-2008,fert,seed,0.232102071883953,0.0514487798097763,0.496616320465512,0.598634472943807
wheat,2004-2008,fert,other,0.232102071883953,0.101067023696453,1.72469697887948,1.20907074119022
wheat,2004-2008,seed,labor,0.103598648875554,0.176815273926575,0.461153231792846,0.597515001918297
wheat,2004-2008,seed,mach,0.103598648875554,0.211500829169791,0.951507969122313,1.01755124841922
wheat,2004-2008,seed,fert,0.103598648875554,0.115265676911431,0.496616320465512,0.827877984939331
wheat,2004-2008,seed,seed,0.103598648875554,-0.547185693134031,-5.28178406835525,0
wheat,2004-2008,seed,other,0.103598648875554,0.0436039131262346,0.744095694971765,1.15160763062
wheat,2004-2008,other,labor,0.0585998728670096,0.212793535837729,0.554988404434708,0.633493263829451
wheat,2004-2008,other,mach,0.0585998728670096,0.417817130852923,1.87969158893094,1.22386755010235
wheat,2004-2008,other,fert,0.0585998728670096,0.400305742169921,1.72469697887948,1.11291805019782
wheat,2004-2008,other,seed,0.0585998728670096,0.0770873086331913,0.744095694971765,0.624273001767222
wheat,2004-2008,other,other,0.0585998728670096,-1.10800371749376,-18.9079542887122,0
wheat,2009-2014,labor,labor,0.408534446275255,-0.407626823559685,-0.997778344705458,0
wheat,2009-2014,labor,mach,0.408534446275255,0.175740446775715,0.794406085691156,0.982983437458465
wheat,2009-2014,labor,fert,0.408534446275255,0.149460177701162,0.708508649239343,0.877680758872657
wheat,2009-2014,labor,seed,0.408534446275255,0.0515316325055998,0.495860441568816,0.599484455166087
wheat,2009-2014,labor,other,0.408534446275255,0.0308945665772081,0.55797520251139,1.15185047050723
wheat,2009-2014,mach,labor,0.221222432633828,0.324542250335529,0.794406085691156,0.732169073895213
wheat,2009-2014,mach,mach,0.221222432633828,-0.80724299068275,-3.64901055047575,0
wheat,2009-2014,mach,fert,0.221222432633828,0.276659564602572,1.31149111041228,1.00488014577407
wheat,2009-2014,mach,seed,0.221222432633828,0.0988759447634438,0.951428612815774,0.646828767423931
wheat,2009-2014,mach,other,0.221222432633828,0.107165230981205,1.93547112271292,1.22812113491123
wheat,2009-2014,fert,labor,0.21095039257689,0.289450188698224,0.708508649239343,0.697077012257908
wheat,2009-2014,fert,mach,0.21095039257689,0.290131253823046,1.31149111041228,1.0973742445058
wheat,2009-2014,fert,fert,0.21095039257689,-0.728220581171496,-3.45209398416295,0
wheat,2009-2014,fert,seed,0.21095039257689,0.046544802966791,0.447874934863328,0.594497625627278
wheat,2009-2014,fert,other,0.21095039257689,0.102094335683436,1.84388758087503,1.22305023961346
wheat,2009-2014,seed,labor,0.103923661146598,0.202576070926119,0.495860441568816,0.610202894485804
wheat,2009-2014,seed,mach,0.103923661146598,0.210477352204534,0.951428612815774,1.01772034288728
wheat,2009-2014,seed,fert,0.103923661146598,0.0944793933347682,0.447874934863328,0.822699974506264
