crop,method,n_obs,n_prov,iter,converged,inv_err,concavity_rate,concavity_rate_obsS,monotonicity_rate
rapeseed_hw,cc,302,16,10,TRUE,,0.986754966887417,0.980132450331126,0.996688741721854
