crop,f_n,f_m,S_n,eps,morishima
rice_early_indica,labor,labor,0.382598357446759,-0.268379035025979,0
rice_early_indica,labor,mach,0.382598357446759,0.123810570690681,0.79765661807571
rice_early_indica,labor,fert,0.382598357446759,0.0148246623379782,0.435145634836933
rice_early_indica,labor,seed,0.382598357446759,0.0355064941342711,0.717208327902547
rice_early_indica,labor,land,0.382598357446759,0.0735390536942403,0.469771070093471
rice_early_indica,labor,other,0.382598357446759,0.020698254168808,0.806933877457858
rice_early_indica,mach,labor,0.192585457580367,0.245967279024861,0.51434631405084
rice_early_indica,mach,mach,0.192585457580367,-0.673846047385028,0
rice_early_indica,mach,fert,0.192585457580367,0.135988299868923,0.556309272367877
rice_early_indica,mach,seed,0.192585457580367,0.0591267765752464,0.740828610343522
rice_early_indica,mach,land,0.192585457580367,0.119232025336874,0.515464041736105
rice_early_indica,mach,other,0.192585457580367,0.113531666579124,0.899767289868174
rice_early_indica,fert,labor,0.145164877426771,0.0390720645431229,0.307451099569102
rice_early_indica,fert,mach,0.145164877426771,0.180411194636554,0.854257242021582
rice_early_indica,fert,fert,0.145164877426771,-0.420320972498955,0
rice_early_indica,fert,seed,0.145164877426771,0.00204766330859664,0.683749497076872
rice_early_indica,fert,land,0.145164877426771,0.0289869206382183,0.425218937037449
rice_early_indica,fert,other,0.145164877426771,0.169803129372463,0.956038752661513
rice_early_indica,seed,labor,0.0517567305292231,0.262472652262971,0.53085168728895
rice_early_indica,seed,mach,0.0517567305292231,0.220009208571754,0.893855255956783
rice_early_indica,seed,fert,0.0517567305292231,0.00574319108189982,0.426064163580854
rice_early_indica,seed,seed,0.0517567305292231,-0.681701833768276,0
rice_early_indica,seed,land,0.0517567305292231,0.106948841434975,0.503180857834205
rice_early_indica,seed,other,0.0517567305292231,0.0865279404166756,0.872763563705726
rice_early_indica,land,labor,0.153161735189389,0.183700720789135,0.452079755815114
rice_early_indica,land,mach,0.153161735189389,0.149922264391574,0.823768311776602
rice_early_indica,land,fert,0.153161735189389,0.0274734598444143,0.447794432343369
rice_early_indica,land,seed,0.153161735189389,0.0361403738323937,0.717842207600669
rice_early_indica,land,land,0.153161735189389,-0.396232016399231,0
rice_early_indica,land,other,0.153161735189389,-0.00100480245828663,0.785230820830764
rice_early_indica,other,labor,0.0747328418274919,0.105965702003965,0.374344737029944
rice_early_indica,other,mach,0.0747328418274919,0.292569470440757,0.966415517825785
rice_early_indica,other,fert,0.0747328418274919,0.329834245015528,0.750155217514483
rice_early_indica,other,seed,0.0747328418274919,0.0599255051177124,0.741627338885988
rice_early_indica,other,land,0.0747328418274919,-0.00205929928891223,0.394172717110318
rice_early_indica,other,other,0.0747328418274919,-0.78623562328905,0
