crop,factor,lambda_nt,S_mean,B
soybean,labor,-0.00170287361589789,0.551841351612092,-0.00308580285062599
soybean,mach,-0.00176260085584128,0.167216463767998,-0.0105408332177553
soybean,fert,0.000594029823302872,0.123546352334566,0.00480815347501502
soybean,seed,0.00131546006246685,0.100609566793337,0.0130749003737284
soybean,other,0.00155598458596945,0.056786265492007,0.0274007204468915
