param,est,se_delta
alpha_1,0.646199937006798,0.0096138583516825
alpha_2,0.0734712839188751,0.00580703681803291
alpha_3,0.157828269951686,0.00447267685881696
alpha_4,0.0502575509849626,0.00173575293757805
gamma_1_1,0.148145584796957,0.010003767617498
gamma_1_2,0.00885147663322133,0.00582260533730069
gamma_1_3,-0.103037874937245,0.00425332588294304
gamma_1_4,-0.0347672642666065,0.00199409819964518
gamma_2_2,0.00184851426001013,0.00484292921832395
gamma_2_3,-0.0171323705747787,0.00340375135605861
gamma_2_4,-0.00503222065949253,0.00163212336800002
gamma_3_3,0.113197275579092,0.00412440174279575
gamma_3_4,-0.00438090952535317,0.00165371658141318
gamma_4_4,0.0526238608904197,0.00210778835538477
gamma_1y,-0.0464602806934246,0.0224904734959156
gamma_2y,0.0287346679927352,0.0129366371943475
gamma_3y,0.0244454915885393,0.0100586773119748
gamma_4y,-0.0147362610799231,0.00381267751607797
lambda_1t,-0.00669394646293335,0.000741179094713356
lambda_2t,0.00111711670775347,0.000416548229072729
lambda_3t,0.0050241769709068,0.000325821961994835
lambda_4t,0.000143595591911692,0.000119947828162306
alpha_0,0.350805214589441,0.0165453850199534
alpha_y,0.203371962233868,0.0448102010737151
gamma_yy,0.0209890642583792,0.152613325566984
lambda_t,-0.0180814431742865,0.000810515988428459
lambda_tt,6.09059989532683e-05,0.00020772624030891
lambda_yt,0.0109450741413648,0.00323102409212479
fe1_内蒙古,-0.289870565487248,0.0144344465586863
fe1_北京,-0.249793012289422,0.0232591324214427
fe1_吉林,-0.190720146092319,0.0137587353860276
fe1_四川,0.0109029371984602,0.0126558199390534
fe1_天津,-0.260862303710964,0.0236093981825653
fe1_宁夏,-0.142933054881293,0.0148968261048681
fe1_安徽,-0.17660288979813,0.0125065553492061
fe1_山东,-0.188682551875928,0.0138411130600886
fe1_山西,-0.108158063950262,0.0146977714645034
fe1_广西,-0.0480131981253355,0.0135647665417615
fe1_新疆,-0.271426209763038,0.0179607376245033
fe1_江苏,-0.130598856758786,0.0126463233525756
fe1_河北,-0.153670048861471,0.0133887671482729
fe1_河南,-0.162509079567716,0.0130373383714253
fe1_湖北,-0.066189177264934,0.0127604040847698
fe1_甘肃,-0.0502680530326226,0.0158496394526505
fe1_福建,-0.125824454095901,0.0474074823037708
fe1_贵州,0.0541502833739296,0.0129026290494762
fe1_辽宁,-0.193307674168519,0.013454010692658
fe1_重庆,0.0732400234213156,0.0124885291791614
fe1_陕西,-0.0610057914070264,0.0128757175132618
fe1_黑龙江,-0.237795029767159,0.0130144157085708
fe2_内蒙古,0.180588345417921,0.0089491108829695
fe2_北京,0.149890209120287,0.0133686044684745
fe2_吉林,0.110950389374766,0.00817649616880328
fe2_四川,0.0182021039197172,0.0073282151395711
fe2_天津,0.106782829942358,0.0135743821664855
fe2_宁夏,0.0907103548753302,0.00894933333015347
fe2_安徽,0.0587077729974678,0.00733483246102672
fe2_山东,0.0936720183706207,0.00852539044135089
fe2_山西,0.104399231843691,0.00913140597039764
fe2_广西,0.0310098629365453,0.00793408782472539
fe2_新疆,0.152023176287611,0.0111183820532097
fe2_江苏,0.030914432204663,0.00743381578155228
fe2_河北,0.110818392334213,0.00817967159227676
fe2_河南,0.0901695148582867,0.00791094368932216
fe2_湖北,0.0324056210183833,0.00750433781828024
fe2_甘肃,0.054749479463423,0.00945911320737534
fe2_福建,-0.00689778953240837,0.02709654652816
fe2_贵州,-0.00187087957466359,0.00749455859208202
fe2_辽宁,0.0984577388122985,0.00838546412006649
fe2_重庆,-0.0336507071795126,0.00724518348416538
fe2_陕西,0.068474593593665,0.0076006295007868
fe2_黑龙江,0.147668771335529,0.00790171723678141
fe3_内蒙古,0.0748845342957828,0.006848246285135
fe3_北京,0.104800742302384,0.010347853738647
fe3_吉林,0.0898977724918261,0.00650484632573484
fe3_四川,-0.00889268138305355,0.00564205265266896
fe3_天津,0.143945637090259,0.0105171660653055
fe3_宁夏,0.0475609161594838,0.0068930508120114
fe3_安徽,0.0922123293800223,0.00568449887399903
fe3_山东,0.0791740895287669,0.00661289626591308
fe3_山西,0.0139866229857935,0.00706310086897631
fe3_广西,0.0243076163681839,0.00616332566009641
fe3_新疆,0.0469979193832564,0.00855434222383387
fe3_江苏,0.0906912318747275,0.00573262309260784
fe3_河北,0.0298057335288468,0.0063740630907965
fe3_河南,0.0534159494529159,0.0061502548007816
fe3_湖北,0.0416418386396518,0.00578595066983395
fe3_甘肃,-0.0196938795089031,0.0073246412324169
fe3_福建,0.0706027609843073,0.0209886796927264
fe3_贵州,-0.0120613611005324,0.005823060271363
fe3_辽宁,0.0821879600356265,0.00645233178462355
fe3_重庆,0.00694309524025825,0.00564142853340826
fe3_陕西,0.013258159813047,0.00581285602947396
fe3_黑龙江,0.0800464437586984,0.00610633866832011
fe4_内蒙古,0.0372266497324472,0.00271064127394554
fe4_北京,0.0424871016582829,0.00387685738005902
fe4_吉林,0.0223574879515969,0.00252594724569127
fe4_四川,0.00873536268231041,0.002152861946682
fe4_天津,0.0446364117674241,0.00392943241624849
fe4_宁夏,0.0174830149307567,0.00267045166632742
fe4_安徽,0.0396337974283287,0.00217393941896285
fe4_山东,0.0275390315914711,0.0026061974355023
fe4_山西,0.00511034854315746,0.00280307209601826
fe4_广西,0.00351110459363249,0.00248805113595334
fe4_新疆,0.0430252222657,0.0034255827466994
fe4_江苏,0.0256156190463634,0.00219181348238756
fe4_河北,0.032332411476572,0.00252573877198737
fe4_河南,0.03787862374246,0.00241639262309491
fe4_湖北,0.0034745922348937,0.00223874198025427
fe4_甘肃,-0.000346695805899851,0.00283133154870372
fe4_福建,-0.0420654941562547,0.00851137372952308
fe4_贵州,-0.0158778943038193,0.00222622927214254
fe4_辽宁,0.0369384631441315,0.00255211045334146
fe4_重庆,-0.0144979079841399,0.00217819675308112
fe4_陕西,0.0169902652695948,0.00225961642849429
fe4_黑龙江,0.0454720042569269,0.00237490534993331
feC_内蒙古,-0.48278157585502,0.0241103053016359
feC_北京,-0.73155887176211,0.0442259564050753
feC_吉林,-0.496880782320553,0.0245190387917167
feC_四川,-0.223850239239205,0.0220876198043797
feC_天津,-0.820485438128807,0.0459342022130185
