crop,method,n_obs,n_prov,iter,converged,inv_err,concavity_rate,concavity_rate_obsS,monotonicity_rate
wheat_hw,plain,325,21,21,TRUE,6.05031649780763e-12,0.624615384615385,0.593846153846154,0.996923076923077
