param,est
alpha_1,0.308184964831897
alpha_2,0.225095476690269
alpha_3,0.291335997255369
alpha_4,0.118831469191319
gamma_1_1,0.0701231136304728
gamma_1_2,-0.0148705393723106
gamma_1_3,-0.0190091405249455
gamma_1_4,-0.0225017270072245
gamma_2_2,-0.00536025286189507
gamma_2_3,0.00975666276875809
gamma_2_4,0.000900829520973975
gamma_3_3,0.0143011288750456
gamma_3_4,-0.0138182077475341
gamma_4_4,0.0356213390820736
gamma_1y,-0.109716180843147
gamma_2y,-0.0229256694346065
gamma_3y,0.0384973049183885
gamma_4y,0.0459667358321996
lambda_1t,0.000826717965933449
lambda_2t,0.000318134926959337
lambda_3t,-0.00255171647544759
lambda_4t,0.000807109268847962
alpha_0,-0.580366780513547
alpha_y,0.244934133803277
gamma_yy,0.35254166329646
lambda_t,-0.0152586879815551
lambda_tt,0.000904886302112079
lambda_yt,0.000934548443114663
fe1_云南,0.315687169083825
fe1_内蒙古,0.0543324383197295
fe1_北京,0.00115362125518459
fe1_四川,0.338337303699209
fe1_天津,-0.0717424502485073
fe1_宁夏,0.100084419185697
fe1_安徽,0.041355735547306
fe1_山东,0.0948628141651788
fe1_山西,0.0557760540900283
fe1_新疆,0.0327937018735829
fe1_江苏,0.0431111263967151
fe1_河北,0.0943795859920158
fe1_河南,0.11110698953742
fe1_湖北,0.0676995610822537
fe1_甘肃,0.200903377870938
fe1_重庆,0.481116630130162
fe1_陕西,0.194477203309955
fe1_青海,0.350861122644471
fe1_黑龙江,-0.164161824775132
fe2_云南,-0.129480537358799
fe2_内蒙古,0.0219934902041876
fe2_北京,0.0955888053861829
fe2_四川,-0.121188730982551
fe2_天津,0.138361236817106
fe2_宁夏,-0.00614514128523023
fe2_安徽,0.000835945541938443
fe2_山东,0.0313489126684168
fe2_山西,0.0473316304496363
fe2_新疆,0.0365957681805842
fe2_江苏,-0.00774858602296735
fe2_河北,0.0394277318003491
fe2_河南,-0.00737605140127062
fe2_湖北,-0.0120106381116534
fe2_甘肃,-0.0250954408758526
fe2_重庆,-0.231389777204256
fe2_陕西,0.0166501007590067
fe2_青海,-0.123226490081612
fe2_黑龙江,0.0571683429657243
fe3_云南,-0.179277693932231
fe3_内蒙古,-0.0463038107500893
fe3_北京,-0.0717274179589253
fe3_四川,-0.17134560306482
fe3_天津,-0.0357898465243194
fe3_宁夏,-0.110509002633862
fe3_安徽,-0.0250830104650355
fe3_山东,-0.0512113167735926
fe3_山西,-0.0871279396341533
fe3_新疆,-0.0881146234184875
fe3_江苏,-0.0512138343677639
fe3_河北,-0.0767067039645566
fe3_河南,-0.0533073738527579
fe3_湖北,-0.0734129466768862
fe3_甘肃,-0.138076147173685
fe3_重庆,-0.218683767704828
fe3_陕西,-0.115656741105659
fe3_青海,-0.218042858064146
fe3_黑龙江,-0.0652023188166933
fe4_云南,-0.0275030821945115
fe4_内蒙古,0.00342896991421648
fe4_北京,-0.00690464092292542
fe4_四川,-0.0480670305090221
fe4_天津,-0.012691975519826
fe4_宁夏,0.00786450918922554
fe4_安徽,-0.0135040308540892
fe4_山东,-0.0622148139956744
fe4_山西,-0.0247091837210399
fe4_新疆,0.00155821667316073
fe4_江苏,-0.00743646839678736
fe4_河北,-0.0430007692660443
fe4_河南,-0.0459887076003405
fe4_湖北,0.00446617533953786
fe4_甘肃,-0.0259002073933354
fe4_重庆,-0.0445352721151884
fe4_陕西,-0.065287786019316
fe4_青海,-0.00707398966693251
fe4_黑龙江,0.179480476174346
feC_云南,0.629632644058276
feC_内蒙古,0.805996852426347
feC_北京,0.513163465864757
feC_四川,0.67491389360076
feC_天津,0.299068301191201
feC_宁夏,0.813459473577211
feC_安徽,0.282991572826205
feC_山东,0.618865072155636
feC_山西,0.743780874092451
feC_新疆,0.746490435101137
feC_江苏,0.375211672749572
feC_河北,0.701471934017981
feC_河南,0.456355006410561
feC_湖北,0.224066832815439
feC_甘肃,0.874236274724787
feC_重庆,0.961547510805488
feC_陕西,0.727718148330517
feC_青海,1.09556690386881
feC_黑龙江,-0.1711904456536
