crop,factor,lambda_nt,S_mean,B
wheat,labor,-0.00037039492755251,0.41016173496712,-0.000903046032761203
wheat,mach,0.00111022696992392,0.220580053031763,0.00503321562699982
wheat,fert,-0.00216825419110042,0.206840752119722,-0.0104827224271811
wheat,seed,0.00113423816375939,0.105850506644064,0.010715472223231
wheat,other,0.000294183984969618,0.056566953237331,0.00520063337573347
