crop,year,eCy,RTS,tauC,TFP
rice_japonica,2004,0.408515015814151,2.46389970534713,-0.0220070077771547,0.0536278705428414
rice_japonica,2005,0.346776661017714,2.9350078636163,-0.0193892746629645,0.0550463110864695
rice_japonica,2006,0.333071202422213,3.08602868329794,-0.0202090033997236,0.0595889449952837
rice_japonica,2007,0.314202759129118,3.23212081956324,-0.0208454897397197,0.0656327918828834
rice_japonica,2008,0.256770757677835,4.06547943650299,-0.0192191904127682,0.0738646927112897
rice_japonica,2009,0.250686594877678,4.14495583127748,-0.0197621752744932,0.0787375139075606
rice_japonica,2010,0.243062728713798,4.2810910215888,-0.0207419885477088,0.0854280678877461
rice_japonica,2011,0.228476835819124,4.77107827101218,-0.0221353370123761,0.0980306884437559
rice_japonica,2012,0.244835419568281,4.2065213304725,-0.0247250771649743,0.101546306373362
rice_japonica,2013,0.231999114868366,4.46460743909751,-0.0247000022495801,0.107454431142397
rice_japonica,2014,0.224622618158106,4.88491838494768,-0.0258469089110093,0.119315172196444
rice_japonica,2015,0.198299645375816,6.11082552217986,-0.0262847969508517,0.148065856012617
rice_japonica,2016,0.17024953543457,6.6164538241313,-0.0254799509340097,0.159583812339091
rice_japonica,2017,0.124105841949699,13.6153706887776,-0.023790366062886,0.26554022831333
rice_japonica,2018,0.0850280643215419,32.0407736885788,-0.0231395526248386,0.664415622048964
rice_japonica,2019,0.0570558591538502,8.74194175405047,-0.0232468743410752,0.211221023147712
rice_japonica,2020,0.0184879078995159,-199.935198933835,-0.0226556606012248,-3.54385385882523
rice_japonica,2021,-0.0406996950937801,-14.3862319969357,-0.0198050261312165,-0.269041539101052
rice_japonica,2022,-0.0983948796378665,-104.96318549354,-0.0182348199452799,-2.81119033660889
rice_japonica,2023,-0.11334498783987,-11.73578565762,-0.0189455611002314,-0.253698929169164
rice_japonica,2024,-0.159999615553033,-7.00551275187852,-0.0165156356321389,-0.127332535873769
