province,year,Shat_labor,Shat_mach,Shat_fert,Shat_seed,Shat_other,Sobs_labor,Sobs_mach,Sobs_fert,Sobs_seed,mono_ok,conc_ok
上海,2004,0.269086113237959,0.230152939171701,0.329816112313664,0.103268139331049,0.0676766959456273,0.223217381255056,0.260892176123888,0.311452675372703,0.104125736738703,TRUE,TRUE
上海,2005,0.273048123328144,0.230997023141483,0.326433745931813,0.103169531982644,0.0663515756159161,0.304324163863052,0.187809222244211,0.3514743716604,0.0988521670294874,TRUE,TRUE
上海,2006,0.274718707998199,0.23019444295038,0.324468510205802,0.104695362739079,0.0659229761065405,0.268469338483824,0.257122163206181,0.319507484307098,0.100434572670208,TRUE,TRUE
上海,2007,0.272554888423947,0.231904458494922,0.318304079762758,0.113856435151783,0.0633801381665899,0.28680981595092,0.219418107454917,0.321016917642684,0.122141662018963,TRUE,TRUE
云南,2004,0.655959213335479,0.108228369108221,0.123312646223944,0.0669808052195973,0.0455189661127585,0.609319379182686,0.10397978072049,0.132208457923964,0.0604442545920547,TRUE,TRUE
云南,2005,0.629531193925954,0.121792689899227,0.133182762998689,0.0592210318151733,0.0562723213609579,0.610533812437279,0.103363439189408,0.142306820756855,0.0649703797222492,TRUE,TRUE
云南,2006,0.628470504487156,0.119309735532013,0.131951225764542,0.0625888743536332,0.0576796598626561,0.602795206320752,0.112936958470272,0.147960030541447,0.0734654582876871,TRUE,TRUE
云南,2007,0.628377024555123,0.118034630175635,0.128819748114344,0.0667372519667865,0.0580313451881117,0.601808211056766,0.106032310656588,0.146227953164369,0.0747887950200089,TRUE,TRUE
云南,2008,0.626421669332314,0.116388156692446,0.131775734807138,0.0613120125049179,0.0641024266631837,0.599184239289808,0.107301858121618,0.151395590626749,0.0795499986670577,TRUE,TRUE
云南,2009,0.632353383800637,0.114957567575475,0.126070393654253,0.0630013404863209,0.0636173144833144,0.58857898215466,0.14128222075347,0.135888962326504,0.0699272967614012,TRUE,TRUE
云南,2010,0.679077859933397,0.117895903566641,0.100671588717656,0.0523852222435381,0.0499694255387682,0.636270729781205,0.120406930831049,0.112184698285874,0.0730942537278766,TRUE,TRUE
云南,2011,0.655974342907931,0.109142916012161,0.115373008705105,0.0590511259698148,0.0604586064049892,0.64328036384062,0.115548388265778,0.126746271902009,0.0585805142329087,TRUE,TRUE
云南,2012,0.685232912904422,0.103902856927942,0.100547980550616,0.0521133543350251,0.0582028952819956,0.703916472221402,0.103848539445314,0.093732463006173,0.0503883982632838,TRUE,TRUE
云南,2013,0.697863778392802,0.100017379747369,0.0932855007484087,0.0505891670777881,0.0582441740336316,0.726072147587272,0.10496726895172,0.0820238803702344,0.0448485001962597,TRUE,TRUE
云南,2014,0.686361375893282,0.0974101973346821,0.0916451667188989,0.0654300740820172,0.0591531859711196,0.716347350087086,0.105131577388358,0.0752378582684629,0.0594438322728942,TRUE,TRUE
