crop,year,eCy,RTS,tauC,TFP
rice_late_indica_hw,2004,-0.0607733330226592,-18.0482797048511,0.000151916636919014,0.0060582916790885
rice_late_indica_hw,2005,-0.00198326210421492,-93.9034037370457,-0.00181918708624334,-0.17623449227275
rice_late_indica_hw,2006,-0.0225128333478924,-20.9477168077823,-0.000786641654389286,0.00348165682649015
rice_late_indica_hw,2007,0.0221236394429493,-77.7759482229717,-0.00247858917725166,-0.223134009855727
rice_late_indica_hw,2008,0.0255023831859076,-10.8127927933024,-0.00223261891599255,0.0376931450453367
rice_late_indica_hw,2009,0.0679629444658975,3.41425719123008,-0.00341424337283207,0.0373929435119223
rice_late_indica_hw,2010,0.128027455618348,16.94907755841,-0.00528613402332442,0.0480879212667232
rice_late_indica_hw,2011,0.137656795640568,-1.97553530879921,-0.00525169257617061,0.0426445326670965
rice_late_indica_hw,2012,0.129953918565564,11.76483845202,-0.0045800161117568,0.0336499234880052
rice_late_indica_hw,2013,0.193510387757727,7.31835466047763,-0.00657992600432874,0.0308533158243048
rice_late_indica_hw,2014,0.200364719120456,5.77909927545235,-0.00665527616976802,0.0317789361338823
rice_late_indica_hw,2015,0.220930664420029,5.0089376231691,-0.0070528222039814,0.0313096132343795
rice_late_indica_hw,2016,0.266418442439852,4.22491048165173,-0.00846353812988861,0.0307871553967755
rice_late_indica_hw,2017,0.303302178738757,3.60509072211557,-0.00952661063329212,0.0305086983276628
rice_late_indica_hw,2018,0.292108431365209,3.81247038061699,-0.00892722382396691,0.0294007493462955
rice_late_indica_hw,2019,0.292429551246102,3.67224191803335,-0.00869974065925318,0.0290416108742352
rice_late_indica_hw,2020,0.372139884763906,2.89394043365573,-0.0113997315801939,0.0298400200608152
rice_late_indica_hw,2021,0.371914877308473,2.81145650408529,-0.011112047391254,0.0293280460001788
rice_late_indica_hw,2022,0.380797182321202,2.74492173596927,-0.0109142889963481,0.0280747120069304
rice_late_indica_hw,2023,0.414457351006935,2.5356320300192,-0.0118776746596342,0.0282340830902158
rice_late_indica_hw,2024,0.465943045331642,2.21332472043737,-0.0136172684202046,0.0288672884239921
