crop,f_n,f_m,eps,morishima
rice_early_indica,labor,labor,-0.222292934663158,0
rice_early_indica,labor,mach,0.155926036438466,0.779410119532043
rice_early_indica,labor,fert,0.0153692961247977,0.388328710691167
rice_early_indica,labor,seed,0.0409402022964989,0.678504441220053
rice_early_indica,labor,other,0.0100573998033957,0.698213047019357
rice_early_indica,mach,labor,0.300132197693204,0.522425132356363
rice_early_indica,mach,mach,-0.623484083093577,0
rice_early_indica,mach,fert,0.138701561711224,0.511660976277594
rice_early_indica,mach,seed,0.0673168914817138,0.704881130405268
rice_early_indica,mach,other,0.117333432207434,0.805489079423396
rice_early_indica,fert,labor,0.0408650242016382,0.263157958864796
rice_early_indica,fert,mach,0.191595446928889,0.815079530022466
rice_early_indica,fert,fert,-0.37295941456637,0
rice_early_indica,fert,seed,0.00453856899340158,0.642102807916956
rice_early_indica,fert,other,0.135960374442441,0.824116021658402
rice_early_indica,seed,labor,0.294185173827383,0.516478108490542
rice_early_indica,seed,mach,0.251304868182623,0.8747889512762
rice_early_indica,seed,fert,0.0122656892311711,0.385225103797541
rice_early_indica,seed,seed,-0.637564238923554,0
rice_early_indica,seed,other,0.0798085076823763,0.767964154898338
rice_early_indica,other,labor,0.051938012327851,0.274230946991009
rice_early_indica,other,mach,0.314794717819943,0.93827880091352
rice_early_indica,other,fert,0.264067029690023,0.637026444256392
rice_early_indica,other,seed,0.0573558873781448,0.694920126301699
rice_early_indica,other,other,-0.688155647215962,0
