crop,province,year,variable,value_base,value_pdf,ref_source
soybean,黑龙江,2022,平均出售价格,287.54999999999995,278.71,pdf_patch:2023.pdf
soybean,黑龙江,2022,每亩用工数量,6.02,1.7,pdf_patch:2023.pdf
soybean,黑龙江,2022,每亩种子用量,5.72,5.18,pdf_patch:2023.pdf
soybean,黑龙江,2022,生产成本,790.78,432.85,pdf_patch:2023.pdf
wheat,内蒙古,2021,人工成本,317.08,251.93,pdf_patch:2022.pdf
wheat,内蒙古,2021,农家肥费,31.69,1.06,pdf_patch:2022.pdf
wheat,内蒙古,2021,农药费,35.02,14.58,pdf_patch:2022.pdf
wheat,内蒙古,2021,家庭用工天数,3.24,2.62,pdf_patch:2022.pdf
wheat,内蒙古,2021,家庭用工折价,298.36,241.93,pdf_patch:2022.pdf
wheat,内蒙古,2021,工具材料费,3.62,2.94,pdf_patch:2022.pdf
wheat,内蒙古,2021,机械作业费,144.49,124.2,pdf_patch:2022.pdf
wheat,内蒙古,2021,雇工天数,0.18,0.07,pdf_patch:2022.pdf
wheat,内蒙古,2021,雇工费用,18.72,9.99,pdf_patch:2022.pdf
wheat,山西,2021,人工成本,362.64,340.31,pdf_patch:2022.pdf
wheat,山西,2021,修理维护费,2.42,1.16,pdf_patch:2022.pdf
wheat,山西,2021,农药费,25.64,22.4,pdf_patch:2022.pdf
wheat,山西,2021,化肥费,179.4,163.0,pdf_patch:2022.pdf
wheat,山西,2021,固定资产折旧,4.54,4.12,pdf_patch:2022.pdf
wheat,山西,2021,家庭用工天数,3.89,3.69,pdf_patch:2022.pdf
wheat,山西,2021,家庭用工折价,358.66,340.31,pdf_patch:2022.pdf
wheat,山西,2021,工具材料费,2.88,1.85,pdf_patch:2022.pdf
wheat,山西,2021,机械作业费,155.9,150.89,pdf_patch:2022.pdf
wheat,山西,2021,每亩化肥用量,30.52,27.61,pdf_patch:2022.pdf
wheat,山西,2021,雇工工价,99.45,85.49,pdf_patch:2022.pdf
wheat,河北,2021,保险费,15.25,4.78,pdf_patch:2022.pdf
wheat,河北,2021,农药费,34.6,22.87,pdf_patch:2022.pdf
wheat,河北,2021,工具材料费,2.59,2.12,pdf_patch:2022.pdf
wheat,河北,2021,种子费,85.03,75.92,pdf_patch:2022.pdf
wheat,河北,2021,雇工工价,108.04,93.0,pdf_patch:2022.pdf
wheat,黑龙江,2021,人工成本,254.19,81.18,pdf_patch:2022.pdf
wheat,黑龙江,2021,农药费,32.47,15.19,pdf_patch:2022.pdf
wheat,黑龙江,2021,化肥费,121.99,60.55,pdf_patch:2022.pdf
wheat,黑龙江,2021,机械作业费,104.43,99.68,pdf_patch:2022.pdf
wheat,黑龙江,2021,每亩化肥用量,20.4,11.16,pdf_patch:2022.pdf
wheat,黑龙江,2021,物质与服务费用,365.82,301.79,pdf_patch:2022.pdf
corn,内蒙古,2005,人工成本,138.81,136.75,md_patch:2006.md
corn,内蒙古,2005,农药费,9.53,2.78,md_patch:2006.md
corn,内蒙古,2005,化肥费,102.74,89.98,md_patch:2006.md
corn,内蒙古,2005,家庭用工天数,9.03,7.81,md_patch:2006.md
corn,内蒙古,2005,家庭用工折价,138.16,119.49,md_patch:2006.md
corn,内蒙古,2005,工具材料费,2.13,1.68,md_patch:2006.md
corn,内蒙古,2005,技术服务费,0.02,0.01,md_patch:2006.md
corn,内蒙古,2005,每亩化肥折纯用量,22.37,19.84,md_patch:2006.md
corn,内蒙古,2005,每亩化肥用量,22.37,19.84,md_patch:2006.md
corn,内蒙古,2005,每亩种子用量,3.02,2.96,md_patch:2006.md
corn,内蒙古,2005,种子费,25.12,20.98,md_patch:2006.md
corn,北京,2005,人工成本,119.65,91.69,md_patch:2006.md
corn,北京,2005,农家肥费,5.5,2.27,md_patch:2006.md
corn,北京,2005,农药费,10.32,4.2,md_patch:2006.md
corn,北京,2005,化肥费,85.34,82.47,md_patch:2006.md
corn,北京,2005,固定资产折旧,3.39,1.67,md_patch:2006.md
corn,北京,2005,家庭用工天数,6.24,3.7,md_patch:2006.md
corn,北京,2005,家庭用工折价,95.47,56.61,md_patch:2006.md
corn,北京,2005,工具材料费,1.39,0.11,md_patch:2006.md
corn,北京,2005,每亩种子用量,3.36,3.23,md_patch:2006.md
corn,北京,2005,物质与服务费用,179.77,156.79,md_patch:2006.md
corn,北京,2005,畜力费,7.77,0.06,md_patch:2006.md
corn,北京,2005,种子费,26.17,21.71,md_patch:2006.md
corn,北京,2005,财务费,1.67,0.13,md_patch:2006.md
corn,北京,2005,销售费,2.94,1.43,md_patch:2006.md
corn,北京,2005,雇工工价,29.13,24.19,md_patch:2006.md
corn,天津,2005,修理维护费,1.76,0.86,md_patch:2006.md
corn,天津,2005,农药费,6.06,5.25,md_patch:2006.md
corn,天津,2005,固定资产折旧,4.9,2.47,md_patch:2006.md
corn,天津,2005,机械作业费,39.86,26.38,md_patch:2006.md
corn,天津,2005,每亩种子用量,2.59,2.51,md_patch:2006.md
corn,天津,2005,销售费,2.36,0.22,md_patch:2006.md
corn,天津,2005,雇工天数,0.59,0.08,md_patch:2006.md
corn,天津,2005,雇工费用,12.73,2.35,md_patch:2006.md
corn,山西,2005,修理维护费,0.96,0.31,md_patch:2006.md
corn,山西,2005,农药费,6.23,2.18,md_patch:2006.md
corn,山西,2005,固定资产折旧,4.25,1.8,md_patch:2006.md
corn,山西,2005,工具材料费,1.98,1.86,md_patch:2006.md
corn,山西,2005,种子费,23.35,22.1,md_patch:2006.md
corn,山西,2005,销售费,1.68,0.52,md_patch:2006.md
corn,山西,2005,雇工天数,0.26,0.14,md_patch:2006.md
corn,山西,2005,雇工费用,5.67,4.04,md_patch:2006.md
corn,河北,2005,人工成本,118.12,115.32,md_patch:2006.md
corn,河北,2005,农家肥费,6.94,5.43,md_patch:2006.md
corn,河北,2005,农膜费,0.06,0.05,md_patch:2006.md
corn,河北,2005,农药费,7.75,7.25,md_patch:2006.md
corn,河北,2005,化肥费,92.29,70.04,md_patch:2006.md
corn,河北,2005,家庭用工天数,7.72,7.45,md_patch:2006.md
corn,河北,2005,家庭用工折价,118.12,113.99,md_patch:2006.md
corn,河北,2005,工具材料费,2.27,2.0,md_patch:2006.md
corn,河北,2005,每亩化肥折纯用量,21.93,16.39,md_patch:2006.md
corn,河北,2005,每亩化肥用量,21.93,16.39,md_patch:2006.md
corn,河北,2005,雇工工价,23.4,19.0,md_patch:2006.md
wheat,云南,2005,修理维护费,0.73,0.4,md_patch:2006.md
wheat,云南,2005,农家肥费,20.92,13.03,md_patch:2006.md
wheat,云南,2005,化肥费,92.97,43.96,md_patch:2006.md
wheat,云南,2005,排灌费,35.38,2.81,md_patch:2006.md
wheat,云南,2005,机械作业费,46.49,8.31,md_patch:2006.md
wheat,云南,2005,每亩化肥折纯用量,21.15,10.46,md_patch:2006.md
wheat,云南,2005,每亩化肥用量,21.15,10.46,md_patch:2006.md
wheat,云南,2005,每亩种子用量,22.1,11.27,md_patch:2006.md
wheat,云南,2005,物质与服务费用,258.53,124.57,md_patch:2006.md
wheat,云南,2005,种子费,44.66,20.07,md_patch:2006.md
wheat,云南,2005,管理费,0.33,0.19,md_patch:2006.md
wheat,云南,2005,销售费,3.39,1.04,md_patch:2006.md
wheat,云南,2005,雇工工价,20.79,14.87,md_patch:2006.md
wheat,四川,2005,人工成本,267.04,201.34,md_patch:2006.md
wheat,四川,2005,家庭用工天数,16.96,12.96,md_patch:2006.md
wheat,四川,2005,家庭用工折价,259.49,198.29,md_patch:2006.md
wheat,四川,2005,工具材料费,2.56,1.4,md_patch:2006.md
wheat,四川,2005,排灌费,5.53,3.0,md_patch:2006.md
wheat,四川,2005,机械作业费,30.27,8.51,md_patch:2006.md
wheat,四川,2005,每亩种子用量,22.58,11.26,md_patch:2006.md
wheat,四川,2005,物质与服务费用,165.1,140.45,md_patch:2006.md
wheat,四川,2005,种子费,42.97,21.36,md_patch:2006.md
wheat,四川,2005,雇工天数,0.49,0.16,md_patch:2006.md
wheat,四川,2005,雇工费用,7.55,3.05,md_patch:2006.md
wheat,山西,2005,每亩化肥折纯用量,25.0,17.53,md_patch:2006.md
wheat,湖北,2005,人工成本,166.05,96.33,md_patch:2006.md
wheat,湖北,2005,其他直接费用,1.42,0.5,md_patch:2006.md
wheat,湖北,2005,农家肥费,5.79,1.84,md_patch:2006.md
wheat,湖北,2005,农药费,6.73,5.78,md_patch:2006.md
wheat,湖北,2005,化肥费,106.41,61.02,md_patch:2006.md
wheat,湖北,2005,家庭用工天数,10.6,6.18,md_patch:2006.md
wheat,湖北,2005,家庭用工折价,162.18,94.55,md_patch:2006.md
wheat,湖北,2005,排灌费,24.55,1.2,md_patch:2006.md
wheat,湖北,2005,机械作业费,51.66,40.66,md_patch:2006.md
wheat,湖北,2005,每亩化肥折纯用量,29.05,17.03,md_patch:2006.md
wheat,湖北,2005,每亩化肥用量,29.05,17.03,md_patch:2006.md
wheat,湖北,2005,物质与服务费用,231.26,158.44,md_patch:2006.md
wheat,湖北,2005,管理费,1.15,0.27,md_patch:2006.md
wheat,湖北,2005,雇工天数,0.26,0.06,md_patch:2006.md
wheat,湖北,2005,雇工费用,3.87,1.78,md_patch:2006.md
wheat,贵州,2005,农药费,9.31,0.74,md_patch:2006.md
wheat,贵州,2005,化肥费,105.64,26.75,md_patch:2006.md
wheat,贵州,2005,固定资产折旧,4.89,0.52,md_patch:2006.md
wheat,贵州,2005,工具材料费,2.96,1.53,md_patch:2006.md
wheat,贵州,2005,每亩化肥折纯用量,26.68,7.48,md_patch:2006.md
wheat,贵州,2005,每亩化肥用量,26.68,7.48,md_patch:2006.md
wheat,贵州,2005,每亩种子用量,20.91,7.68,md_patch:2006.md
wheat,贵州,2005,物质与服务费用,276.3,101.69,md_patch:2006.md
wheat,贵州,2005,种子费,54.92,17.84,md_patch:2006.md
wheat,贵州,2005,雇工天数,0.21,0.05,md_patch:2006.md
wheat,贵州,2005,雇工工价,22.05,20.4,md_patch:2006.md
wheat,贵州,2005,雇工费用,4.63,1.02,md_patch:2006.md
wheat,重庆,2005,其他直接费用,0.52,0.08,md_patch:2006.md
wheat,重庆,2005,农家肥费,15.11,7.06,md_patch:2006.md
wheat,重庆,2005,农药费,8.17,2.53,md_patch:2006.md
wheat,重庆,2005,化肥费,71.73,33.41,md_patch:2006.md
wheat,重庆,2005,固定资产折旧,5.86,3.51,md_patch:2006.md
wheat,重庆,2005,工具材料费,3.74,3.02,md_patch:2006.md
wheat,重庆,2005,机械作业费,29.15,1.15,md_patch:2006.md
wheat,重庆,2005,每亩化肥折纯用量,18.43,9.4,md_patch:2006.md
wheat,重庆,2005,每亩化肥用量,18.43,9.4,md_patch:2006.md
wheat,重庆,2005,每亩种子用量,20.53,8.62,md_patch:2006.md
wheat,重庆,2005,物质与服务费用,228.25,69.36,md_patch:2006.md
wheat,重庆,2005,畜力费,21.56,2.01,md_patch:2006.md
wheat,重庆,2005,种子费,38.41,14.25,md_patch:2006.md
wheat,重庆,2005,雇工天数,0.19,0.01,md_patch:2006.md
wheat,重庆,2005,雇工费用,2.62,0.27,md_patch:2006.md
corn,北京,2005,修理维护费,0.95,0.0,md_patch:2006.md(blank)
corn,北京,2005,其他直接费用,0.12,0.0,md_patch:2006.md(blank)
corn,北京,2005,农膜费,0.05,0.0,md_patch:2006.md(blank)
corn,北京,2005,技术服务费,0.06,0.0,md_patch:2006.md(blank)
corn,北京,2005,每亩农膜用量,0.01,0.0,md_patch:2006.md(blank)
corn,天津,2005,保险费,0.38,0.0,md_patch:2006.md(blank)
corn,天津,2005,其他直接费用,1.26,0.0,md_patch:2006.md(blank)
corn,天津,2005,农膜费,2.77,0.0,md_patch:2006.md(blank)
corn,天津,2005,技术服务费,0.26,0.0,md_patch:2006.md(blank)
corn,天津,2005,每亩农膜用量,0.29,0.0,md_patch:2006.md(blank)
corn,天津,2005,畜力费,0.23,0.0,md_patch:2006.md(blank)
corn,天津,2005,管理费,2.89,0.0,md_patch:2006.md(blank)
corn,天津,2005,财务费,1.38,0.0,md_patch:2006.md(blank)
corn,山西,2005,其他直接费用,0.94,0.0,md_patch:2006.md(blank)
corn,山西,2005,技术服务费,1.06,0.0,md_patch:2006.md(blank)
corn,山西,2005,管理费,1.02,0.0,md_patch:2006.md(blank)
wheat,云南,2005,保险费,0.49,0.0,md_patch:2006.md(blank)
wheat,云南,2005,技术服务费,0.24,0.0,md_patch:2006.md(blank)
wheat,云南,2005,财务费,1.24,0.0,md_patch:2006.md(blank)
wheat,四川,2005,管理费,0.62,0.0,md_patch:2006.md(blank)
wheat,四川,2005,财务费,0.25,0.0,md_patch:2006.md(blank)
wheat,湖北,2005,燃料动力费,1.3,0.0,md_patch:2006.md(blank)
wheat,贵州,2005,保险费,2.33,0.0,md_patch:2006.md(blank)
wheat,贵州,2005,排灌费,36.14,0.0,md_patch:2006.md(blank)
wheat,贵州,2005,机械作业费,30.49,0.0,md_patch:2006.md(blank)
wheat,重庆,2005,排灌费,32.72,0.0,md_patch:2006.md(blank)
wheat,重庆,2005,财务费,0.29,0.0,md_patch:2006.md(blank)
rapeseed,河南,2023,种子费,146.93,29.64,pdf_patch:2024.pdf
rapeseed,湖北,2023,种子费,139.66,36.48,pdf_patch:2024.pdf
rapeseed,湖南,2023,种子费,122.53,25.72,pdf_patch:2024.pdf
rapeseed,重庆,2023,种子费,66.18,15.74,pdf_patch:2024.pdf
rapeseed,四川,2023,种子费,127.83,26.63,pdf_patch:2024.pdf
rapeseed,河南,2023,化肥费,1.49,146.93,pdf_patch:2024.pdf
rapeseed,湖北,2023,化肥费,8.6,139.66,pdf_patch:2024.pdf
rapeseed,湖南,2023,化肥费,6.57,122.53,pdf_patch:2024.pdf
rapeseed,重庆,2023,化肥费,14.84,66.18,pdf_patch:2024.pdf
rapeseed,四川,2023,化肥费,10.04,127.83,pdf_patch:2024.pdf
rapeseed,河南,2023,农家肥费,15.35,1.49,pdf_patch:2024.pdf
rapeseed,湖北,2023,农家肥费,25.76,8.6,pdf_patch:2024.pdf
rapeseed,湖南,2023,农家肥费,24.68,6.57,pdf_patch:2024.pdf
rapeseed,重庆,2023,农家肥费,6.41,14.84,pdf_patch:2024.pdf
rapeseed,四川,2023,农家肥费,17.3,10.04,pdf_patch:2024.pdf
