param,est
alpha_1,0.690639685450663
alpha_2,0.0099842769317533
alpha_3,0.268216136276674
alpha_4,0.0184879783790279
gamma_1_1,0.0541039021962984
gamma_1_2,0.018320225041323
gamma_1_3,-0.0621418632602397
gamma_1_4,-0.00569474838287957
gamma_2_2,-0.0271246289472563
gamma_2_3,0.0163504647284068
gamma_2_4,-5.20866553581786e-05
gamma_3_3,0.0366352663905667
gamma_3_4,-0.00146439423874387
gamma_4_4,0.00848607567842535
gamma_1y,-0.214012598483598
gamma_2y,0.141303713902763
gamma_3y,0.0130323830479239
gamma_4y,-0.00221453075429676
lambda_1t,-1.09573238040311e-05
lambda_2t,0.00039025732686819
lambda_3t,0.000961028268391638
lambda_4t,4.60015601094366e-05
alpha_0,-0.202184207365747
alpha_y,-0.409528052388309
gamma_yy,0.266265099717645
lambda_t,-0.0219442995324413
lambda_tt,0.00301198927452257
lambda_yt,-0.00452757933095751
fe1_云南,0.0142753336527335
fe1_内蒙古,-0.303360943402453
fe1_四川,0.0710660974057333
fe1_安徽,-0.0628268072812119
fe1_江苏,0.103668409782088
fe1_江西,-0.0964334528033675
fe1_河南,-0.145961822937849
fe1_浙江,-0.076296514218285
fe1_湖北,-0.0912057210800299
fe1_湖南,-0.0634318951621253
fe1_甘肃,-0.0620171565234813
fe1_贵州,-0.00563745654324066
fe1_重庆,0.143481070856865
fe1_陕西,0.0817422573194619
fe1_青海,0.0280459197782079
fe2_云南,0.0744686853123717
fe2_内蒙古,0.276420152113015
fe2_四川,0.073681270426178
fe2_安徽,0.0907201341658208
fe2_江苏,-0.0185680732483746
fe2_江西,0.128850521151691
fe2_河南,0.145405727597481
fe2_浙江,0.0878590702913655
fe2_湖北,0.130538893265459
fe2_湖南,0.138133587711405
fe2_甘肃,0.139916242228789
fe2_贵州,0.116106183222328
fe2_重庆,0.0370720086801448
fe2_陕西,0.0670053978277743
fe2_青海,0.0976800765118711
fe3_云南,-0.135921708696525
fe3_内蒙古,-0.106959336003541
fe3_四川,-0.156484220921659
fe3_安徽,-0.0795405454748632
fe3_江苏,-0.101497516495588
fe3_江西,-0.115224639939875
fe3_河南,-0.0618921698594797
fe3_浙江,-0.0548732125665339
fe3_湖北,-0.0950478012900469
fe3_湖南,-0.139110060569884
fe3_甘肃,-0.118943152725294
fe3_贵州,-0.162583420904024
fe3_重庆,-0.207994892183432
fe3_陕西,-0.16303519849227
fe3_青海,-0.155337469033384
fe4_云南,0.00813937528638142
fe4_内蒙古,0.0232518584231567
fe4_四川,-0.0041975084525756
fe4_安徽,0.0132388086616375
fe4_江苏,0.00530779633954559
fe4_江西,0.015742913837447
fe4_河南,0.038698267787157
fe4_浙江,0.00480072546296206
fe4_湖北,0.0243387042443013
fe4_湖南,0.00366788902951498
fe4_甘肃,0.00834410303650301
fe4_贵州,-0.000920395815275477
fe4_重庆,-0.0067075858774448
fe4_陕西,0.00802992587641427
fe4_青海,0.0153255953913254
feC_云南,0.423420750280712
feC_内蒙古,-0.791569213313579
feC_四川,0.423350226139661
feC_安徽,0.107661436360786
feC_江苏,0.427761048769128
feC_江西,-0.0573647696751038
feC_河南,-0.215737566298287
feC_浙江,0.0244094117569489
feC_湖北,0.0643500370958918
feC_湖南,0.0108693900783976
feC_甘肃,0.475690719325058
feC_贵州,0.173490892049955
feC_重庆,0.311493278516821
feC_陕西,0.700421161031755
feC_青海,0.443127253997983
