param,est,se_delta
alpha_1,0.661338909844435,
alpha_2,0.018608191720205,
alpha_3,0.287406761641873,
alpha_4,0.0161183170682245,
gamma_1_1,0.0582815414534622,
gamma_1_2,0.00780270960879442,
gamma_1_3,-0.0539887740039184,
gamma_1_4,-0.00271489660230861,
gamma_2_2,-0.0105629866368804,
gamma_2_3,0.00496999838283852,
gamma_2_4,-0.00197195722189805,
gamma_3_3,0.0406374506234725,
gamma_3_4,-0.000442043688320736,
gamma_4_4,0.0079407756917203,
gamma_1y,-0.0211725699906618,
gamma_2y,0.0217383225786829,
gamma_3y,-0.0215101279647202,
gamma_4y,-0.00215335168926412,
lambda_1t,-0.000214607402222559,
lambda_2t,0.00133327073715063,
lambda_3t,0.000283102021968013,
lambda_4t,-0.00023151143469181,
alpha_0,-0.208489537137048,
alpha_y,-0.00651281731783482,
gamma_yy,0.401538241990413,
lambda_t,-0.0178103304290064,
lambda_tt,0.0012405715751181,
lambda_yt,-0.0077180655588532,
fe1_云南,0.0249933564536997,
fe1_内蒙古,-0.117014042425965,
fe1_四川,0.0561830903211646,
fe1_安徽,-0.0753830185122677,
fe1_江苏,0.0539692458414214,
fe1_江西,-0.0463556180878397,
fe1_河南,-0.102884212094824,
fe1_浙江,-0.0866383215503728,
fe1_湖北,-0.0933247795400254,
fe1_湖南,-0.0118038968597594,
fe1_甘肃,-0.0548079922384437,
fe1_贵州,0.0510213743283963,
fe1_重庆,0.194426687557379,
fe1_陕西,0.0710706556357907,
fe1_青海,0.0350264930163871,
fe2_云南,0.0680145452943384,
fe2_内蒙古,0.172276183128788,
fe2_四川,0.0842516635471564,
fe2_安徽,0.102251274913464,
fe2_江苏,0.0154977906181379,
fe2_江西,0.0904006375095978,
fe2_河南,0.134189736908333,
fe2_浙江,0.0849523407453603,
fe2_湖北,0.137262124427482,
fe2_湖南,0.105226966975633,
fe2_甘肃,0.146318856343678,
fe2_贵州,0.0803763760131631,
fe2_重庆,0.00820943387462636,
fe2_陕西,0.0778872696880626,
fe2_青海,0.105613836365343,
fe3_云南,-0.140054855447773,
fe3_内蒙古,-0.162360815939834,
fe3_四川,-0.162135414449681,
fe3_安徽,-0.0860995224572252,
fe3_江苏,-0.099790911351926,
fe3_江西,-0.117852858524484,
fe3_河南,-0.0900712554433076,
fe3_浙江,-0.0460044686842429,
fe3_湖北,-0.103291544724371,
fe3_湖南,-0.154817020930329,
fe3_甘肃,-0.136305513336633,
fe3_贵州,-0.177796520214228,
fe3_重庆,-0.221655467672682,
fe3_陕西,-0.169568462756562,
fe3_青海,-0.172136457474865,
fe4_云南,0.0104560979740514,
fe4_内蒙古,0.0262144835967428,
fe4_四川,0.000600233847030784,
fe4_安徽,0.0164992256764419,
fe4_江苏,0.00795889852706777,
fe4_江西,0.0184594113432057,
fe4_河南,0.0413636274620293,
fe4_浙江,0.0081370658962901,
fe4_湖北,0.0271602704599656,
fe4_湖南,0.00649505448344373,
fe4_甘肃,0.00940569082104209,
fe4_贵州,0.0018598128127652,
fe4_重庆,-0.0032593371229025,
fe4_陕西,0.0103833526393241,
fe4_青海,0.0163176132586054,
feC_云南,0.414751729921182,
feC_内蒙古,-0.665240724675275,
feC_四川,0.355198419721901,
feC_安徽,0.0585823810407291,
feC_江苏,0.286177773610017,
feC_江西,-0.0102108047809502,
feC_河南,-0.20917777353824,
feC_浙江,0.00142367571331192,
feC_湖北,0.012770665390768,
feC_湖南,0.0757391100826048,
feC_甘肃,0.398147365844242,
feC_贵州,0.278146280067229,
feC_重庆,0.404364858023097,
feC_陕西,0.63154669224468,
feC_青海,0.373480834369126,
