crop,method,n_obs,n_prov,iter,converged,inv_err,concavity_rate,concavity_rate_obsS,monotonicity_rate
rice_mid_indica,plain,237,14,27,TRUE,4.02677891031544e-13,0.822784810126582,0.793248945147679,1
