draw,crop,period,status,eps_ll,eps_mm,eps_ff,M_ml,M_lm,B_labor,B_mach,tauC
1,rice_late_indica,2009-2014,ok,-0.23175017369834,-0.77096992961415,-0.300660264699201,0.635110047793594,0.997221837256637,-0.0217507885071121,0.0107171193840366,-0.00379992306067803
1,rice_late_indica,2015-2019,ok,-0.224264897441243,-0.761002426728419,-0.21888237436179,0.661570569959842,0.997613625732268,-0.02014364561151,0.0102894108028943,-0.0123045371419152
1,rice_late_indica,2020-2024,ok,-0.234122865642155,-0.748854935870746,-0.280560525471183,0.619195221929297,0.996352765931528,-0.022816767925872,0.00981132567581577,-0.0160261312206965
1,peanut,all,ok,-0.293483664058592,-0.871696868194546,-0.710132285380179,0.911914004858631,0.985387600037367,0.00228180494951872,0.00237145142070378,-0.0121524121986762
1,peanut,2004-2008,ok,-0.329800723502257,-0.873420845409067,-0.704937286128935,0.89229043232656,0.986589266873401,0.00256495572236428,0.00243578630246809,-0.0192440577637195
1,peanut,2009-2014,ok,-0.304450337733907,-0.873362969736595,-0.70936359844501,0.908429558916164,0.985114265457959,0.0023566727779727,0.00243354120498733,-0.0141967224060986
1,peanut,2015-2019,ok,-0.255233462917843,-0.874930339694975,-0.70562617315483,0.933391565506492,0.982193188715691,0.00206684793652665,0.00249666424071123,-0.00939944261189602
1,peanut,2020-2024,ok,-0.279266840715389,-0.864652651824041,-0.709015196200454,0.910400526921792,0.987638298482547,0.002194611600194,0.0021517637696082,-0.00566847930583824
1,rapeseed,all,ok,-0.287142847636615,-0.972379707002714,-0.558656905635913,1.11036810252992,1.10556948583737,0.000571653224452847,0.00895422031404453,-0.0273104101175354
1,rapeseed,2004-2008,ok,-0.325039685202714,-1.00186982840359,-0.580104031226524,1.13395603452183,1.12093775173157,0.000608866739263836,0.0104828269183369,-0.0465910773577701
1,rapeseed,2009-2014,ok,-0.292744056519637,-0.97483026776634,-0.559730390803475,1.11199420489031,1.10685116767542,0.000576843077782391,0.00907149480360919,-0.0321277995620133
1,rapeseed,2015-2019,ok,-0.263019456050738,-0.963287329646626,-0.526219941492348,1.10475347516549,1.10086156219351,0.000550397190032606,0.00853417059056605,-0.0213212401278714
1,rapeseed,2020-2024,ok,-0.267701778942742,-0.953047467537011,-0.536855879434912,1.09671753712477,1.0970375082065,0.000554390016157101,0.00808896698480427,-0.0089185396714818
2,corn,all,ok,-0.308415919702055,-0.926647263904068,-0.452325964163903,0.925130791832257,1.12947547581448,-0.0131563748635816,0.0103854370254121,-0.0213327207640803
2,corn,2004-2008,ok,-0.322614733124266,-0.968096528862362,-0.463169486964538,0.937878086010188,1.14801692728392,-0.0138731971022564,0.0123165671217492,-0.0197690345325629
2,corn,2009-2014,ok,-0.302699719996071,-0.936368663065703,-0.450164765501604,0.934198963360397,1.13217269840449,-0.0129018705507002,0.010802800465234,-0.0215256818208536
2,corn,2015-2019,ok,-0.291346727458292,-0.908328894642558,-0.428518784685202,0.927152044242663,1.12103705395538,-0.0124410787647872,0.00965451636971827,-0.0229312380374417
2,corn,2020-2024,ok,-0.316408750259642,-0.895631729962487,-0.449744404103169,0.904412359232397,1.1206401927941,-0.0135431267909128,0.00918824487467333,-0.0210947671128633
2,wheat,all,ok,-0.314399934931188,-0.797972128892465,-0.623128782363497,0.585123787960998,0.957275393196305,-0.0154259261165926,0.00886419708419894,-0.0133599795709631
2,wheat,2004-2008,ok,-0.314554841036542,-0.804850368675158,-0.618429870373725,0.581356357253109,0.957833472601746,-0.0154547622203945,0.00911367341774826,-0.00575772125130524
2,wheat,2009-2014,ok,-0.314338963452856,-0.796338662628911,-0.621591738527933,0.586080539337263,0.957166765488455,-0.0154147111297125,0.00880675369569655,-0.0120403455700128
2,wheat,2015-2019,ok,-0.308336961897892,-0.801221213389475,-0.628422889566838,0.600726780073121,0.961399685309984,-0.0145497519882509,0.00898048927725754,-0.017998919801244
2,wheat,2020-2024,ok,-0.318367852493073,-0.787813749720762,-0.624087356602353,0.569524800511854,0.951862588412525,-0.0164535131056013,0.00851759502329688,-0.0199653961716048
2,soybean,all,ok,-0.492177160627021,-1.17132417817084,-0.841067245396537,1.3586602217742,1.48379753897617,0.00186806695116378,-0.0140799113997429,-0.0197865490610212
2,soybean,2004-2008,ok,-0.496236128813039,-1.25761542075938,-0.828997387394459,1.41931880293607,1.54469228495486,0.0018831453336461,-0.0164583635157473,-0.0441935450482008
2,soybean,2009-2014,ok,-0.497100454843222,-1.15759549632018,-0.836019699117188,1.34956015177457,1.47609377681635,0.00188638767694646,-0.0137232861817575,-0.0266150136703128
2,soybean,2015-2019,ok,-0.475779168003276,-1.14847285087528,-0.848282794760298,1.34362467584638,1.46489191427149,0.00180953436438142,-0.0134898468856839,-0.0109198349038325
2,soybean,2020-2024,ok,-0.498357988495468,-1.13276551043559,-0.851264599092776,1.33352615968901,1.46060413576717,0.00189112506632899,-0.0130946673989045,0.0044094616160205
2,rice_japonica,all,ok,-0.255105371066563,-0.705610000397951,-0.400193481871857,0.611086051410069,0.912121496153368,-0.0252098570282617,0.0138153356599217,-0.0232063669530885
2,rice_japonica,2004-2008,ok,-0.261112882629896,-0.719820699129353,-0.438268334885715,0.585365861869811,0.90602402541555,-0.0268232336977783,0.0148496608718737,-0.0221889176503602
2,rice_japonica,2009-2014,ok,-0.250107859581619,-0.712312832135595,-0.39459333231257,0.619969644798301,0.912280120120282,-0.0242857350266153,0.0142804081138995,-0.0248774180733517
2,rice_japonica,2015-2019,ok,-0.243712202453046,-0.700875082186124,-0.333752870717222,0.635853582744273,0.91636172436094,-0.0233488997820015,0.0135082037419784,-0.0254261770426013
2,rice_japonica,2020-2024,ok,-0.261551297455149,-0.686297251357578,-0.39948118521419,0.595452977165128,0.912648444529804,-0.0269879578599837,0.0126565314008993,-0.0199045054832032
2,rice_mid_indica,all,ok,-0.333447049798726,-0.805108397475918,-0.415392719843496,0.798009882484187,1.01601945238236,-0.0130468531225446,0.00656955730547914,-0.0156999399502332
2,rice_mid_indica,2004-2008,ok,-0.348815184749221,-0.804635703266913,-0.455736361863626,0.788099685249706,1.01544405685335,-0.013764460324028,0.00655695897937029,-0.0307642565852761
2,rice_mid_indica,2009-2014,ok,-0.329121505903977,-0.805023943224881,-0.413905329401767,0.80052877711871,1.01614352380283,-0.012865719903504,0.00656730323463045,-0.0226900452809227
2,rice_mid_indica,2015-2019,ok,-0.318524391664473,-0.804123218224257,-0.360586131718854,0.806327667628376,1.01635288102038,-0.0124530646011072,0.00654334899478846,-0.0101411650701077
2,rice_mid_indica,2020-2024,ok,-0.337620167514613,-0.806403895875397,-0.412987972823821,0.795365112926185,1.01602081461019,-0.0132295450022531,0.00660430843147532,-0.0018095966084484
2,rice_early_indica,all,ok,-0.24909668910915,-0.56907151921124,-0.368840940307855,0.519327043135719,0.726448180889385,-0.0241194236369879,0.0176469115668695,-0.0169101994491641
2,rice_early_indica,2004-2008,ok,-0.251875292602387,-0.571941578550298,-0.401563622039784,0.500046902388893,0.71318864117738,-0.024900493475029,0.018641832824216,-0.012927393747683
2,rice_early_indica,2009-2014,ok,-0.245733953312476,-0.57105107920476,-0.367395128004298,0.523578654044036,0.722619534054541,-0.0233969268517329,0.0182751139783252,-0.0174831560097838
2,rice_early_indica,2015-2019,ok,-0.241881131134913,-0.568220004291142,-0.32217755044106,0.540076131651424,0.733966869145752,-0.0227287108807218,0.0174235971807714,-0.0200945268073864
2,rice_early_indica,2020-2024,ok,-0.254164497843136,-0.562692067172485,-0.366509378108571,0.507676088436957,0.733856241844302,-0.0258480321994461,0.016312495995182,-0.0170211299196791
2,rice_late_indica,all,ok,-0.263826783410922,-0.564365090274165,-0.297224204106338,0.570631727091635,0.741821254484669,-0.0264661863380216,0.0160739006839101,-0.011558902296388
2,rice_late_indica,2004-2008,ok,-0.266925590272359,-0.566295274977557,-0.350536770389531,0.548130707784044,0.723199010162077,-0.0276040159587439,0.0173788429533353,-0.0117265409329405
2,rice_late_indica,2009-2014,ok,-0.260646544202384,-0.56539759177779,-0.292095200319477,0.577549874557358,0.737883672570932,-0.0256436109609502,0.0165504794661678,-0.0125073406617053
2,rice_late_indica,2015-2019,ok,-0.255105179261185,-0.563150726001265,-0.2181850876237,0.596614200510302,0.751222399814185,-0.0245602354036829,0.0156664272763427,-0.01268927192309
2,rice_late_indica,2020-2024,ok,-0.268536572809454,-0.55960651363686,-0.292742916172502,0.552612831797086,0.752068985379684,-0.028608259984077,0.0148333408460188,-0.00912276799475272
2,peanut,all,ok,-0.302910510852334,-0.844943854904812,-0.76479044438058,0.831214944401701,0.949156685043946,-0.00409498086781122,0.0152469673178203,-0.0117367121043223
2,peanut,2004-2008,ok,-0.312880633783823,-0.852307959714777,-0.762875567299206,0.82911997560149,0.934054086853154,-0.00422306990958785,0.019587576708417,-0.0232494479134016
2,peanut,2009-2014,ok,-0.304602810684961,-0.848837431081121,-0.764596218397804,0.831537314296818,0.943876447878538,-0.00411586875116382,0.0167604141927123,-0.0161677127989915
2,peanut,2015-2019,ok,-0.278616401121111,-0.844129165206862,-0.768417980319259,0.84289980951659,0.949861368110765,-0.00382651820483529,0.0149990002165998,-0.00856424131087171
2,peanut,2020-2024,ok,-0.312162550517721,-0.830697613445825,-0.762334833051649,0.823519147389963,0.959626462149983,-0.00421341884598904,0.0122737400025945,-0.00124928369733859
2,rapeseed,all,ok,-0.297877097566504,-0.89440126245951,-0.651763347541467,0.965032454946554,1.03595947878313,-0.00485470862268661,0.0225962855543253,-0.0208506826105015
2,rapeseed,2004-2008,ok,-0.322919756063154,-0.924845762955231,-0.646198474158711,0.972901970133069,1.04230425466831,-0.00509910715026563,0.0278671901300507,-0.0396918326024608
2,rapeseed,2009-2014,ok,-0.291045039345684,-0.912137002065763,-0.651989330608065,0.972793841702185,1.0389444709904,-0.00479269555824154,0.0254472807697898,-0.027258742078782
2,rapeseed,2015-2019,ok,-0.281882890081622,-0.883754951543553,-0.645923013658508,0.964188439493408,1.03402483099072,-0.00471235718892963,0.0211313457899795,-0.0157098228094848
2,rapeseed,2020-2024,ok,-0.302081583576876,-0.86211851450926,-0.649050071002747,0.955044287088937,1.0316785517497,-0.00489381211312106,0.0186120475455032,-0.00346446543091384
3,corn,all,ok,-0.336263246351565,-1.00445585335566,-0.413281160485567,1.10130508461618,1.22050476914599,-0.00321486605617076,-0.00573770982516462,-0.0132962834056869
3,corn,2004-2008,ok,-0.37050711582455,-1.04182161593581,-0.441473061475813,1.11885915878525,1.24744082040208,-0.00353935839163592,-0.0064924620169313,-0.00929878256992071
3,corn,2009-2014,ok,-0.337597966471436,-1.00408580265009,-0.414178656665032,1.10053307897378,1.2205511570482,-0.00322599284429053,-0.00573066746470013,-0.0119341993941309
3,corn,2015-2019,ok,-0.310854366109229,-0.982585645199329,-0.362904134532101,1.09288007754987,1.20572540934535,-0.00302092760022126,-0.00533613713137049,-0.0153682606615584
3,corn,2020-2024,ok,-0.322967812336207,-0.991932890804102,-0.393745777060156,1.09608896868391,1.21206249869617,-0.00310940089401805,-0.00550412666149888,-0.0169358594797653
3,wheat,all,ok,-0.491161778281989,-0.85803450962275,-0.730684434981045,0.88268786405885,1.08296627910736,0.00706501714298105,-0.00313975183374924,-0.0102535901219565
3,wheat,2004-2008,ok,-0.513656649324325,-0.853780383346761,-0.705334757167308,0.872455306618648,1.08162933747691,0.00770402346875099,-0.00309737341706725,-0.00758708576651424
3,wheat,2009-2014,ok,-0.501283310564445,-0.848283354747482,-0.72501633927981,0.878490536909099,1.08028902342777,0.00733278457734726,-0.00304384500627378,-0.00818857873861819
3,wheat,2015-2019,ok,-0.470166859999131,-0.866387782590012,-0.746234546925084,0.890283077722068,1.08542918577765,0.00658680484213502,-0.00322544937635684,-0.0120718563443652
3,wheat,2020-2024,ok,-0.469422018327988,-0.86753427246262,-0.750238629180665,0.890516721200153,1.08575946425577,0.00657141846724979,-0.00323747347019886,-0.0143872455025909
3,soybean,all,ok,-0.338598485373581,-0.954470007981568,-0.807278646996755,0.971711410055073,1.13134909105069,0.00747808582761892,-0.00874355891626075,-0.00527494190416896
3,soybean,2004-2008,ok,-0.405489213740055,-0.937980207208643,-0.78475852523607,0.950103259238706,1.1282203042216,0.00879668209638652,-0.00822619064426923,-0.0200902165004027
3,soybean,2009-2014,ok,-0.362658809769462,-0.934063828482101,-0.801001568965624,0.96110906661531,1.12433789389525,0.00789252870912692,-0.00810882120745695,-0.00955530035724147
3,soybean,2015-2019,ok,-0.310469661991375,-0.952751650390818,-0.811510230084003,0.97685280315841,1.12952307748937,0.007055184276509,-0.00868787150701543,0.000513995261664531
3,soybean,2020-2024,ok,-0.278890601797435,-0.993298923371149,-0.810522636026443,0.993829381769318,1.14666102944837,0.00664261476255954,-0.0101153974457323,0.00637609688664325
3,rice_japonica,all,ok,-0.229918798731726,-0.630803174708737,-0.338820462809018,0.512922938111032,0.799446544177438,-0.0292944454273853,0.0221251691661892,-0.0182399448899488
3,rice_japonica,2004-2008,ok,-0.232902541584827,-0.642613093460888,-0.38206234114059,0.475235120351773,0.781149927510702,-0.0311869839024748,0.0245526132807952,-0.00748451401518821
3,rice_japonica,2009-2014,ok,-0.22597976449455,-0.637411451032727,-0.332480878901315,0.520428473321428,0.796452269619216,-0.0280237773398919,0.023351002355247,-0.0172483360905876
3,rice_japonica,2015-2019,ok,-0.22178834988022,-0.62546896955972,-0.265054654457025,0.544749366769875,0.810159446626668,-0.0270582851827991,0.0212952955842878,-0.0247922687030836
3,rice_japonica,2020-2024,ok,-0.233149512629825,-0.612105310601069,-0.340706631675147,0.501037686216162,0.806410979240852,-0.0316058879330644,0.0196116380086568,-0.0242066054907951
3,rice_mid_indica,all,ok,-0.378054473564554,-0.8042153740577,-0.451198692354282,0.931738066211715,1.02584680970542,-0.0116383751824941,0.0125936703724698,-0.020252282076223
3,rice_mid_indica,2004-2008,ok,-0.388714862025382,-0.817345316439161,-0.485246774731959,0.931765957535056,1.02679875757577,-0.0119752201314702,0.0134482685749857,-0.0406071263715888
3,rice_mid_indica,2009-2014,ok,-0.378571668472645,-0.804532685338313,-0.455863741683076,0.931655166391111,1.02588279898977,-0.0116541418111861,0.0126130734264376,-0.0285505895036127
3,rice_mid_indica,2015-2019,ok,-0.357948516700362,-0.805012887776206,-0.405337842380184,0.937832279006423,1.02485272062974,-0.0110654830260074,0.0126425480562443,-0.0131735056931399
3,rice_mid_indica,2020-2024,ok,-0.386037427206332,-0.79273649331246,-0.440220991321168,0.92645013902888,1.02601264130317,-0.0118881957708401,0.0119289122284064,-0.00180503874454583
3,rice_early_indica,all,ok,-0.246257905701669,-0.569157386316092,-0.405004253030799,0.525646139210477,0.720363138324797,-0.0242769701486988,0.0189229793749948,-0.0193772110197429
3,rice_early_indica,2004-2008,ok,-0.249582281619106,-0.571025046937714,-0.434642256660579,0.505582679162363,0.704995396308899,-0.0250183265835217,0.0201671923068036,-0.0156318210870091
3,rice_early_indica,2009-2014,ok,-0.241719061754789,-0.570592700952424,-0.404634686466017,0.529278064203395,0.714824460823592,-0.0234718030950712,0.0197409364893311,-0.020147679818734
3,rice_early_indica,2015-2019,ok,-0.237472849449923,-0.568580677623956,-0.360432536256195,0.546231829946691,0.727839669771035,-0.0228477190833259,0.018685886992868,-0.0225253931477248
3,rice_early_indica,2020-2024,ok,-0.253411326318206,-0.563189618781269,-0.401206392185176,0.514598318868961,0.730927796459313,-0.02621950214935,0.0172226231063311,-0.0190498562657057
3,rice_late_indica,all,ok,-0.246712370533715,-0.619902236925003,-0.33227133754663,0.564791160905303,0.789990000703884,-0.0257474170951509,0.0170061856925775,-0.0125539866780805
3,rice_late_indica,2004-2008,ok,-0.250762435418026,-0.625224359082881,-0.382664731845066,0.53910662292374,0.773518731912241,-0.026995172199937,0.018538911891324,-0.00286695122931793
3,rice_late_indica,2009-2014,ok,-0.242734213609438,-0.622455414389933,-0.3271628199658,0.571694740073962,0.786456837931284,-0.0248814352340033,0.0176271949235275,-0.0104447996652326
3,rice_late_indica,2015-2019,ok,-0.236441615125517,-0.61801064117129,-0.257993489940045,0.59150557186592,0.797812274017923,-0.0238291008488189,0.0166200459800748,-0.017578881924944
3,rice_late_indica,2020-2024,ok,-0.252539465016788,-0.610550810933241,-0.323954976487514,0.548224308946586,0.799084224343366,-0.0278665837834365,0.0154360463285062,-0.0197471512953971
3,peanut,all,ok,-0.248496736126692,-0.920439246356129,-0.72641377793448,0.828804468578917,1.01276070039152,0.00411758463675676,-0.00152503128813289,-0.00932700306159667
3,peanut,2004-2008,ok,-0.292054237604627,-0.920747837555001,-0.726810001301605,0.796524811619242,1.01357072804973,0.00477777560412629,-0.00152998437856297,-0.00732482641516092
3,peanut,2009-2014,ok,-0.257391618430032,-0.922967641774648,-0.727182993637041,0.824251561142118,1.01310521436227,0.00422746553269714,-0.00156650030275156,-0.00846311913334501
3,peanut,2015-2019,ok,-0.214544386146642,-0.922497611260796,-0.71774457573343,0.84667752495485,1.01251747441676,0.00376698584439221,-0.00155863597349807,-0.00972834262528148
3,peanut,2020-2024,ok,-0.220238066225066,-0.915801974793851,-0.720013038934553,0.841987141843578,1.01204017158145,0.00381959673106866,-0.00145400426924456,-0.0118103717394428
3,rapeseed,all,ok,-0.265023763407057,-0.972325371738247,-0.617154160689445,1.01270522011367,1.09846035956664,0.000973656377645486,0.00741562295103942,-0.0173773994388953
3,rapeseed,2004-2008,ok,-0.319591733025373,-0.985239067831324,-0.618693599199166,1.01035750749792,1.10596904635219,0.00107920892171942,0.00793381559023927,-0.0306696274457779
3,rapeseed,2009-2014,ok,-0.273540941552483,-0.97654346004414,-0.619142391060821,1.01357270802267,1.10053742571882,0.000988538670753757,0.00758061363672722,-0.0215792375787954
3,rapeseed,2015-2019,ok,-0.233187127045111,-0.970000818884324,-0.595957967333832,1.01597410246228,1.09661181111298,0.000922275312780361,0.00732645099671767,-0.0130394768071897
3,rapeseed,2020-2024,ok,-0.237378559420632,-0.959005009675085,-0.600815949090426,1.01013887351131,1.09223074232728,0.000928686206362679,0.00692128248640865,-0.00497595565666426
4,corn,all,ok,-0.250728440881348,-0.906292129924042,-0.426675770703291,0.83805549522516,1.06350145085549,-0.00556711194755766,0.0040860629513035,-0.0178941158103904
4,corn,2004-2008,ok,-0.284694690137207,-0.914926586552001,-0.455768806499781,0.813421105531166,1.06748518970994,-0.00627658465496235,0.00427357253545497,-0.0154651282120886
4,corn,2009-2014,ok,-0.248809265840129,-0.910216021041062,-0.424826603788095,0.840283999351878,1.06445722868445,-0.00553478641289376,0.00416975012671351,-0.0174056652972809
4,corn,2015-2019,ok,-0.22213460388915,-0.900692207470931,-0.370561142039355,0.852880934935999,1.06107343233867,-0.00513939899156627,0.00397088149185686,-0.0195423604913122
4,corn,2020-2024,ok,-0.239722479085527,-0.898147152979354,-0.406727655651981,0.842792952600575,1.06103712841799,-0.0053895702818638,0.00392013688097975,-0.0194624583053411
4,wheat,all,ok,-0.304512779751866,-0.836262944731413,-0.755859441989726,0.636707047067987,0.999598400230506,-0.00252751371266332,0.00425318516670263,-0.0129743606579194
4,wheat,2004-2008,ok,-0.320928247161428,-0.823906137150872,-0.736556670562494,0.616899077146285,0.991308376787033,-0.00278286754280716,0.00407088924109636,-0.00566690257341169
4,wheat,2009-2014,ok,-0.301638744733451,-0.836589064731427,-0.754257855271449,0.639934751868503,1.00045583355274,-0.00249291870395623,0.00425817202332425,-0.0120200724874103
4,wheat,2015-2019,ok,-0.283418040535764,-0.853025163672965,-0.769955340922508,0.650377794531113,1.00817346442731,-0.00231070918998831,0.00452195054948502,-0.0169836703746933
4,wheat,2020-2024,ok,-0.301835384552753,-0.835811759801053,-0.76887164501138,0.640038507674163,1.00024323035851,-0.00249522098908797,0.00424630116049251,-0.021071614854993
4,soybean,all,ok,-0.293657054106806,-0.858524495245586,-0.834840015761101,0.863904473393953,1.00717653521546,0.00158832162376595,0.00171968576612415,-0.0127253537822766
4,soybean,2004-2008,ok,-0.330299010090552,-0.859368917990002,-0.819948164749333,0.854159905171284,1.00674835307312,0.00172284401483027,0.00172839596861819,-0.0276482201480432
4,soybean,2009-2014,ok,-0.30462936923642,-0.853787877651665,-0.828714610906736,0.861839359218216,1.00668041446923,0.00162577972642138,0.00167229350921687,-0.0170572633284804
4,soybean,2015-2019,ok,-0.271534764460437,-0.858647112263482,-0.84066570544545,0.86885974870825,1.00744111096058,0.00151888070940533,0.00172094552978025,-0.00644756556559281
4,soybean,2020-2024,ok,-0.26217279434355,-0.862922822192909,-0.845581951399735,0.8702231997427,1.00788167668061,0.00149165478605646,0.00176596199480007,0.00196292972550652
4,rice_japonica,all,ok,-0.256113497339178,-0.648563518102097,-0.431194519128343,0.623075054256005,0.809834136901734,-0.0190699840891131,0.0168856268556833,-0.0265614790731321
4,rice_japonica,2004-2008,ok,-0.271012204345445,-0.652135776731773,-0.462553330928771,0.598586983197717,0.799021801853023,-0.0204438332368031,0.0177416434645137,-0.0219432346559133
4,rice_japonica,2009-2014,ok,-0.249494067855389,-0.651861733498392,-0.42862960980492,0.623892225887241,0.805016465983703,-0.0185711799102566,0.0176662478636087,-0.0266320789560383
4,rice_japonica,2015-2019,ok,-0.23557370965725,-0.647247366594766,-0.3690110499539,0.643580817558494,0.815987514835183,-0.017665837193604,0.0166220684421975,-0.0299463403791194
4,rice_japonica,2020-2024,ok,-0.263179312086393,-0.639948890102668,-0.425374944826973,0.625806052442401,0.819642033087689,-0.0196691849370506,0.0154460069081462,-0.0285931576370415
4,rice_mid_indica,all,ok,-0.240818007432804,-0.698191010782622,-0.406991030589976,0.721699432815713,0.844775141046033,-0.00796130200685372,0.0119016656742244,-0.0206937535474932
4,rice_mid_indica,2004-2008,ok,-0.267029458773522,-0.696910431635201,-0.469306611106409,0.710784563330864,0.845507392632519,-0.00854288239120499,0.0116254684417053,-0.028542880424708
4,rice_mid_indica,2009-2014,ok,-0.234518345075387,-0.699860294638891,-0.410150362321988,0.720832627196041,0.840545756131993,-0.00783816492126139,0.0123468110399091,-0.0246121650914188
