crop,method,n_obs,n_prov,iter,converged,inv_err,concavity_rate,concavity_rate_obsS,monotonicity_rate
rapeseed,plain,302,16,18,TRUE,4.30899760317516e-12,0.76158940397351,0.705298013245033,0.996688741721854
