crop,seg,eps_ll,M_ml,B_labor,n
rice_early_indica,2004-2013,-0.131583611510985,0.289699757002262,-0.0365020378125344,90
rice_early_indica,2014-2024,-0.735061609548315,1.58571041840752,-0.0259451307246792,99
