crop,seg,eps_ll,M_ml,B_labor,n
wheat,2004-2013,-0.373835720642366,0.742096269935565,-0.00205180182459887,171
wheat,2014-2024,-0.889270651593774,1.5803995812574,-0.0148716758042364,154
