crop,method,n_obs,n_prov,iter,converged,inv_err,concavity_rate,concavity_rate_obsS,monotonicity_rate
wheat,plain,325,21,26,TRUE,8.22703728059482e-11,0.504615384615385,0.513846153846154,0.996923076923077
