param,est
alpha_1,0.300708404252391
alpha_2,0.176221454239863
alpha_3,0.243673293399451
alpha_4,0.193337032997793
gamma_1_1,0.0844020496005578
gamma_1_2,0.01325771855187
gamma_1_3,-0.0371551975787488
gamma_1_4,-0.051176050461021
gamma_2_2,-0.00195251148431239
gamma_2_3,0.000701318668139175
gamma_2_4,-0.0208754950076511
gamma_3_3,0.0216308103572141
gamma_3_4,0.00691012577264833
gamma_4_4,0.0712651630561862
gamma_1y,-0.186424043190605
gamma_2y,0.0561387545195761
gamma_3y,0.0714379890608459
gamma_4y,0.0145622374039044
lambda_1t,0.00204669376148739
lambda_2t,-0.000438522296057708
lambda_3t,-0.00064932273951018
lambda_4t,-0.000307482019359871
alpha_0,-0.534309611948115
alpha_y,0.0726607689112926
gamma_yy,0.226320377759144
lambda_t,-0.0136060558149317
lambda_tt,0.00144927199329552
lambda_yt,-0.00102974390222482
fe1_四川,0.305498946553585
fe1_安徽,0.229926724160055
fe1_山东,0.289653865799647
fe1_广东,0.241076779906155
fe1_广西,0.263664720408326
fe1_江苏,0.201311659377501
fe1_江西,0.23333596722323
fe1_河北,0.264588494789649
fe1_河南,0.225114012942495
fe1_海南,0.303939797581604
fe1_湖北,0.249217877199094
fe1_湖南,0.373047450947775
fe1_福建,0.319960228403567
fe1_辽宁,0.10475061982685
fe1_重庆,0.354951420883733
fe1_陕西,0.0990502046128956
fe2_四川,-0.119522935621912
fe2_安徽,-0.100769868456595
fe2_山东,-0.106448600943026
fe2_广东,-0.0673745724054113
fe2_广西,-0.0589758715723967
fe2_江苏,-0.108982448592621
fe2_江西,-0.108806492738341
fe2_河北,-0.0894979989839527
fe2_河南,-0.099990091018547
fe2_海南,-0.0860490619078288
fe2_湖北,-0.104022293938537
fe2_湖南,-0.0833749817787048
fe2_福建,-0.0903069031634588
fe2_辽宁,-0.0287269182271526
fe2_重庆,-0.130724181190617
fe2_陕西,0.0387844972990828
fe3_四川,-0.139425831191671
fe3_安徽,-0.111438392823424
fe3_山东,-0.101642050575402
fe3_广东,-0.103914956228594
fe3_广西,-0.113084415010054
fe3_江苏,-0.0998707910317412
fe3_江西,-0.112231374677556
fe3_河北,-0.140084102458653
fe3_河南,-0.0995200820377115
fe3_海南,-0.155248187370183
fe3_湖北,-0.119059600561044
fe3_湖南,-0.185032488749467
fe3_福建,-0.152247810792668
fe3_辽宁,-0.0691780516904585
fe3_重庆,-0.157040934247376
fe3_陕西,-0.0597279146416319
fe4_四川,0.00617865583306643
fe4_安徽,0.0108954956439958
fe4_山东,-0.0605716455560003
fe4_广东,-0.0531079679377412
fe4_广西,-0.067894337096914
fe4_江苏,-0.00296850346736113
fe4_江西,0.014144704148552
fe4_河北,-0.00482552706086571
fe4_河南,0.00465919865695291
fe4_海南,-0.0391576220538177
fe4_湖北,0.000683927554370835
fe4_湖南,-0.0734027807082128
fe4_福建,-0.0445903172699716
fe4_辽宁,0.00185826595310805
fe4_重庆,-0.0262966715602615
fe4_陕西,-0.0139058060469385
feC_四川,0.636392607851564
feC_安徽,0.392406913769364
feC_山东,0.681485339568257
feC_广东,0.490195025283173
feC_广西,0.524523790845489
feC_江苏,0.581286930893749
feC_江西,0.487665561017522
feC_河北,0.663839819889713
feC_河南,0.461440950622708
feC_海南,0.441614701237294
feC_湖北,0.431400643507729
feC_湖南,0.664292196813416
feC_福建,0.744854229358178
feC_辽宁,0.323178231451381
feC_重庆,0.472383153248895
feC_陕西,0.426971639742956
