param,est
alpha_1,0.384689624701638
alpha_2,0.25981962100225
alpha_3,0.175023947495358
alpha_4,0.0735638927847684
gamma_1_1,0.154937725271391
gamma_1_2,-0.0218128610186036
gamma_1_3,-0.0744167000953375
gamma_1_4,-0.0128563403502159
gamma_2_2,0.0196747062003115
gamma_2_3,-0.00684235515886859
gamma_2_4,0.0033567325729199
gamma_3_3,0.0818063826637087
gamma_3_4,-0.0127965296206994
gamma_4_4,0.0175990124554233
gamma_1y,0.0131199680402754
gamma_2y,-0.0331671630127788
gamma_3y,0.0302754429596021
gamma_4y,0.00192481519589105
lambda_1t,-0.0101776863893489
lambda_2t,0.00344226046964299
lambda_3t,0.00283134691111087
lambda_4t,0.00231367103281074
alpha_0,0.0487291517794706
alpha_y,0.125924810701875
gamma_yy,1.26708575627379
lambda_t,-0.0152425981602244
lambda_tt,0.000216396896390317
lambda_yt,-0.0193180562115225
fe1_广东,0.110463602162521
fe1_广西,0.0993334922589365
fe1_江西,0.0121576702559542
fe1_浙江,-0.0223227604447979
fe1_海南,0.095841389767384
fe1_湖北,0.0566253380884974
fe1_湖南,0.0363275536514889
fe1_福建,0.183507857295124
fe2_广东,-0.0609955620065949
fe2_广西,-0.0755327656653038
fe2_江西,-0.0331060449413197
fe2_浙江,0.0275565491281314
fe2_海南,-0.0472085958276671
fe2_湖北,-0.0347811616594478
fe2_湖南,-0.00602982841552269
fe2_福建,-0.0948289084267591
fe3_广东,-0.00150428606722139
fe3_广西,-0.00516679093894662
fe3_江西,0.00856862668085401
fe3_浙江,-0.0071713263835626
fe3_海南,-0.000161015610539383
fe3_湖北,-0.0229124572432254
fe3_湖南,-0.0361123819083563
fe3_福建,-0.0321830962707823
fe4_广东,-0.0166171072027509
fe4_广西,-0.00450994285286788
fe4_江西,-0.00525975217760469
fe4_浙江,-0.0154667000077101
fe4_海南,0.013460355586012
fe4_湖北,0.0034742209137581
fe4_湖南,0.00332552783005474
fe4_福建,-0.0318998421598956
feC_广东,-0.0187179046617754
feC_广西,-0.0324782001949107
feC_江西,-0.0839847942387451
feC_浙江,-0.117744873672345
feC_海南,-0.189864772735355
feC_湖北,-0.00603886834799372
feC_湖南,-0.0768026340656032
feC_福建,0.10920380174986
