province,year,Shat_labor,Shat_mach,Shat_fert,Shat_seed,Shat_other,Sobs_labor,Sobs_mach,Sobs_fert,Sobs_seed,mono_ok,conc_ok
吉林,2019,0.384058033411138,0.198354714323676,0.19456672823928,0.143232077004543,0.0797884470213625,0.326152775361058,0.252288150339307,0.18357403862885,0.150078301722638,TRUE,TRUE
吉林,2020,0.376995179415232,0.201182704223766,0.19694614843569,0.143720614049955,0.0811553538753571,0.328342227811958,0.249056732043917,0.172490567320439,0.145161290322581,TRUE,TRUE
吉林,2021,0.343119747875482,0.211578520426245,0.210349255941125,0.14770520726769,0.0872472684894571,0.35243738311223,0.251044343068883,0.181689476168004,0.145124359848286,TRUE,TRUE
吉林,2022,0.31853426985466,0.21141552617458,0.221641713971434,0.160500530233652,0.0879079597656745,0.337928238394486,0.234839152333578,0.218419123953282,0.143866269550437,TRUE,TRUE
吉林,2023,0.316094581651371,0.211757855040037,0.220845451283074,0.163495708886471,0.0878064031390471,0.36013333993432,0.114197072462333,0.25905572883146,0.170784032212816,TRUE,TRUE
吉林,2024,0.309445783978471,0.210765372177092,0.220550213416152,0.170881588488886,0.0883570419393982,0.350665181796292,0.145075848784012,0.245319648446906,0.171653021911871,TRUE,TRUE
四川,2004,0.625918605225351,0.0310863012547568,0.0929599644407387,0.210775524114032,0.0392596049651215,0.672104533755692,0.0490595921599683,0.0877054048703227,0.160403880419719,TRUE,TRUE
四川,2008,0.64672702910827,0.0395553979115383,0.0976235290659322,0.188286359826602,0.0278076840876568,0.562137382708975,0.01795477878853,0.137645345366855,0.250292481436382,TRUE,TRUE
四川,2016,0.657045279767412,0.0507256505716121,0.0852043200555458,0.179238130628501,0.0277866189769294,0.709338733258715,0.0396655895819408,0.0635440438005666,0.164685529491951,TRUE,TRUE
四川,2017,0.680401318185584,0.0491242653756951,0.0780247995165335,0.168200701578581,0.0242489153436057,0.719805111798224,0.0398454581707259,0.0601829052901107,0.157324505965109,TRUE,TRUE
四川,2018,0.68555163905452,0.0496854771664882,0.0780119528806936,0.163108099275139,0.0236428316231589,0.711319036350781,0.046862203632285,0.0672933665366572,0.151583755381318,TRUE,TRUE
