param,est,se_delta
alpha_1,0.355414343156264,0.0203636171404252
alpha_2,0.197823639389865,0.0133148236638991
alpha_3,0.26816744299717,0.00943121649870559
alpha_4,0.116743972702915,0.00754212836617723
gamma_1_1,0.136936255018654,0.0128484195312274
gamma_1_2,-0.0121589209682496,0.00782306778088574
gamma_1_3,-0.0867013042845241,0.00513514081070641
gamma_1_4,-0.0302307615227993,0.00428783454140049
gamma_2_2,0.0117170292655585,0.00778528953470864
gamma_2_3,0.0104180354958867,0.00407122637974394
gamma_2_4,-0.00862861505569578,0.00394257075300968
gamma_3_3,0.0886155207527975,0.00384047990325346
gamma_3_4,-0.0315171533075441,0.00254275378194519
gamma_4_4,0.0774619405556059,0.00462958812712908
gamma_1y,-0.00147911890199447,0.0281107751706759
gamma_2y,-0.0285199907015283,0.0172392453848933
gamma_3y,-0.00473515669951293,0.0124121629727183
gamma_4y,0.0206417550167036,0.00908517846590664
lambda_1t,-0.0062281445275911,0.00108471569907512
lambda_2t,0.00010914787317574,0.000636138017013976
lambda_3t,0.00440552276749028,0.000460728991223239
lambda_4t,0.00105104113588694,0.000349929499350891
alpha_0,-0.517243236093284,0.0515712130239709
alpha_y,0.106940453237593,0.0668182486835656
gamma_yy,-0.195094707700316,0.158017440828494
lambda_t,-0.0103187914211203,0.00193288631176289
lambda_tt,-0.00037349552685872,0.000403141210953361
lambda_yt,0.0169415742346299,0.00520818559146353
fe1_云南,0.292703125639911,0.0274247288774603
fe1_内蒙古,0.00303270516445512,0.0233492478816497
fe1_北京,-0.0388689527151427,0.0297097884108101
fe1_四川,0.312070495504915,0.0235512631226624
fe1_天津,-0.134121740433212,0.0302389182690376
fe1_宁夏,0.0471913458970956,0.0228197865710494
fe1_安徽,-0.0395808252867394,0.0235350098252586
fe1_山东,0.0351772488365602,0.0244924197343619
fe1_山西,0.00355449479525168,0.0228954164408195
fe1_新疆,-0.0601464495254557,0.0244431476797108
fe1_江苏,-0.0425097696508348,0.0234499601092303
fe1_河北,0.0192473396372144,0.0240868692844784
fe1_河南,0.033353063884933,0.0241967653261613
fe1_湖北,0.0294073316017444,0.0223218650611007
fe1_甘肃,0.164870029712613,0.0230123936846095
fe1_贵州,0.223679422842434,0.0451876922136388
fe1_重庆,0.419518201120555,0.0335193565156675
fe1_陕西,0.12244814169491,0.0232398120819216
fe1_青海,0.343705986761548,0.0372225230699129
fe1_黑龙江,-0.185106715218393,0.0236313175933974
fe2_云南,-0.104781744438141,0.0174238414979583
fe2_内蒙古,0.0491965877467033,0.0152336221161091
