crop,seg,eps_ll,M_ml,B_labor,n
rice_late_indica,2004-2013,-0.101450470921725,0.206087941428813,-0.0360034271005272,90
rice_late_indica,2014-2024,-0.903760335031194,1.80670450648435,-0.0289498970100614,99
