crop,year,eCy,RTS,tauC,TFP
peanut_hw,2004,0.0845280197875759,12.9946906360729,-0.00378347881885139,0.048386312339678
peanut_hw,2005,0.0615065652965416,14.4812461862423,-0.0039387250235602,0.0574508561427039
peanut_hw,2006,0.0545165426821492,6.11697435716903,-0.0036822692422264,0.0166294214647843
peanut_hw,2007,0.0359445887428527,910.975487979066,-0.00360928627615838,3.54141337608106
peanut_hw,2008,0.063812036034681,11.3888033236333,-0.00334109532410115,0.0362524723641234
peanut_hw,2009,0.0495483901148137,7.0445874933331,-0.00327391900908252,0.0255520189581663
peanut_hw,2010,0.0151638221955417,-26.5432335564496,-0.00351681826060272,-0.10743045683105
peanut_hw,2011,0.040645870498236,-319.623407137479,-0.00327646853452491,-1.37054068932423
peanut_hw,2012,0.0525709877583135,-29.5275467551938,-0.0030995212410681,-0.0848697422062685
peanut_hw,2013,0.0368053275010794,-26.2883555605223,-0.00286955279905322,-0.0882333154126239
peanut_hw,2014,-0.0279576860090995,-7.53554820541515,-0.00310441113367817,-0.0317086627705287
peanut_hw,2015,-0.0315495484700701,-7.81999321982278,-0.00314429343699195,-0.0337753263359592
peanut_hw,2016,-0.00299123439262634,-9.98497703855414,-0.00298376792245979,-0.0475245492040679
peanut_hw,2017,-0.00162149924763788,39.7596157292868,-0.00287333155333632,0.121084747660243
peanut_hw,2018,-0.0171744566675317,-33.5610529374923,-0.00273942140080853,-0.127553880171094
peanut_hw,2019,-0.020080519665323,-32.1828608975969,-0.00250768643991263,-0.0959511293525762
peanut_hw,2020,-0.0110267021532604,5.63299961170906,-0.00235637169278817,0.0106934024401965
peanut_hw,2021,-0.0200563249375769,1.13245136332734,-0.00226598941354938,-0.00627568932386548
peanut_hw,2022,-0.000820593463127111,-4.96371210917998,-0.00206227372489584,-0.0196896828880991
peanut_hw,2023,-0.00660815968127313,-9.81520466329245,-0.00204702907111511,-0.0189118536218654
peanut_hw,2024,-0.0112434038202787,183.929763990192,-0.00180713022698984,0.102014116741633
