crop,seg,eps_ll,M_ml,B_labor,n
rapeseed,2004-2013,-0.201096633143491,0.79604858107437,0.00900615610035207,137
rapeseed,2014-2024,-0.510477761568232,1.94470034396737,-0.0151488428870835,165
