param,est
alpha_1,0.659656368206365
alpha_2,0.122427937990514
alpha_3,0.094351966486683
alpha_4,0.068332104250549
gamma_1_1,0.0936096315024032
gamma_1_2,-0.0146641540420935
gamma_1_3,-0.0489981088699271
gamma_1_4,-0.00282431633289099
gamma_2_2,0.0187513096528827
gamma_2_3,-0.0118851113729737
gamma_2_4,-0.00629923894796962
gamma_3_3,0.0612143560573584
gamma_3_4,-0.00117307142736151
gamma_4_4,0.01189929462459
gamma_1y,-0.0343280875954983
gamma_2y,-0.0723902347726546
gamma_3y,0.00867443022225123
gamma_4y,0.00864320905543914
lambda_1t,-0.00441965359150742
lambda_2t,0.00190168981270177
lambda_3t,0.00158382269058032
lambda_4t,0.000937513933581797
alpha_0,0.205074850984797
alpha_y,-0.441348767136061
gamma_yy,-3.52408408027696
lambda_t,-0.0161561862525909
lambda_tt,0.000983615636678703
lambda_yt,0.141262837425392
fe1_四川,-0.0208416991203295
fe1_安徽,-0.221638715631891
fe1_广西,-0.143417684623252
fe1_江苏,-0.270382320550857
fe1_江西,-0.172724064747362
fe1_河南,-0.186351927216474
fe1_湖北,-0.215659199170387
fe1_湖南,-0.213063982595137
fe1_福建,-0.0984313303378728
fe1_贵州,0.0600619852297841
fe1_重庆,-0.00975971722122537
fe1_陕西,0.0590918701313088
fe2_四川,-0.000312269632021467
fe2_安徽,0.110184487882836
fe2_广西,0.030935345507473
fe2_江苏,0.127698393871391
fe2_江西,0.0914124142164974
fe2_河南,0.146882049420985
fe2_湖北,0.107877537681972
fe2_湖南,0.136459008543573
fe2_福建,0.0330750586778956
fe2_贵州,-0.0259478900816081
fe2_重庆,0.0357117182698539
fe2_陕西,0.00944054055534504
fe3_四川,0.0287342650390245
fe3_安徽,0.0671108027667535
fe3_广西,0.0727461942148697
fe3_江苏,0.0970528282402503
fe3_江西,0.0623748930214472
fe3_河南,0.0406499005497605
fe3_湖北,0.0566939455096909
fe3_湖南,0.04661241120208
fe3_福建,0.0491931211552072
fe3_贵州,-0.00834130790246968
fe3_重庆,-0.000215197777812648
fe3_陕西,-0.00846659785257131
fe4_四川,-0.00580145700228524
fe4_安徽,0.0121099906518045
fe4_广西,0.0156133723526573
fe4_江苏,-0.00170409408548733
fe4_江西,-0.00184786050127245
fe4_河南,0.00821546237092124
fe4_湖北,0.0174956836931078
fe4_湖南,-0.0037051571348799
fe4_福建,-0.0118629305525855
fe4_贵州,-0.0243014602857621
fe4_重庆,-0.0190140846667562
fe4_陕西,-0.0313985569504248
feC_四川,-0.258182081293199
feC_安徽,-0.36759390982459
feC_广西,-0.199171410994223
feC_江苏,-0.329611278227098
feC_江西,-0.209211978996095
feC_河南,-0.332727614994298
feC_湖北,-0.21036836965845
feC_湖南,-0.335842666823567
feC_福建,-0.273983902275697
feC_贵州,0.0460783136436245
feC_重庆,-0.259733629002972
feC_陕西,0.0780191024202318
