crop,f_n,f_m,eps,morishima
rice_japonica,labor,labor,-0.264144582443881,0
rice_japonica,labor,mach,0.19171706992091,0.891747688185566
rice_japonica,labor,fert,0.0198042810785783,0.412080623406255
rice_japonica,labor,seed,0.0339784650373217,0.591316509045205
rice_japonica,labor,other,0.0186447664070705,0.726386593418291
rice_japonica,mach,labor,0.355495648517558,0.619640230961439
rice_japonica,mach,mach,-0.700030618264655,0
rice_japonica,mach,fert,0.128277601690549,0.520553944018225
rice_japonica,mach,seed,0.0389054578006651,0.596243501808548
rice_japonica,mach,other,0.177351910255883,0.885093737267104
rice_japonica,fert,labor,0.0526247518167157,0.316769334260596
rice_japonica,fert,mach,0.183826578791441,0.883857197056097
rice_japonica,fert,fert,-0.392276342327677,0
rice_japonica,fert,seed,0.0465060372113412,0.603844081219224
rice_japonica,fert,other,0.109318974508178,0.817060801519399
rice_japonica,seed,labor,0.291208845316203,0.555353427760084
rice_japonica,seed,mach,0.179819932477943,0.879850550742599
rice_japonica,seed,fert,0.149995821904332,0.542272164232009
rice_japonica,seed,seed,-0.557338044007883,0
rice_japonica,seed,other,-0.0636865556905952,0.644055271320625
rice_japonica,other,labor,0.0891607185878279,0.353305301031709
rice_japonica,other,mach,0.457381903757059,1.15741252202171
rice_japonica,other,fert,0.196734797810999,0.589011140138676
rice_japonica,other,seed,-0.035535593144666,0.521802450863217
rice_japonica,other,other,-0.70774182701122,0
